LONG
-124.938
-124.813
-124.688
-124.563
-124.438
-124.313
-124.188
-124.063
-123.938
-123.813
-123.688
-123.563
-123.438
-123.313
-123.188
-123.063
-122.938
-122.813
-122.688
-122.563
-122.438
-122.313
-122.188
-122.063
-121.938
-121.813
-121.688
-121.563
-121.438
-121.313
-121.188
-121.063
-120.938
-120.813
-120.688
-120.563
-120.438
-120.313
-120.188
-120.063
-119.938
-119.813
-119.688
-119.563
-119.438
-119.313
-119.188
-119.063
-118.938
-118.813
-118.688
-118.563
-118.438
-118.313
-118.188
-118.063
-117.938
-117.813
-117.688
-117.563
-117.438
-117.313
-117.188
-117.063
-116.938
-116.813
-116.688
-116.563
-116.438
-116.313
-116.188
-116.063
-115.938
-115.813
-115.688
-115.563
-115.438
-115.313
-115.188
-115.063
-114.938
-114.813
-114.688
-114.563
-114.438
-114.313
-114.188
-114.063
-113.938
-113.813
-113.688
-113.563
-113.438
-113.313
-113.188
-113.063
-112.938
-112.813
-112.688
-112.563
-112.438
-112.313
-112.188
-112.063
-111.938
-111.813
-111.688
-111.563
-111.438
-111.313
-111.188
-111.063
-110.938
-110.813
-110.688
-110.563
-110.438
-110.313
-110.188
-110.063
-109.938
-109.813
-109.688
-109.563
-109.438
-109.313
-109.188
-109.063
-108.938
-108.813
-108.688
-108.563
-108.438
-108.313
-108.188
-108.063
-107.938
-107.813
-107.688
-107.563
-107.438
-107.313
-107.188
-107.063
-106.938
-106.813
-106.688
-106.563
-106.438
-106.313
-106.188
-106.063
-105.938
-105.813
-105.688
-105.563
-105.438
-105.313
-105.188
-105.063
-104.938
-104.813
-104.688
-104.563
-104.438
-104.313
-104.188
-104.063
-103.938
-103.813
-103.688
-103.563
-103.438
-103.313
-103.188
-103.063
-102.938
-102.813
-102.688
-102.563
-102.438
-102.313
-102.188
-102.063
-101.938
-101.813
-101.688
-101.563
-101.438
-101.313
-101.188
-101.063
-100.938
-100.813
-100.688
-100.563
-100.438
-100.313
-100.188
-100.063
-99.938
-99.813
-99.688
-99.563
-99.438
-99.313
-99.188
-99.063
-98.938
-98.813
-98.688
-98.563
-98.438
-98.313
-98.188
-98.063
-97.938
-97.813
-97.688
-97.563
-97.438
-97.313
-97.188
-97.063
-96.938
-96.813
-96.688
-96.563
-96.438
-96.313
-96.188
-96.063
-95.938
-95.813
-95.688
-95.563
-95.438
-95.313
-95.188
-95.063
-94.938
-94.813
-94.688
-94.563
-94.438
-94.313
-94.188
-94.063
-93.938
-93.813
-93.688
-93.563
-93.438
-93.313
-93.188
-93.063
-92.938
-92.813
-92.688
-92.563
-92.438
-92.313
-92.188
-92.063
-91.938
-91.813
-91.688
-91.563
-91.438
-91.313
-91.188
-91.063
-90.938
-90.813
-90.688
-90.563
-90.438
-90.313
-90.188
-90.063
-89.938
-89.813
-89.688
-89.563
-89.438
-89.313
-89.188
-89.063
-88.938
-88.813
-88.688
-88.563
-88.438
-88.313
-88.188
-88.063
-87.938
-87.813
-87.688
-87.563
-87.438
-87.313
-87.188
-87.063
-86.938
-86.813
-86.688
-86.563
-86.438
-86.313
-86.188
-86.063
-85.938
-85.813
-85.688
-85.563
-85.438
-85.313
-85.188
-85.063
-84.938
-84.813
-84.688
-84.563
-84.438
-84.313
-84.188
-84.063
-83.938
-83.813
-83.688
-83.563
-83.438
-83.313
-83.188
-83.063
-82.938
-82.813
-82.688
-82.563
-82.438
-82.313
-82.188
-82.063
-81.938
-81.813
-81.688
-81.563
-81.438
-81.313
-81.188
-81.063
-80.938
-80.813
-80.688
-80.563
-80.438
-80.313
-80.188
-80.063
-79.938
-79.813
-79.688
-79.563
-79.438
-79.313
-79.188
-79.063
-78.938
-78.813
-78.688
-78.563
-78.438
-78.313
-78.188
-78.063
-77.938
-77.813
-77.688
-77.563
-77.438
-77.313
-77.188
-77.063
-76.938
-76.813
-76.688
-76.563
-76.438
-76.313
-76.188
-76.063
-75.938
-75.813
-75.688
-75.563
-75.438
-75.313
-75.188
-75.063
-74.938
-74.813
-74.688
-74.563
-74.438
-74.313
-74.188
-74.063
-73.938
-73.813
-73.688
-73.563
-73.438
-73.313
-73.188
-73.063
-72.938
-72.813
-72.688
-72.563
-72.438
-72.313
-72.188
-72.063
-71.938
-71.813
-71.688
-71.563
-71.438
-71.313
-71.188
-71.063
-70.938
-70.813
-70.688
-70.563
-70.438
-70.313
-70.188
-70.063
-69.938
-69.813
-69.688
-69.563
-69.438
-69.313
-69.188
-69.063
-68.938
-68.813
-68.688
-68.563
-68.438
-68.313
-68.188
-68.063
-67.938
-67.813
-67.688
-67.563
-67.438
-67.313
-67.188
-67.063
