X,Y,Northeast,North,Center,West_SLOPE,Northwest,SouthEast_,East,South,SouthWest
347975.891404196619987,377456.757545933127403,,,,,,,,,16.27123
347218.05085301399231,379870.966207355260849,,,,,,,,,17.90743
344529.744750648736954,380848.500656172633171,,,,,,,,,18.80930
345454.607939630746841,380871.024606302380562,,,,,,,,,17.98867
340923.158792644739151,381477.088910758495331,,,,,,,,,44.52622
343841.901246726512909,381556.095472440123558,,,,,,,,,25.67778
343685.967191606760025,381748.067913383245468,,,,,,,,,37.64874
343241.034776896238327,383326.469160109758377,,,,,,,,,32.43320
343336.327755898237228,383630.713910758495331,,,,,,,,,36.48030
343092.030839890241623,383682.692257210612297,,,,,,,,,21.38786
341988.016404196619987,384736.114501312375069,,,,,,,,,29.77106
320587.254593178629875,342197.600065618753433,,,,,,,,,7.06679
336694.915354326367378,347077.648950129747391,,,,,,,,,8.24988
336539.327427819371223,347267.888451442122459,,,,,,,,,9.71110
336723.676509186625481,347712.127952754497528,,,,,,,,,18.49784
335061.417650923132896,348177.158464565873146,,,,,,,,,7.48918
336284.63484251499176,351631.968175858259201,,,,,,,,,35.61032
335377.790682420134544,353375.659448817372322,,,,,,,,,32.73128
325886.246719166636467,355957.583989500999451,,,,,,,,,4.40872
326359.247375324368477,358256.401246726512909,,,,,,,,,23.88071
324236.11581364274025,360343.147965878248215,,,,,,,,,35.13343
325738.28248031437397,360418.342847764492035,,,,,,,,,24.13748
321510.731955379247665,360916.639435693621635,,,,,,,,,41.25504
325896.988845139741898,361213.261154860258102,,,,,,,,,31.92248
316681.275262460112572,362632.262467190623283,,,,,,,,,30.21901
322051.997047245502472,362453.111548557877541,,,,,,,,,41.58279
326618.098097115755081,362637.460301831364632,,,,,,,,,28.70920
326936.550524935126305,362868.936023622751236,,,,,,,,,21.60696
325789.914041996002197,363393.568241477012634,,,,,,,,,25.33744
328150.758530184626579,363389.756561681628227,,,,,,,,,32.84429
325408.741469815373421,363594.203740164637566,,,,,,,,,19.57551
325453.096128612756729,364126.459317579865456,,,,,,,,,28.83936
324984.946850389242172,364209.970472440123558,,,,,,,,,16.32880
322171.893044620752335,365116.121719166636467,,,,,,,,,30.96136
319453.093175858259201,365382.249671921133995,,,,,,,,,39.32197
315384.249015748500824,365749.214895009994507,,,,,,,,,31.09622
328618.214566931128502,365563.826443567872047,,,,,,,,,32.09449
328741.922572180628777,365579.766404196619987,,,,,,,,,28.91789
315120.546916007995605,366274.540026247501373,,,,,,,,,38.97836
329095.719816267490387,365687.187664046883583,,,,,,,,,36.39363
315021.441929131746292,366361.516732290387154,,,,,,,,,30.86743
327601.87007874250412,365795.648622050881386,,,,,,,,,17.49167
319084.048556432127953,366301.568569555878639,,,,,,,,,26.38225
324863.664698168635368,366082.221128612756729,,,,,,,,,34.66567
320029.35662730038166,366319.934055119752884,,,,,,,,,31.54846
318377.493438318371773,367030.994422569870949,,,,,,,,,36.95333
321434.150918632745743,366976.244094491004944,,,,,,,,,12.95494
318010.527887135744095,367540.032808393239975,,,,,,,,,27.86546
312000.475721791386604,368118.029199481010437,,,,,,,,,26.40240
324580.903871387243271,367552.161089241504669,,,,,,,,,28.55094
324769.757545933127403,367646.414698168635368,,,,,,,,,19.41706
324854.655183732509613,367704.630249351263046,,,,,,,,,10.71151
306848.062007874250412,368595.534448817372322,,,,,,,,,13.09130
317468.223425194621086,369185.312335953116417,,,,,,,,,15.66757
326244.548884510993958,368935.817585304379463,,,,,,,,,29.24188
310797.010170608758926,369670.441272959113121,,,,,,,,,28.66364
307876.188320204615593,370007.25918635725975,,,,,,,,,36.68812
310828.543307080864906,369915.777887135744095,,,,,,,,,23.63568
307864.753280833363533,370212.745734915137291,,,,,,,,,46.05513
318916.33267717063427,369879.739501312375069,,,,,,,,,5.00966
307641.247375324368477,370715.547244101762772,,,,,,,,,41.05949
318295.714566931128502,370237.002296581864357,,,,,,,,,26.41984
319016.477034121751785,370286.901246726512909,,,,,,,,,31.86475
332358.903871387243271,370220.02263779938221,,,,,,,,,40.76497
332261.18503937125206,370328.137139111757278,,,,,,,,,29.53857
318883.066601052880287,370969.200131237506866,,,,,,,,,35.27805
310423.807414695620537,372335.530511811375618,,,,,,,,,40.30945
316715.927165359258652,372545.175524935126305,,,,,,,,,27.99389
327120.206364825367928,372425.625984251499176,,,,,,,,,25.76316
327018.67585301399231,372451.961614176630974,,,,,,,,,21.46124
327884.630577430129051,372535.126640424132347,,,,,,,,,26.38628
327623.700787395238876,372669.576443567872047,,,,,,,,,38.28127
325841.892060369253159,372770.760498687624931,,,,,,,,,38.99076
326027.280511811375618,372782.888779520988464,,,,,,,,,29.00407
326163.116797894239426,373064.609908133745193,,,,,,,,,28.47419
328985.179790019989014,373266.284776896238327,,,,,,,,,8.44933
316509.400918632745743,373887.942585304379463,,,,,,,,,19.36035
316755.083989500999451,373877.200459316372871,,,,,,,,,30.16567
330198.69488188624382,373314.451115489006042,,,,,,,,,31.57987
325444.433070868253708,374431.28674541413784,,,,,,,,,40.21693
317642.176837265491486,374884.189304456114769,,,,,,,,,44.16636
327173.916994750499725,374537.322178483009338,,,,,,,,,18.26597
317045.81496062874794,375321.151574805378914,,,,,,,,,9.22154
327446.628608927130699,375121.55577427148819,,,,,,,,,45.59623
316924.532808393239975,375819.10170604288578,,,,,,,,,29.79402
328509.060695543885231,375463.225065618753433,,,,,,,,,26.69509
325432.651246726512909,375991.668963253498077,,,,,,,,,48.32640
334093.239173233509064,376812.922572180628777,,,,,,,,,24.13130
327498.606955379247665,377643.532152235507965,,,,,,,,,31.50221
328284.515419945120811,377772.091207355260849,,,,,,,,,23.94334
321059.215551182627678,378282.169619426131248,,,,,,,,,23.50772
321634.093175858259201,378275.932086616754532,,,,,,,,,35.44388
318583.672900259494781,378475.181430444121361,,,,,,,,,18.75676
304609.539370074868202,379123.521325454115868,,,,,,,,,3.08230
327457.370734915137291,378096.434711292386055,,,,,,,,,13.37250
313155.428805768489838,378759.674868762493134,,,,,,,,,25.75339
320991.297572180628777,378592.998359575867653,,,,,,,,,31.48644
317886.820209980010986,378958.230971127748489,,,,,,,,,13.30949
323641.83333332836628,379089.215879261493683,,,,,,,,,42.64685
328312.583661422133446,379311.335629925131798,,,,,,,,,6.61633
320199.844816267490387,379716.071522310376167,,,,,,,,,38.46118
321429.299540683627129,379661.667979001998901,,,,,,,,,41.76708
321417.171259835362434,379846.016732290387154,,,,,,,,,42.38746
310506.279199481010437,380583.41240157186985,,,,,,,,,18.64226
332701.959317579865456,380569.89829395711422,,,,,,,,,32.75504
333402.277230978012085,380620.49015748500824,,,,,,,,,41.22771
318746.88418635725975,381648.962926506996155,,,,,,,,,25.05555
329281.455052495002747,381217.198490813374519,,,,,,,,,47.25018
324950.987860888242722,381720.346456691622734,,,,,,,,,31.72924
331548.738845139741898,382326.064304456114769,,,,,,,,,30.56153
324202.503608927130699,382882.922572180628777,,,,,,,,,36.59681
336294.684055119752884,382380.121391072869301,,,,,,,,,28.81967
336114.839895009994507,382490.661417320370674,,,,,,,,,39.08963
305149.071850389242172,384745.124015748500824,,,,,,,,,35.30854
332734.185695543885231,383565.221784770488739,,,,,,,,,23.05158
307440.612204730510712,385482.173228353261948,,,,,,,,,47.91654
334315.358923882246017,384480.382545933127403,,,,,,,,,22.02724
337246.576115489006042,384368.456364825367928,,,,,,,,,14.31313
324793.667650923132896,385072.932414695620537,,,,,,,,,47.74530
331248.651902884244919,384781.855314955115318,,,,,,,,,24.63153
329964.100393697619438,384983.876640424132347,,,,,,,,,29.96684
295706.387139111757278,355808.233595803380013,,,,,,,,,38.26764
296827.727690294384956,356083.71751968562603,,,,,,,,,30.87152
297012.076771646738052,356074.708005249500275,,,,,,,,,26.28114
297237.31496062874794,356064.658792644739151,,,,,,,,,25.83142
297365.181102365255356,356162.377624675631523,,,,,,,,,21.43193
297451.118110239505768,356239.998359575867653,,,,,,,,,20.94004
297861.74507874250412,356240.691272959113121,,,,,,,,,23.43529
295159.924212604761124,356859.577099740505219,,,,,,,,,37.88991
294898.301509186625481,356974.275262460112572,,,,,,,,,30.51557
294778.405183732509613,357041.846784770488739,,,,,,,,,29.23623
294983.892060369253159,357051.895997375249863,,,,,,,,,39.73223
295261.454724416136742,357716.522309705615044,,,,,,,,,37.96684
280597.052165359258652,359363.880905508995056,,,,,,,,,29.43952
297778.926509186625481,359755.102690294384956,,,,,,,,,16.50005
293399.600065618753433,360061.426837265491486,,,,,,,,,46.08825
293517.070538058876991,360384.383858263492584,,,,,,,,,47.69094
296681.496062994003296,360442.599409446120262,,,,,,,,,26.97357
293644.589895009994507,360912.481299206614494,,,,,,,,,41.37871
291984.410104990005493,361420.133858263492584,,,,,,,,,7.85263
273773.02329395711422,362287.474737539887428,,,,,,,,,31.05578
293174.361548557877541,361836.651574805378914,,,,,,,,,16.80341
285913.023950129747391,362420.885170608758926,,,,,,,,,27.87773
279589.023950129747391,362859.580052495002747,,,,,,,,,20.97598
294665.786089241504669,362568.849409446120262,,,,,,,,,29.82677
279830.202427819371223,363628.50918635725975,,,,,,,,,32.28822
280204.444553807377815,363733.50492125749588,,,,,,,,,19.16334
293345.196194231510162,363307.284776896238327,,,,,,,,,24.52338
301670.698818892240524,363084.471784770488739,,,,,,,,,13.87745
280192.316272959113121,364349.618438318371773,,,,,,,,,4.18895
280132.714895009994507,364394.319553807377815,,,,,,,,,6.45168
292416.521325454115868,364089.728018373250961,,,,,,,,,27.63920
273319.428149610757828,366230.531824141740799,,,,,,,,,19.82229
298602.605971127748489,365095.330708667635918,,,,,,,,,30.91752
273470.164370074868202,366386.812664046883583,,,,,,,,,20.62435
296071.619750648736954,365418.287729665637016,,,,,,,,,26.52810
273562.685367450118065,366608.932414695620537,,,,,,,,,25.30444
298155.940944880247116,365649.416994750499725,,,,,,,,,41.64655
298342.369094491004944,365683.029527559876442,,,,,,,,,39.67301
280546.806758522987366,367124.901246726512909,,,,,,,,,33.34609
288058.679133862257004,367063.220800518989563,,,,,,,,,48.37730
302839.512467190623283,366581.903543308377266,,,,,,,,,13.03695
288642.566272959113121,367262.123359575867653,,,,,,,,,36.71463
276360.492125988006592,368059.120734915137291,,,,,,,,,11.92067
285173.895669296383858,367730.619094491004944,,,,,,,,,37.01878
291529.775262460112572,367538.993438318371773,,,,,,,,,4.77853
275282.813320204615593,368724.440288707613945,,,,,,,,,28.55094
300592.326771646738052,368143.671587929129601,,,,,,,,,18.05562
300860.533792644739151,368171.39337269961834,,,,,,,,,22.54777
274645.562007874250412,369596.285761147737503,,,,,,,,,42.39540
282402.424212604761124,369502.378608927130699,,,,,,,,,33.80389
294019.525262460112572,369414.016076117753983,,,,,,,,,19.56721
272884.891404196619987,371033.306430444121361,,,,,,,,,24.66443
281106.437664046883583,370773.762467190623283,,,,,,,,,29.72285
281148.712926506996155,371243.99081364274025,,,,,,,,,26.59191
275357.315288707613945,371656.003937005996704,,,,,,,,,33.62299
272008.541010499000549,372058.660761147737503,,,,,,,,,49.75692
289696.334973752498627,371380.173556432127953,,,,,,,,,34.29501
270899.6751968562603,372500.127952754497528,,,,,,,,,35.16183
283514.755249351263046,372673.04166667163372,,,,,,,,,41.80119
302364.086286082863808,371798.077427819371223,,,,,,,,,27.07309
277192.141404196619987,374034.174212604761124,,,,,,,,,41.40417
294321.691272959113121,373259.700787395238876,,,,,,,,,28.97309
273265.024278208613396,374360.943241477012634,,,,,,,,,33.79103
277333.175524935126305,374418.812007874250412,,,,,,,,,41.12009
281126.882217854261398,374754.590551182627678,,,,,,,,,49.34681
285441.755905508995056,374821.468832015991211,,,,,,,,,43.71408
281245.392388448119164,375099.031824141740799,,,,,,,,,38.55898
286234.594816267490387,375092.794619426131248,,,,,,,,,29.95386
274030.141732290387154,375803.508202105760574,,,,,,,,,43.14394
283457.232939630746841,375858.258530184626579,,,,,,,,,42.19558
283379.958661422133446,375963.947178483009338,,,,,,,,,36.45267
274184.343175858259201,376473.332349076867104,,,,,,,,,37.41413
297092.815944880247116,375449.710629925131798,,,,,,,,,38.38147
293313.663057744503021,375872.119094491004944,,,,,,,,,32.43320
292249.151902884244919,375942.809383198618889,,,,,,,,,44.28033
285825.354002624750137,376444.917650923132896,,,,,,,,,28.98113
294431.538057744503021,376065.82414698600769,,,,,,,,,2.92441
277178.280839890241623,377278.992454066872597,,,,,,,,,43.07536
294232.981955379247665,376649.711286082863808,,,,,,,,,46.89356
282669.938320204615593,377475.123359575867653,,,,,,,,,34.02934
285457.349409446120262,377365.969160109758377,,,,,,,,,25.33457
288603.755905508995056,377465.767060369253159,,,,,,,,,23.65479
286791.453412070870399,377796.001312330365181,,,,,,,,,26.81333
287683.05085301399231,377981.736220479011536,,,,,,,,,32.17414
288424.258202105760574,378027.823490813374519,,,,,,,,,32.21949
288670.287729665637016,378017.081364825367928,,,,,,,,,34.78630
288467.22670604288578,378067.673228353261948,,,,,,,,,33.68092
281605.427165359258652,378427.361548557877541,,,,,,,,,29.38137
284888.362532809376717,378378.502296581864357,,,,,,,,,24.08336
277519.950131237506866,378883.729330703616142,,,,,,,,,30.85411
286436.962926506996155,379003.971784770488739,,,,,,,,,38.06183
274697.886811017990112,380022.049212604761124,,,,,,,,,35.12395
293361.482611551880836,379543.504265084862709,,,,,,,,,45.13802
290774.013779520988464,380424.706036746501923,,,,,,,,,37.09654
291189.838582679629326,380979.832020998001099,,,,,,,,,22.43130
279726.939304456114769,381757.770669296383858,,,,,,,,,38.77227
277422.231299206614494,382091.816272959113121,,,,,,,,,51.24594
276594.393700793385506,383279.688648298382759,,,,,,,,,36.34171
294111.006561681628227,383738.135498687624931,,,,,,,,,29.81149
299809.53674541413784,384847.69422572851181,,,,,,,,,34.20749
301271.160433068871498,384923.928805768489838,,,,,,,,,35.18309
291216.867125988006592,386418.471784770488739,,,,,,,,,48.13679
294034.079068243503571,386943.796916007995605,,,,,,,,,31.51698
293955.072506561875343,387008.596128612756729,,,,,,,,,30.95729
298036.391404196619987,386902.214566931128502,,,,,,,,,30.87152
298098.418635174632072,387350.265419945120811,,,,,,,,,36.61699
309935.906496062874794,263368.683070868253708,,,,,,,,,21.55248
311048.237532809376717,264266.864173233509064,,,,,,,,,17.58487
309607.405183732509613,266145.698490813374519,,,,,,,,,23.20454
311965.823818892240524,267254.910761147737503,,,,,,,,,20.67068
313501.256233602762222,267475.297900259494781,,,,,,,,,26.51610
313108.648622050881386,268832.272309705615044,,,,,,,,,12.57833
305522.96751968562603,269296.956364825367928,,,,,,,,,21.37682
305298.422244101762772,269348.241469815373421,,,,,,,,,35.35067
313076.768700793385506,269040.184711292386055,,,,,,,,,28.23579
313200.12992125749588,269034.640419945120811,,,,,,,,,34.18324
312731.287729665637016,270065.539041996002197,,,,,,,,,22.87206
305276.591535434126854,271616.56496062874794,,,,,,,,,12.86887
304201.684711292386055,272016.103018373250961,,,,,,,,,23.46270
311469.25984251499176,272265.597769021987915,,,,,,,,,39.15172
312735.445866137742996,272456.530511811375618,,,,,,,,,30.58758
304233.564632549881935,273642.323818892240524,,,,,,,,,21.60333
304382.221784770488739,273739.696194231510162,,,,,,,,,21.04383
304774.136482939124107,273742.468175858259201,,,,,,,,,20.22670
305373.270669296383858,273776.427165359258652,,,,,,,,,19.39818
304119.212926506996155,273854.74081364274025,,,,,,,,,23.34632
305065.906824141740799,273812.119094491004944,,,,,,,,,16.68441
304615.083661422133446,273872.066929131746292,,,,,,,,,20.65526
303634.777230978012085,274081.365485563874245,,,,,,,,,23.11261
303840.61023622751236,274071.662729665637016,,,,,,,,,22.63117
303678.785104990005493,274142.353018373250961,,,,,,,,,22.73775
303270.930446192622185,274242.150918632745743,,,,,,,,,29.52859
300391.691272959113121,274392.19422572851181,,,,,,,,,12.79955
303058.513451442122459,274560.603346452116966,,,,,,,,,22.84361
303480.229002624750137,274769.208661422133446,,,,,,,,,21.38786
302679.766404196619987,274846.482611551880836,,,,,,,,,17.51084
302420.222769021987915,275043.652887135744095,,,,,,,,,17.66325
302116.32414698600769,275159.737204730510712,,,,,,,,,23.43529
306192.79166667163372,275038.455052495002747,,,,,,,,,35.96217
306545.895997375249863,275557.889435693621635,,,,,,,,,33.07608
312105.471456691622734,275412.004265084862709,,,,,,,,,36.61626
306827.270669296383858,275854.510826766490936,,,,,,,,,19.96640
311520.891404196619987,275705.853674545884132,,,,,,,,,35.12395
313420.170603677630424,275765.455052495002747,,,,,,,,,22.11696
307260.0748031437397,276309.145997375249863,,,,,,,,,25.97398
308245.92585301399231,277152.230314955115318,,,,,,,,,35.24672
308010.984908133745193,277883.73523622751236,,,,,,,,,33.12972
308177.314632549881935,277918.040682420134544,,,,,,,,,32.15237
308218.204068243503571,278368.170931756496429,,,,,,,,,31.96469
308433.046916007995605,278565.341207355260849,,,,,,,,,18.68420
305843.15255905687809,279197.047900259494781,,,,,,,,,39.24714
308685.313976377248764,279130.516076117753983,,,,,,,,,10.74114
308544.973097115755081,279220.265091866254807,,,,,,,,,20.59339
304111.936023622751236,279666.236876636743546,,,,,,,,,26.47205
306895.535433068871498,281974.063648298382759,,,,,,,,,30.28808
307165.128280833363533,282929.767388448119164,,,,,,,,,31.54256
306836.280183732509613,283872.649606302380562,,,,,,,,,2.06877
307014.738517060875893,284174.122375324368477,,,,,,,,,25.85642
308998.568569555878639,284270.455380573868752,,,,,,,,,31.32887
305700.386154860258102,285201.55577427148819,,,,,,,,,21.21588
303870.064632549881935,285304.47244094312191,,,,,,,,,27.94019
306383.724409446120262,287108.45833332836628,,,,,,,,,9.03507
305404.11089238524437,289171.641732290387154,,,,,,,,,19.45683
303481.61515748500824,291360.95833332836628,,,,,,,,,7.66710
306174.079724416136742,291630.551509186625481,,,,,,,,,23.01683
291379.385170608758926,253064.548228353261948,,,,,,,,,16.27123
294108.234580054879189,254998.132874011993408,,,,,,,,,4.48306
297587.993766397237778,261102.438648298382759,,,,,,,,,28.86249
298108.121062994003296,273590.692257210612297,,,,,,,,,23.05158
298457.760170608758926,273575.098753273487091,,,,,,,,,7.00047
299911.067257210612297,279093.438320204615593,,,,,,,,,3.21774
544954.796916007995605,150393.979002624750137,,,,,,,,,26.43056
541920.316272959113121,153001.545931756496429,,,,,,,,,19.96640
532740.294291332364082,154971.168635174632072,,,,,,,,,5.23939
508738.895997375249863,151194.441272959113121,,,,,,,,,21.21030
531649.101377949118614,153726.466863512992859,,,,,,,,,19.30976
526997.409448817372322,159581.624343827366829,,,,,,,,,44.37953
519915.56922572851181,163456.763451442122459,,,,,,,,,36.08918
522694.317585304379463,163626.211942255496979,,,,,,,,,23.94334
519445.687664046883583,164196.931430444121361,,,,,,,,,14.02547
520589.89829395711422,165522.025918632745743,,,,,,,,,17.22293
519440.489829391241074,165790.579396322369576,,,,,,,,,13.94066
529872.836942255496979,111841.836614176630974,,,,,,,,,34.83945
528889.065288707613945,112726.157152235507965,,,,,,,,,9.37962
527408.036417320370674,114790.37992125749588,,,,,,,,,24.85453
525935.32414698600769,115921.076443567872047,,,,,,,,,27.10398
525772.806102365255356,116010.132217854261398,,,,,,,,,44.73292
520416.984580054879189,119290.295603677630424,,,,,,,,,13.79796
517571.357939630746841,120303.868110239505768,,,,,,,,,3.89658
526311.298884510993958,120612.618110239505768,,,,,,,,,29.55632
530654.24081364274025,125494.745734915137291,,,,,,,,,24.90171
529455.626312330365181,127921.429133862257004,,,,,,,,,31.17581
524724.234908133745193,128961.337270334362984,,,,,,,,,34.78469
529288.9498031437397,129046.581364825367928,,,,,,,,,22.39859
525324.062007874250412,129499.830052495002747,,,,,,,,,24.13748
525037.835958003997803,129613.835301831364632,,,,,,,,,21.91390
529846.154855638742447,130705.028543308377266,,,,,,,,,24.81906
517291.715879261493683,132170.463910758495331,,,,,,,,,16.78323
526763.16174541413784,132038.093175858259201,,,,,,,,,33.25067
525914.532808393239975,132090.417650923132896,,,,,,,,,31.88402
526627.672244101762772,132313.230314955115318,,,,,,,,,21.32521
525832.753937005996704,132694.056430444121361,,,,,,,,,26.85256
521841.184055119752884,133562.090551182627678,,,,,,,,,24.56853
528209.88484251499176,133644.562335953116417,,,,,,,,,28.35542
525879.534448817372322,133998.359908133745193,,,,,,,,,22.85199
525983.836942255496979,134014.992782145738602,,,,,,,,,22.69554
525798.102034121751785,134042.021325454115868,,,,,,,,,21.21588
527209.479986876249313,134074.247703418135643,,,,,,,,,23.46270
527355.018700793385506,134089.494750648736954,,,,,,,,,28.66247
507064.855314955115318,137262.58333332836628,,,,,,,,,27.13867
521928.507217854261398,138306.649606302380562,,,,,,,,,24.90318
517436.561351701617241,139109.537729665637016,,,,,,,,,28.74533
508651.919291332364082,139899.604330703616142,,,,,,,,,9.94388
516401.158136487007141,139725.997703418135643,,,,,,,,,16.90387
516033.499671921133995,140464.779527559876442,,,,,,,,,21.44476
531132.09251968562603,140526.113517060875893,,,,,,,,,31.25202
530819.531167984008789,141636.365485563874245,,,,,,,,,32.86335
530450.486548557877541,141752.796259835362434,,,,,,,,,22.57335
530482.366469815373421,142643.700459316372871,,,,,,,,,21.65583
515153.684055119752884,146010.840551182627678,,,,,,,,,13.69544
524614.387795269489288,146128.311023622751236,,,,,,,,,28.18287
527340.811351701617241,146402.755249351263046,,,,,,,,,14.02547
530733.247375324368477,146737.494094491004944,,,,,,,,,25.96295
524024.609908133745193,148761.520669296383858,,,,,,,,,18.29544
520085.018044620752335,149358.575459316372871,,,,,,,,,23.66751
530833.738517060875893,150113.297244101762772,,,,,,,,,25.57219
511496.159776896238327,151012.864501312375069,,,,,,,,,15.06905
534903.622047245502472,127793.909448817372322,,,,,,,,,19.30554
532462.731299206614494,132811.180446192622185,,,,,,,,,24.86191
533304.429790019989014,133777.626312330365181,,,,,,,,,30.82642
534594.525918632745743,134519.873031497001648,,,,,,,,,30.28808
533696.344488188624382,143443.816601052880287,,,,,,,,,34.61684
534290.627296581864357,143837.810367450118065,,,,,,,,,23.75788
544704.262467190623283,144558.919619426131248,,,,,,,,,24.93700
722739.929790019989014,748544.906167984008789,,,,16.63039,,,,,
722165.398622050881386,745778.286089241504669,,,,28.27068,,,,,
721239.149278208613396,741678.255249351263046,,,,12.80519,,,,,
721599.184055119752884,719263.228018373250961,,,,8.04881,,,,,
748671.793963253498077,711986.296587929129601,,,,6.12672,,,,,
730445.506889760494232,597405.816272959113121,,,,29.31617,,,,,
753109.335958003997803,586486.261154860258102,,,,17.52073,,,,,
751533.707020998001099,585798.764435693621635,,,,16.02397,,,,,
750237.720144361257553,586246.815616801381111,,,,19.77953,,,,,
803445.948490813374519,586758.626312330365181,,,,18.46543,,,,,
718964.241797894239426,618131.209645673632622,,,,18.30096,,,,,
695924.437992125749588,568257.201771646738052,,,,,,,,,19.03696
706236.196194231510162,544046.85170604288578,,,,,,,,,17.88880
666284.804133862257004,554346.135170608758926,,,,,,,,,7.72145
664946.195209980010986,550704.55085301399231,,,,,,,,,17.64666
665018.271653547883034,550375.702755898237228,,,,,,,,,12.51788
665090.001312330365181,550045.122047245502472,,,,,,,,,13.79796
664733.084973752498627,549074.171587929129601,,,,,,,,,20.90592
666570.683398947119713,544925.627624675631523,,,,,,,,,14.42268
667046.456036746501923,544420.054133862257004,,,,,,,,,22.34164
667192.687992125749588,543842.750984251499176,,,,,,,,,19.64379
650105.067257210612297,520221.485564306378365,,,,,,,,,16.49747
651155.71751968562603,519867.688320204615593,,,,,,,,,24.64798
655187.137467190623283,520475.48523622751236,,,,,,,,,9.57328
661986.216863512992859,520677.160104990005493,,,,,,,,,20.37288
691674.363845139741898,476970.524934381246567,,,,,,,,,13.21266
677584.838582679629326,452354.745734915137291,,,,,,,,,22.49478
703401.658136487007141,445430.572506561875343,,,,,,,,,17.63480
692553.13976377248764,443959.246391072869301,,,,,,,,,22.43130
719707.875,435277.520669296383858,,,,,,,,,11.48620
657762.824475064873695,427666.543635174632072,,,,,,,,,31.23100
667182.638779520988464,417148.952427819371223,,,,,,,,,17.20090
671914.030183732509613,424698.941929131746292,,,,,,,,,12.51788
681735.461614176630974,411222.41174541413784,,,,,,,,,12.21421
692532.001968502998352,408274.908136487007141,,,,,,,,,19.96842
691982.420603677630424,414430.845472440123558,,,,,,,,,15.14077
722498.404855638742447,440921.30085301399231,,,,,,,,,50.28816
744614.73162730038166,457682.845472440123558,,,,,,,,,11.30401
743958.075131237506866,457620.818241477012634,,,,,,,,,15.60978
738804.275262460112572,457696.706364825367928,,,,,,,,,12.21421
764725.05085301399231,456910.104658797383308,,,,,,,,,21.04383
739592.609580054879189,467494.228018373250961,,,,,,,,,16.92637
739892.696194231510162,469284.353018373250961,,,,,,,,,25.37751
730153.390091866254807,488158.979986876249313,,,,,,,,,7.66710
746120.016732290387154,480308.903871387243271,,,,,,,,,20.62435
758389.962270334362984,480098.91240157186985,,,,,,,,,22.97204
744644.185695543885231,496393.69422572851181,,,,,,,,,17.49167
719869.007217854261398,722106.775262460112572,,,,26.48247,,,,,
721955.753608927130699,721575.212926506996155,,,,18.69212,,,,,
728471.726049870252609,728386.420603677630424,,,,11.20455,,,,,
729811.374343827366829,728892.340551182627678,,,,8.36506,,,,,
730799.304461941123009,728082.521981626749039,,,,16.02397,,,,,
731940.396325454115868,727190.924540683627129,,,,17.41977,,,,,
742304.479002624750137,732482.986220479011536,,,,11.20455,,,,,
742688.770341202616692,732316.656496062874794,,,,20.98470,,,,,
725392.197834640741348,709086.612860888242722,,,,22.18387,,,,,
722553.155183732509613,707927.155183732509613,,,,14.85790,,,,,
739295.641404196619987,712948.237532809376717,,,,13.16467,,,,,
740118.974081367254257,716972.727034121751785,,,,25.91935,,,,,
732939.415026247501373,719060.859908133745193,,,,20.99981,,,,,
747426.399278208613396,713946.563320204615593,,,,8.33734,,,,,
750534.688320204615593,695781.956692919135094,,,,2.06971,,,,,
763511.189304456114769,699904.511482939124107,,,,29.62397,,,,,
765827.33267717063427,704351.756233602762222,,,,29.17145,,,,,
763676.133202105760574,674586.681758522987366,,,,16.27826,,,,,
775636.635826766490936,650389.152887135744095,,,,8.81703,,,,,
752911.126312330365181,615094.303477689623833,,,,0.00000,,,,,
769394.415026247501373,616696.614501312375069,,,,21.12016,,,,,
756716.961286082863808,608839.261482939124107,,,,9.50058,,,,,
763725.339238852262497,611182.086614176630974,,,,7.14222,,,,,
764902.469488188624382,604849.077427819371223,,,,6.76609,,,,,
748251.464566931128502,597595.016404196619987,,,,25.97323,,,,,
748983.66240157186985,597664.66732282936573,,,,20.48722,,,,,
733842.101049870252609,598033.01837269961834,,,,7.37981,,,,,
734230.550524935126305,586793.971456691622734,,,,14.85790,,,,,
717389.65255905687809,588309.30577427148819,,,,13.70789,,,,,
700533.854330703616142,583345.398950129747391,,,,32.64775,,,,,
719025.922572180628777,564069.154855638742447,,,,,,,,,6.18487
720526.35662730038166,559369.296587929129601,,,,,,,,,17.03090
789101.038057744503021,575085.38910761475563,,,,,,,,,18.17261
806312.366469815373421,564705.020013123750687,,,,,,,,,20.67068
810891.635170608758926,571229.655183732509613,,,,,,,,,7.69130
816103.650590553879738,568515.706364825367928,,,,,,,,,17.02346
691614.06922572851181,572206.842847764492035,,,,,,,,,18.54243
683622.266076117753983,576557.75492125749588,,,,,,,,,10.71151
665757.746391072869301,553457.656496062874794,,,,,,,,,24.77460
678144.815944880247116,555546.48228345811367,,,,,,,,,9.81892
645726.780183732509613,522208.434383198618889,,,,,,,,,14.43479
644817.510498687624931,522327.983923882246017,,,,,,,,,16.35228
643908.240485563874245,522447.533792644739151,,,,,,,,,12.06659
650582.226049870252609,519778.286089241504669,,,,,,,,,34.03357
693014.358595803380013,540213.294947504997253,,,,,,,,,11.73830
691790.10170604288578,541986.094160109758377,,,,,,,,,11.46261
697476.503608927130699,527845.284120738506317,,,,,,,,,8.06246
707792.419947504997253,542868.335301831364632,,,,,,,,,34.79114
