,X,Y,Long,Lat,Northeast,North,Center,West,SouthEast,Northwest,East,South,SouthWest,X_new,Y_new
318,-123.43810446,45.6206135936,560669.5387,1424371.584,,,,,,43.70284,,,,-2111022.46851,2821612.49707
319,-123.469898659,45.6158716139,552476.5,1422936.145,,,,,,41.03362,,,,-2113550.35155,2821814.14443
320,-123.467004963,45.6133393145,553183.1773,1421986.549,,,,,,37.19553,,,,-2113414.1363,2821480.10157
321,-123.469622068,45.6121821008,552498.5838,1421589.043,,,,,,38.4777,,,,-2113646.51688,2821415.06237
322,-123.474474968,45.6192094459,551350.2334,1424194.915,,,,,,36.5497,,,,-2113786.86201,2822271.39858
323,-123.471233252,45.6216552017,552211.4962,1425056.178,,,,,,36.35244,,,,-2113466.97994,2822459.76416
324,-123.462537572,45.6104226343,554287.3604,1420882.365,,,,,,44.71432,,,,-2113172.37277,2821070.12738
325,-123.467457763,45.6036925668,552940.257,1418475.246,,,,,,38.3684,,,,-2113753.50346,2820462.77741
326,-123.379723523,45.6151013078,575528.6789,1421833.522,,,,,,33.5365,,,,-2106829.91048,2819729.77806
327,-123.376992621,45.6140171893,576213.2724,1421413.933,,,,,,46.18347,,,,-2106659.83978,2819553.74737
328,-123.38359362,45.6130668497,574512.8304,1421126.845,,,,,,24.9365,,,,-2107183.65847,2819598.85509
329,-123.392908345,45.6111400737,572105.7113,1420508.503,,,,,,28.35016,,,,-2107941.33104,2819600.17528
330,-123.396084819,45.6090617406,571266.5321,1419779.742,,,,,,33.73133,,,,-2108244.61079,2819449.24273
331,-123.389100091,45.6092345241,573055.3087,1419779.742,,,,,,21.19886,,,,-2107716.61694,2819312.71685
332,-123.393403644,45.607249603,571929.042,1419095.148,,,,,,17.75829,,,,-2108101.26792,2819196.7252
333,-123.393703281,45.6200887476,572017.3766,1423776.885,,,,,,30.97402,,,,-2107718.14898,2820571.05803
334,-123.402840774,45.6231951417,569720.6758,1424991.486,,,,,,46.59213,,,,-2108303.46441,2821104.64047
335,-123.406503779,45.6221952181,568771.0783,1424660.23,,,,,,42.11998,,,,-2108609.02757,2821079.3994
336,-123.413077146,45.6223952642,567092.72,1424792.733,,,,,,34.26482,,,,-2109094.34426,2821246.57521
337,-123.393172722,45.6353115845,572348.6316,1429319.884,,,,,,44.38118,,,,-2107197.66364,2822180.84226
338,-123.394782496,45.6329691045,571906.9583,1428480.705,,,,,,26.73739,,,,-2107392.03335,2821967.01947
339,-123.391648812,45.6290472512,572657.8027,1427023.183,,,,,,38.42572,,,,-2107281.54311,2821479.77493
340,-123.370375093,45.6129072798,577891.6307,1420950.176,,,,,,34.16537,,,,-2106199.80939,2819288.82832
341,-123.374841318,45.6124339895,576743.2803,1420817.674,,,,,,30.72277,,,,-2106548.87473,2819337.39991
342,-123.364316328,45.6108743719,579415.4034,1420155.164,,,,,,23.65218,,,,-2105810.67976,2818937.98795
343,-123.361790286,45.6191166929,580166.2479,1423136.459,,,,,,37.51606,,,,-2105361.64555,2819760.11179
344,-123.351034808,45.6076843712,582772.12,1418874.311,,,,,,9.66551,,,,-2104917.59727,2818303.89342
345,-123.365736898,45.604719324,578973.7301,1417924.713,,,,,,10.52066,,,,-2106111.18343,2818313.73483
346,-123.384544675,45.606195946,574181.5755,1418631.391,,,,,,35.27035,,,,-2107471.76119,2818887.99375
347,-123.402810256,45.6037441904,569477.7555,1417902.631,,,,,,34.39261,,,,-2108915.75631,2819032.01455
348,-123.405087907,45.6061115242,568925.664,1418785.977,,,,,,25.05947,,,,-2109011.35179,2819334.73706
349,-123.417840465,45.6175499322,565811.8676,1423070.208,,,,,,33.74424,,,,-2109603.77084,2820836.19749
350,-122.990425314,43.3210665927,649741.3528,582757.6679,,,,41.63864,,,,,,-2149298.85744,2565839.808
351,-122.988155383,43.3183889227,650315.528,581763.9031,,,,24.82901,,,,,,-2149206.75145,2565501.47696
352,-122.974240747,43.3151800624,653981.4159,580483.0508,,,,42.51078,,,,,,-2148228.91857,2564842.92616
353,-122.966678025,43.3069200647,655902.6945,577413.4218,,,,28.14428,,,,,27.46272,-2147901.08443,2563786.60669
354,-122.960823798,43.3038355327,657426.4671,576242.9877,,,,,,,,,25.28576,-2147543.77533,2563323.66653
355,-122.953508382,43.2995096035,659325.6621,574608.7968,,,,,,,,,31.24001,-2147111.94807,2562694.65456
356,-122.998886458,43.3208788326,647488.8193,582757.6679,,,,27.81965,,,,,,-2149960.28776,2566011.07329
357,-122.982557022,43.3255446894,651883.468,584325.608,,,,20.78498,,,,,,-2148549.15935,2566141.85454
358,-122.976267499,43.3240466417,653539.7426,583729.3491,,,,34.06172,,,,,,-2148108.71115,2565839.10761
359,-122.958828746,43.3138815004,658066.8933,579886.792,,,,38.89902,,,,,,-2147075.19998,2564355.43906
360,-122.951274619,43.3118641739,660054.4229,579091.7801,,,,27.45956,,,,,,-2146552.81338,2563968.54641
361,-122.948730566,43.3166479721,660783.1837,580814.3057,,,,33.99829,,,,,,-2146206.20847,2564423.8852
362,-122.947758611,43.3192757932,661070.2713,581763.9031,,,,33.15595,,,,,,-2146048.79951,2564683.62382
363,-122.937467663,43.3193781579,663808.6454,581719.7359,,,,19.33902,,,,,,-2145248.13073,2564462.2491
364,-122.942101167,43.3149129785,662527.7929,580129.7122,,,,36.06435,,,,,,-2145746.65089,2564088.20031
365,-122.945044138,43.3117573965,661710.6975,579003.4455,,,,27.78387,,,,,,-2146073.28861,2563816.3857
366,-122.948266596,43.307322629,660805.2674,577413.4218,,,,32.20766,,,,,32.19589,-2146461.56757,2563413.7709
367,-122.960795811,43.3274173641,657691.4711,584833.5322,,,,35.34428,,,,,,-2146804.60535,2565850.79131
368,-122.965412827,43.3306503317,656498.9533,586048.1335,,,,29.42276,,,,,,-2147061.27081,2566301.63059
369,-120.348295584,42.2562402118,1353421.27,184615.9314,,,,,,,,23.21934,,-1973937.83102,2393833.65861
370,-120.349694207,42.2515747311,1353045.602,182914.3789,,,,,,,,23.22098,,-1974180.94793,2393358.01204
371,-120.351008072,42.2481214342,1352692.034,181654.7881,,,,,,,,15.24004,,-1974383.00298,2393011.7382
372,-120.354198124,42.2446706184,1351830.208,180395.1972,,,,,,,,17.55824,,-1974733.78214,2392704.71988
373,-120.356893957,42.2430981472,1351100.972,179820.647,,,,,,,,8.58427,,-1974992.14157,2392590.63654
374,-120.360735861,42.2397086082,1350062.362,178583.1543,,,,,,,,20.19327,,-1975392.91653,2392303.82048
375,-120.360172767,42.2362528391,1350217.048,177323.5635,,,,,,,,25.06775,,-1975446.24119,2391918.2841
376,-120.347767384,42.2390247355,1353575.956,178340.0754,,,,,,,,28.55368,,-1974383.80969,2391960.34228
377,-120.348082806,42.2433894606,1353487.564,179931.1375,,,,,,,,25.59022,,-1974285.13348,2392439.06847
378,-120.344159778,42.2462329141,1354548.273,180969.7474,,,,,,,,24.28927,,-1973893.45305,2392665.18003
379,-120.335854244,42.2403412124,1356802.277,178826.2332,,,,,,,,31.46802,,-1973401.68699,2391855.31801
380,-120.340205421,42.2608962127,1355608.98,186317.484,,,,,,,,25.06775,,-1973164.45976,2394169.32778
381,-120.33823364,42.2659244504,1356139.335,188151.625,,,,,,,,8.66467,,-1972865.69054,2394672.34037
382,-120.335628547,42.2635565922,1356846.473,187289.7997,,,,,,,,15.00199,,-1972726.22435,2394362.10765
383,-120.345659839,42.2659956845,1354128.409,188173.7231,,,,,,,,20.1214,,-1973452.41773,2394834.23531
384,-120.328512032,42.2695467473,1358769.007,189477.5101,,,,,,,,10.59352,,-1971992.37966,2394862.42723
385,-120.325580722,42.2671781419,1359564.537,188615.6848,,,,,,,,19.65386,,-1971827.05032,2394545.36328
386,-120.328117464,42.2647574829,1358879.497,187731.7614,,,,,,,,16.38173,,-1972096.70864,2394336.1289
387,-120.329604167,42.2583951361,1358481.732,185411.4625,,,,,,,,24.89765,,-1972394.74411,2393678.68969
388,-120.319212788,42.2404364674,1361310.287,178870.4294,,,,,,,,27.35065,,-1972079.12685,2391520.17267
389,-120.324502378,42.2448699068,1359873.911,180483.5896,,,,,,,,22.42875,,-1972373.13977,2392109.58794
390,-120.326626561,42.2437821853,1359299.361,180085.8241,,,,,,,,12.48888,,-1972572.40074,2392036.00084
391,-120.334035211,42.2493095542,1357288.435,182096.7498,,,,,,,,28.15268,,-1973003.40985,2392787.76878
392,-120.010234014,42.1875507101,1445125.385,159932.0823,,,,,,,,36.61708,,-1949040.98691,2379421.62338
393,-120.015059014,42.1855111113,1443821.598,159180.7475,,,,,,,,19.86709,,-1949481.31692,2379299.73057
394,-120.019138765,42.1849228112,1442716.693,158959.7666,,,,,,,,22.44251,,-1949821.87172,2379319.72456
395,-120.017477178,42.188916129,1443158.656,160418.2402,,,,,,,,11.9271,,-1949578.20107,2379718.04936
396,-120.021037683,42.1922048296,1442186.34,161611.5368,,,,,,,,10.59352,,-1949769.05862,2380147.20802
397,-120.014814139,42.1958145475,1443865.794,162937.4219,,,,,,,,20.35964,,-1949173.76681,2380410.41385
398,-120.01291854,42.1984126446,1444374.05,163887.6395,,,,,,,,26.11968,,-1948950.55839,2380652.86963
399,-120.003942839,42.1994637565,1446804.84,164285.405,,,,,,,,25.19562,,-1948208.25189,2380582.65044
400,-120.006682128,42.2034766253,1446053.504,165743.8786,,,,,,,,24.58055,,-1948313.66289,2381073.34664
401,-120.01541188,42.2026666678,1443689.01,165434.5054,,,,,,,,26.6973,,-1949029.64926,2381164.64597
402,-120.029682057,42.2022434484,1439821.845,165257.7208,,,,,,,,23.22098,,-1950174.84081,2381411.57142
403,-120.029422098,42.1830880743,1439932.335,158274.726,,,,,,,,24.05642,,-1950690.12018,2379332.08662
404,-120.028759836,42.1844187689,1440109.12,158760.8839,,,,,,,,29.01411,,-1950600.27958,2379462.58286
405,-119.996731136,42.1842774003,1448793.666,158760.8839,,,,,,,,21.96221,,-1948059.74643,2378790.29884
406,-119.990388477,42.1825510913,1450517.318,158142.1375,,,,,,,,28.37229,,-1947604.05602,2378473.35192
407,-119.985600162,42.1801649106,1451821.105,157280.3122,,,,,,,,22.77605,,-1947290.25994,2378116.81928
408,-119.978769305,42.1784356575,1453677.344,156661.5658,,,,,,,,16.27979,,-1946795.79397,2377789.59726
409,-119.97550815,42.178602054,1454561.267,156727.8601,,,,,,,,25.65366,,-1946532.02268,2377740.81595
410,-119.978657803,42.1819507812,1453699.442,157943.2547,,,,,,,,19.67656,,-1946688.79061,2378167.99022
411,-119.970397946,42.1852452761,1455931.348,159158.6494,,,,,,,,26.41507,,-1945940.55227,2378355.61152
412,-119.970919595,42.1908849639,1455776.662,161213.7713,,,,,,,,24.86666,,-1945824.58734,2378977.06091
413,-119.967224833,42.1939585631,1456771.075,162340.7736,,,,,,,,28.60195,,-1945445.27887,2379234.28223
414,-119.964828087,42.1977051107,1457411.919,163710.8548,,,,,,,,25.76583,,-1945150.33008,2379590.9673
415,-119.966677027,42.1913494712,1456925.763,161390.5559,,,,,,,,29.32873,,-1945474.56972,2378940.50663
416,-119.963578696,42.191455691,1457765.49,161434.7521,,,,,,,,25.57751,,-1945225.45519,2378888.58667
417,-123.361012757,45.6444375291,580686.7863,1432357.554,,,,,,28.95444,,,,-2104504.66526,2822440.32821
418,-123.366140877,45.6415228263,579338.8031,1431341.041,,,,,,17.55204,,,,-2104980.10475,2822243.40979
419,-123.36369831,45.6393391476,579935.4514,1430523.412,,,,,,33.16383,,,,-2104866.34119,2821956.68824
420,-123.359291611,45.6498154326,581195.0423,1434302.185,,,,,,26.65826,,,,-2104206.31572,2822975.10552
421,-123.358685905,45.6532863846,581393.925,1435561.776,,,,,,37.90816,,,,-2104051.53894,2823331.44001
422,-123.359128481,45.6569742559,581327.6308,1436909.759,,,,,,42.081,,,,-2103968.30111,2823734.08783
423,-123.329324912,45.6504831739,588863.0777,1434280.087,,,,,,29.31951,,,,-2101944.45608,2822383.08049
424,-123.333693178,45.651408249,587758.1734,1434655.754,,,,,,26.81745,,,,-2102241.95729,2822578.25747
425,-123.321086665,45.6446793548,590896.1015,1432092.377,,,,,,24.13358,,,,-2101511.22466,2821582.5586
426,-123.320664709,45.6395963012,590940.2976,1430236.138,,,,,,28.83905,,,,-2101639.79198,2821031.67416
427,-123.319084643,45.6355719209,591293.867,1428755.566,,,,,,30.87193,,,,-2101648.3814,2820567.96358
428,-123.317903814,45.6449985836,591713.7306,1432180.769,,,,,,34.14524,,,,-2101263.12886,2821546.1898
429,-123.317038601,45.639683665,591868.4172,1430236.138,,,,,,29.67559,,,,-2101365.82786,2820960.79669
430,-123.313824433,45.6358198238,592641.8502,1428799.762,,,,,,25.37718,,,,-2101247.11323,2820478.05836
431,-123.315855326,45.6331637063,592089.398,1427849.544,,,,,,38.38387,,,,-2101482.68244,2820239.96904
432,-123.317966057,45.6321427388,591536.9459,1427495.975,,,,,,28.10501,,,,-2101672.72922,2820177.86717
433,-123.325486919,45.6480292981,589813.2953,1433351.968,,,,,,34.66314,,,,-2101734.7634,2822036.76798
434,-123.307412914,45.6567710272,594542.2854,1436379.405,,,,,,24.47742,,,,-2100107.84931,2822568.54138
435,-123.315260433,45.6545816297,592509.2616,1435650.169,,,,,,39.73194,,,,-2100763.61584,2822508.72915
436,-123.31175116,45.6588496643,593459.4793,1437174.936,,,,,,27.26048,,,,-2100366.79427,2822885.87535
437,-123.199991431,45.6206408902,621564.2963,1422289.887,,,,,,16.60302,,,,-2093207.05357,2816348.39168
438,-123.193902763,45.6179316112,623089.0642,1421251.277,,,,,,17.51377,,,,-2092836.32065,2815925.51674
439,-123.183231093,45.6225423608,625873.4227,1422842.338,,,,,,23.43903,,,,-2091893.0141,2816182.01999
440,-123.184618581,45.6282098268,625586.1477,1424919.558,,,,,,17.63775,,,,-2091819.18254,2816816.66145
441,-123.187225002,45.6322122434,624967.4014,1426400.131,,,,,,15.80409,,,,-2091888.75397,2817300.64666
442,-123.204357933,45.6326662751,620591.9806,1426709.504,,,,,,16.16336,,,,-2093156.58776,2817726.28724
443,-123.177504175,45.618308172,627287.7003,1421251.277,,,,,,11.99783,,,,-2091597.09124,2815604.62984
444,-123.174605351,45.6172831416,628016.9371,1420853.512,,,,,,12.10578,,,,-2091412.23462,2815431.56836
445,-123.170431696,45.6167115725,629077.6451,1420610.433,,,,,,10.262,,,,-2091117.73287,2815278.7969
446,-123.166213872,45.6170503245,630160.4513,1420698.825,,,,,,18.2622,,,,-2090791.39463,2815222.10526
447,-123.185010969,45.6106784306,625276.7746,1418533.213,,,,,,27.10041,,,,-2092398.18215,2814956.58856
448,-123.192896616,45.6130436348,623287.9469,1419461.333,,,,,,8.83031,,,,-2092914.30261,2815382.34682
449,-123.188219069,45.6201844786,624569.6358,1422024.71,,,,,,21.67199,,,,-2092340.26703,2816040.49818
450,-123.723693955,45.0655123159,479697.259,1224874.52,,,,,,15.27144,,,,-2150122.26876,2768877.26312
451,-123.745220652,45.0662456091,474150.6397,1225360.679,,,,,,18.54551,,,,-2151720.61095,2769442.62175
452,-123.762374074,45.0607285184,469642.6304,1223526.537,,,,,,27.21454,,,,-2153189.64245,2769243.29055
453,-123.763407873,45.0562709217,469311.1592,1221913.378,,,,,,29.4003,,,,-2153410.36837,2768791.76448
454,-123.743668664,45.0506986235,474327.4244,1219681.47,,,,,,22.61272,,,,-2152101.53803,2767750.87396
455,-123.707392507,45.0586248672,483807.5027,1222200.652,,,,,,20.18229,,,,-2149114.31118,2767774.57894
456,-123.704221812,45.060107887,484647.23,1222708.909,,,,,,22.16608,,,,-2148827.96044,2767860.92222
457,-123.748074549,45.0790261645,473598.1876,1230045.473,,,,,,18.15278,,,,-2151526.30207,2770869.00948
458,-123.757554702,45.0755447675,471101.104,1228874.274,,,,,,10.29749,,,,-2152351.88449,2770712.74587
459,-123.76907799,45.0734001661,468095.7645,1228211.331,,,,,,27.71174,,,,-2153288.57533,2770745.29182
460,-120.610666503,44.3146847265,1283375.987,934859.7526,,,12.51505,,,,,,,-1935877.71838,2621477.91216
461,-120.599347238,44.3125124443,1286337.131,934064.2216,,,28.36492,,,,,,,-1935069.29237,2621013.35627
462,-120.596081092,44.3291278035,1287198.956,940119.0968,,,21.65449,,,,,,,-1934344.2132,2622736.88019
463,-120.585438893,44.3294393964,1289983.314,940229.5872,,,34.60541,,,,,,,-1933517.13987,2622553.87966
464,-120.578010313,44.3327793361,1291927.946,941444.9819,,,30.24361,,,,,,,-1932850.81285,2622762.59498
465,-120.622389958,44.3077609657,1280304.354,932340.571,,,18.58768,,,,,,,-1936976.85926,2620970.90226
466,-120.603309191,44.3086286174,1285298.522,932649.9442,,,27.74097,,,,,,,-1935484.77112,2620675.61872
467,-120.596462831,44.3043298696,1287088.466,931080.9801,,,18.47384,,,,,,,-1935080.88366,2620073.0711
468,-120.583809728,44.312342998,1290403.179,933997.9273,,,29.99134,,,,,,,-1933879.28397,2620678.82272
469,-120.621771334,44.335287568,1280481.139,942373.1014,,,29.18337,,,,,,,-1936143.35244,2623923.60439
470,-120.626078349,44.3347372351,1279354.137,942174.2187,,,26.38765,,,,,,,-1936490.13739,2623952.07775
471,-120.634430147,44.3298773481,1277166.426,940406.3719,,,17.95119,,,,,,,-1937270.93888,2623598.78792
472,-123.559954869,45.8590376069,532750.0882,1512400.722,,,,,,31.38114,,,,-2112560.93217,2849701.41914
473,-123.554946786,45.8546206049,533965.4828,1510743.365,,,,,,35.41071,,,,-2112328.08803,2849120.12304
474,-123.559607881,45.8671712586,532948.971,1515361.865,,,,,,8.53249,,,,-2112276.83533,2850559.11477
475,-123.51971342,45.8594727739,543003.5995,1512179.742,,,,,,30.72277,,,,-2109549.26978,2848853.80535
476,-123.523272826,45.8595024717,542097.578,1512223.938,,,,,,20.48201,,,,-2109813.50645,2848935.98229
477,-123.51361862,45.8590836346,544550.4654,1511980.858,,,,,,32.92236,,,,-2109107.53129,2848677.1171
478,-123.515378644,45.8562494631,544064.3075,1510964.347,,,,,,34.03408,,,,-2109328.50587,2848414.58105
479,-123.506585235,45.8556866991,546296.2141,1510677.071,,,,,,30.60664,,,,-2108691.17216,2848159.54707
480,-123.503360006,45.8554054362,547113.8432,1510544.483,,,,,,35.5437,,,,-2108459.77683,2848058.05468
481,-123.497185425,45.8551387576,548682.8073,1510389.797,,,,,,38.05363,,,,-2108008.156,2847892.69653
482,-123.495973516,45.8535326667,548970.0824,1509793.148,,,,,,31.51366,,,,-2107968.73625,2847694.8908
483,-123.492995772,45.8530022897,549721.4173,1509572.168,,,,,,36.69302,,,,-2107763.65423,2847572.3991
484,-123.497903972,45.8423274175,548329.2378,1505727.101,,,,,,36.83649,,,,-2108467.59526,2846545.20987
485,-123.502546287,45.8431788928,547158.0394,1506080.669,,,,,,34.93404,,,,-2108786.58128,2846738.83268
486,-123.526034161,45.8411207908,541147.3604,1505550.316,,,,,,48.95605,,,,-2110602.1858,2847041.23019
487,-123.509893153,45.833347069,545155.1552,1502565.84,,,,,,36.32533,,,,-2109645.72929,2845855.5549
488,-123.509209135,45.8285747263,545265.6456,1500820.091,,,,,,11.98285,,,,-2109746.01652,2845332.47543
489,-123.505813152,45.8266608935,546105.3729,1500090.854,,,,,,11.17322,,,,-2109553.54068,2845053.4057
490,-123.503801978,45.8213768031,546547.3345,1498146.223,,,,,,21.95473,,,,-2109571.08604,2844446.38532
491,-123.480680395,45.8236638953,552469.6213,1498764.969,,,,,,14.64141,,,,-2107774.94408,2844176.76664
492,-123.470905513,45.8107907691,554790.5991,1493982.794,,,,,,33.79576,,,,-2107453.71441,2842589.76978
493,-123.471852427,45.8073108137,554503.324,1492723.203,,,,,,15.24593,,,,-2107634.48798,2842240.3504
494,-123.466899453,45.8037376388,555718.7187,1491375.22,,,,,,22.33831,,,,-2107378.23556,2841750.16301
495,-123.464606796,45.8013097024,556271.1708,1490469.198,,,,,,19.15584,,,,-2107284.1009,2841440.87664
496,-123.461727995,45.8009579843,557000.4076,1490314.512,,,,,,15.97422,,,,-2107080.53201,2841339.60475
497,-123.499029454,45.8064374998,547564.5254,1492656.909,,,,,,35.49666,,,,-2109688.68621,2842750.41771
498,-123.495058781,45.80344668,548536.8411,1491529.906,,,,,,24.43958,,,,-2109487.36901,2842343.94341
499,-123.48767442,45.79981512,550370.9822,1490137.727,,,,,,24.1413,,,,-2109051.74446,2841793.50701
500,-123.517976954,45.8073462667,542747.1429,1493165.165,,,,,,20.44878,,,,-2111072.6558,2843267.90228
501,-123.504837417,45.7998012577,545995.5614,1490292.414,,,,,,12.06868,,,,-2110332.08763,2842173.04192
502,-123.51509375,45.8234272676,543697.3606,1498999.058,,,,,,24.38188,,,,-2110347.83627,2844915.31403
503,-123.463179609,45.8257193414,556956.2114,1499352.628,,,,,,27.4026,,,,-2106405.17168,2844007.51613
504,-123.466535495,45.8252101683,556094.3861,1499197.942,,,,,,24.7473,,,,-2106671.47404,2844027.70691
505,-123.45876247,45.8258307592,558083.2137,1499352.628,,,,,,22.69411,,,,-2106072.33679,2843921.4778
506,-123.404954042,45.7783427522,571181.7243,1481554.564,,,,,,33.99093,,,,-2103560.21614,2837674.20233
507,-123.416064642,45.7804316481,568375.2676,1482416.389,,,,,,22.26721,,,,-2104323.25831,2838142.58979
508,-123.417570526,45.7776658063,567955.404,1481421.976,,,,,,28.59289,,,,-2104523.01515,2837881.45602
509,-123.434182652,45.7720977074,563646.2774,1479543.639,,,,,,25.81178,,,,-2105938.5744,2837656.63015
510,-123.410228138,45.7661464287,569679.0546,1477157.046,,,,,,33.08075,,,,-2104339.05542,2836492.35796
511,-123.407809254,45.764569392,570275.7029,1476560.398,,,,,,26.55083,,,,-2104208.34748,2836270.87987
512,-123.40044583,45.7645698661,572154.0401,1476494.102,,,,,,32.61107,,,,-2103658.76761,2836107.91199
513,-123.397690371,45.7631828457,572839.0807,1475963.749,,,,,,39.5619,,,,-2103496.9114,2835899.22865
514,-123.397863524,45.7683321992,572861.1788,1477842.085,,,,,,28.10017,,,,-2103347.22962,2836451.36681
515,-123.400395439,45.7721499797,572264.5305,1479256.364,,,,,,33.0709,,,,-2103415.62324,2836913.91852
516,-123.381661835,45.7717629652,577037.7168,1478946.99,,,,,,36.55621,,,,-2102029.76745,2836458.20556
517,-123.384397407,45.771028781,576330.5781,1478703.912,,,,,,34.37276,,,,-2102257.09916,2836440.53796
518,-123.404966312,45.7717336915,571093.332,1479145.872,,,,,,29.95396,,,,-2103769.87901,2836970.77123
519,-123.325867643,45.7698939314,591245.289,1477770.921,,,,,,14.88904,,,,-2097924.26459,2835026.26434
520,-123.298546966,45.7656988066,598161.9895,1476003.075,,,,,,20.13242,,,,-2096016.78606,2833976.59989
521,-123.289213881,45.7661636821,600548.5826,1476091.466,,,,,,23.82791,,,,-2095305.3661,2833820.30394
522,-123.319934807,45.7584565972,592615.3702,1473550.186,,,,,,28.83905,,,,-2097841.56319,2833677.15314
523,-123.295843359,45.756426502,598736.5397,1472599.97,,,,,,23.14756,,,,-2096106.68312,2832929.32759
524,-123.349910527,45.7760419846,585190.4137,1480223.808,,,,,,37.89287,,,,-2099525.11019,2836211.98756
525,-123.357337857,45.7755581252,583289.9785,1480113.318,,,,,,38.07666,,,,-2100094.69332,2836324.57114
526,-123.359667463,45.7736218282,582671.2321,1479428.277,,,,,,29.89214,,,,-2100329.61796,2836169.85669
527,-123.342683517,45.7788244208,587068.751,1481174.026,,,,,,8.36278,,,,-2098898.03368,2836348.66183
528,-123.337842778,45.7773046595,588284.1456,1480577.378,,,,,,5.22232,,,,-2098584.64032,2836079.90892
529,-123.327096696,45.7755027951,591002.21,1479826.043,,,,,,2.92493,,,,-2097839.34135,2835650.75211
530,-123.344930019,45.7647039386,586317.4161,1476047.27,,,,,,7.36515,,,,-2099510.74527,2834894.50057
531,-123.348238564,45.7545590538,585345.1003,1472378.989,,,,,,3.69785,,,,-2100077.51508,2833887.18169
532,-123.353041381,45.7623241882,584218.098,1475251.74,,,,,,3.92148,,,,-2100191.26323,2834820.29194
533,-123.34022328,45.7553598021,587400.2222,1472599.97,,,,,,6.12503,,,,-2099453.86252,2833795.36416
534,-123.286481325,45.7616209018,601189.4271,1474412.012,,,,,,11.20153,,,,-2095244.23928,2833276.17156
535,-123.232431019,45.6847236397,614045.5125,1445920.571,,,,,,34.35537,,,,-2093622.49691,2823892.44419
536,-123.237088281,45.6826140794,612830.1178,1445191.335,,,,,,31.82783,,,,-2094036.93881,2823770.26581
537,-123.215951372,45.6819542938,618222.0505,1444771.472,,,,,,10.72609,,,,-2092477.2886,2823234.38449
538,-123.218163511,45.6811754063,617647.5003,1444506.294,,,,,,36.31872,,,,-2092667.13545,2823200.09287
539,-123.241720353,45.6908726537,611747.3116,1448240.871,,,,,,19.00565,,,,-2094123.85634,2824752.33013
540,-123.249087545,45.685728271,609802.6801,1446428.828,,,,,,40.67077,,,,-2094836.20682,2824366.54987
541,-123.247462048,45.6806734764,610156.2495,1444572.588,,,,,,34.69887,,,,-2094873.48862,2823792.11264
542,-123.180941607,45.693552979,627304.3633,1448704.931,,,,,,26.65826,,,,-2089495.92375,2823700.13108
543,-123.18497958,45.6910959664,626243.6552,1447843.105,,,,,,31.01163,,,,-2089874.84025,2823527.07228
544,-123.176811226,45.6958906965,628387.1694,1449522.56,,,,,,33.71669,,,,-2089113.85568,2823858.46248
545,-123.179114705,45.6970505906,627812.6192,1449964.522,,,,,,12.21633,,,,-2089249.72348,2824032.71477
546,-121.249967744,44.7385299792,1117493.068,1090219.048,,,26.37553,,,,,,,-1972594.10054,2680224.08413
547,-121.253596126,44.7362631454,1116542.851,1089401.419,,,26.67057,,,,,,,-1972937.14112,2680055.86182
548,-121.258704759,44.7301063945,1115194.868,1087169.513,,,28.26795,,,,,,,-1973506.87948,2679500.47146
549,-121.243445195,44.7339647054,1119172.523,1088539.594,,,0.0,,,,,,,-1972230.02685,2679598.21908
550,-121.235949777,44.7195838862,1121072.959,1083280.25,,,9.60131,,,,,,,-1972078.48988,2677897.54373
551,-121.234625705,44.715712275,1121404.429,1081865.972,,,10.11726,,,,,,,-1972090.59559,2677454.07326
552,-121.253753552,44.7154673982,1116432.361,1081821.776,,,14.3658,,,,,,,-1973557.26177,2677824.84343
553,-121.243665825,44.7111679077,1119039.935,1080230.713,,,38.91333,,,,,,,-1972913.22951,2677153.43034
554,-121.26586037,44.7179944378,1113294.433,1082771.993,,,28.84832,,,,,,,-1974407.07379,2678347.82513
555,-121.22015741,44.7076797832,1125139.006,1078904.828,,,22.60106,,,,,,,-1971221.16309,2676290.79915
556,-121.215258775,44.7103172418,1126420.695,1079855.047,,,32.72109,,,,,,,-1970770.29834,2676472.60845
557,-121.214088569,44.7119614081,1126730.068,1080451.695,,,35.15258,,,,,,,-1970632.98704,2676625.01604
558,-121.2221554,44.7387076975,1124719.142,1090219.048,,,26.70625,,,,,,,-1970467.42298,2679666.19186
559,-121.256648886,44.742123831,1115769.418,1091544.933,,,7.16525,,,,,,,-1972998.60337,2680748.88811
560,-121.261945961,44.7373601056,1114377.239,1089821.283,,,8.15012,,,,,,,-1973541.94996,2680347.08791
561,-123.195251657,43.2641225105,594583.5689,563735.9178,,,,,,,,,25.76316,-2166958.42648,2564389.60927
562,-123.197771588,43.2610894299,593876.4301,562653.1115,,,,,,,,,19.77122,-2167249.31781,2564122.1619
563,-123.199271766,43.2575348212,593434.4685,561371.4227,,,,,,,,,15.37882,-2167477.63536,2563775.59748
564,-123.199776878,43.2540041189,593257.6838,560089.7338,,,,,,,,,25.43602,-2167628.08909,2563408.90009
565,-123.191294499,43.259182242,595577.9827,561901.7767,,,,,,,,,13.06076,-2166807.46238,2563770.16107
566,-123.187821285,43.2650285612,596572.3965,564001.0948,,,,,,,,,13.15888,-2166354.05605,2564317.26421
