X,Y,Long,Lat,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
-123.961082747563452,45.087007766459294,418748.1098000000,1235199.9970000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.956742865122195,45.086230209530378,419855.9939000000,1234869.5750000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.95295763101997,45.08274118354651,420779.2306000000,1233557.6080000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.937868855111105,45.080415231376698,424637.3884000000,1232546.9060000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.959902335389557,45.079198799882647,418932.7571000000,1232342.8230000001,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.965300781110855,45.076262553847819,417494.4515000000,1231332.1210000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.9951969841606,45.089985601062416,409991.9381000000,1236657.7400000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-124.003416114999737,45.083867350259275,407776.1700000000,1234519.7180000001,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.914460268177663,45.067207139100489,430478.0755000000,1227483.6820000000,Sheet 1 and 2,Tiao,Olivine-augite-phyric basalt,intr.E.ytg.chb.nd.nd.bas,intrusive rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.974482905882624,45.073639476242192,415084.3176000000,1230476.9120000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.939990098597178,45.111808720014643,424569.3604000000,1244004.7600000000,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.942944424370154,45.100621868421435,423636.4054000000,1239961.9550000001,Sheet 1 and 2,Tchb,Basalt of Cascade Head,vol.E.ytg.chb.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Cascade Head,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.876412482731368,45.083690502390212,440546.2152000000,1233081.4120000000,Sheet 1 and 2,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.862542769493842,45.127357428015841,444777.1662000000,1248840.5770000000,Sheet 1 and 2,Tid,Diabase sill,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.819945126659789,45.141934723704203,455976.4540000000,1253703.4260000000,Sheet 1 and 2,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.859837572260915,45.169507494949407,446103.3976000000,1264165.9190000000,Sheet 1 and 2,Tidb,Intrusive Depoe Bay Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.789035169555888,45.120971352337875,463639.1246000000,1245746.0370000000,Sheet 1 and 2,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.740192037283364,45.136505043076724,476459.3619000000,1250903.6040000001,na,Tn,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.7593158429748,45.202308827282671,472480.6676000000,1275070.4870000000,Sheet 1 and 2,Tidb,Intrusive Depoe Bay Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.822424334654713,45.195260835322429,456123.8130000000,1273154.8210000000,Sheet 1 and 2,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.701056651362862,45.162671342539113,486921.8545000000,1260039.8650000000,na,Tn,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.680805065117042,45.147857500152242,491932.0622000000,1254440.2200000000,na,Tn,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.704210790257946,45.126583320223247,485595.6230000000,1246924.9090000000,na,Ti,Tertiary intrusive rocks,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.690462449609811,45.219592330700955,490458.4717000000,1280670.1320000000,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.724884250852043,45.221068367569451,481616.9287000000,1281554.2870000000,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.740028181814068,45.236017636799474,477932.9524000000,1287153.9290000000,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.634614593360666,45.213428327667074,504752.2995000000,1277870.3100000001,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.682119302939739,45.338736942467023,494289.8070000000,1323993.6930000000,na,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.66687894261797,45.343197324467475,498268.5013000000,1325467.2830000001,na,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.935606403654631,45.270849674552345,428125.5936000000,1301889.8350000000,na,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-123.94853084663184,45.382113998862764,426504.6440000000,1342560.9330000000,na,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-123.855099615428443,45.562405005971968,453176.6320000000,1407251.5560000001,na,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.894819901435781,45.591591388372798,443450.9347000000,1418303.4850000001,na,Tn,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.649199275358185,45.460965724740582,504457.5814000000,1368201.4080000001,na,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.592878888320939,45.536075972407907,519930.2817000000,1395020.7540000000,na,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.557036287984531,45.598082596077731,529950.6970000000,1417271.9700000000,na,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.532172810010934,45.596303861368334,536287.1361000000,1416387.8170000000,na,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.535223231034905,45.544867843096597,534813.5457000000,1397673.2180000001,na,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,no data,no data,no data,no data,no data,no data,volcanic
-123.847978376028735,45.58849369667859,455387.0178000000,1416682.5340000000,na,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.693674082050265,45.73515771927331,496942.2699000000,1468552.9210000001,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.715561418461419,45.734154800399985,491342.6260000000,1468405.5610000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.741210570897877,45.728191170751394,484711.4687000000,1466489.8940000001,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.760559424644228,45.723206050520524,479701.2610000000,1464868.9450000001,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.672833769343555,45.755133453487453,502541.9138000000,1475626.1550000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.69814475368122,45.753232561193222,496058.1156000000,1475184.0780000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.718059862154817,45.747835041241764,490900.5488000000,1473415.7690000001,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.621460788287592,45.745190603715891,515509.5102000000,1471500.1020000000,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.818422717638711,45.705405223117658,464670.6379000000,1458974.5830000001,na,Tsf,"Tillamook Volcanics, subaerial dacite, rhyodacite, rhyolite",vol.E.ytg.tlv.nd.nd.fel,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,felsic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.610119899944848,45.781074960175026,518898.7683000000,1484467.6980000001,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.495138675658495,45.659530577824491,546602.2696000000,1439081.1110000000,na,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.503018204470308,45.64477172377169,544391.8839000000,1433776.1850000001,na,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.645491002714138,45.698854568570567,508730.9939000000,1454848.5290000001,na,Tsf,"Tillamook Volcanics, subaerial dacite, rhyodacite, rhyolite",vol.E.ytg.tlv.nd.nd.fel,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,felsic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.619181112342829,45.703197573705367,515509.5102000000,1456174.7600000000,na,Tsf,"Tillamook Volcanics, subaerial dacite, rhyodacite, rhyolite",vol.E.ytg.tlv.nd.nd.fel,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,felsic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.679541321150438,45.719771466599532,500331.5280000000,1462805.9180000001,na,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.572366555352573,45.84231532075551,529361.2608000000,1506424.1960000000,Plate 1,Tcm,Cole Mountain basalt,inv.E.gbg.nd.nd.nd.bas,invasive extrusive rocks,Eocene,Goble Group,No data,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.590178216999178,45.829313732110094,524645.7713000000,1501856.0660000001,Plate 1,Th,Hamlet formation,srm.E.nhg.hmt.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Hamlet Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.865817439096418,45.834673619523144,454502.8635000000,1506571.5560000001,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.906076227467707,45.83068166900037,444187.7300000000,1505540.0410000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.914065679618375,45.8191265232972,441977.3443000000,1501413.9890000001,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.90172554245737,45.815845321825435,445071.8843000000,1500087.7570000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.853852810413798,45.818032026869204,457302.6854000000,1500382.4760000000,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.824703151499548,45.814008904333576,464670.6379000000,1498614.1660000000,Plate 1,Tsc2,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.800349125375419,45.772640880176745,470270.2818000000,1483288.8250000000,Plate 1,Tsc1,"Smuggler Cove formation, lower member",srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.876044126346628,45.674235606015074,449492.6558000000,1448217.3720000000,na,Tn,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.493483119994522,45.782896728766737,548665.2964000000,1484025.6210000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.520306217537765,45.787465379128662,541886.7801000000,1485941.2890000001,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.539052845795055,45.792237498159608,537171.2905000000,1487856.9560000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.547652674918112,45.834468665698317,535550.3409000000,1503329.6560000000,Plate 1,Ttv,Tillamook Volcanics,vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.784014810921022,45.931608847266261,476754.0800000000,1541053.5730000001,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.776863469120769,45.938277717303613,478669.7477000000,1543411.3180000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.778947294950285,45.924067807263064,477932.9524000000,1538253.7500000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.859346930533576,45.97112891335037,458186.8397000000,1556231.5560000001,Plate 1,Tfsp,"Wanapum Basalt, Frenchman Springs Member pillow palagonite complexes",mvl.M.cr.wp.fs.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.710777273451228,45.927566273983878,495321.3203000000,1538843.1880000001,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.700048124762219,45.922198186022705,497973.7832000000,1536780.1610000001,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.70300503313463,45.892197254261909,496794.9108000000,1525875.5910000000,Plate 1,Tscg,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.sds,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.747551413769813,45.881270409150005,485300.9049000000,1522338.9730000000,Plate 1,Tsc2,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
-123.793976936886793,45.873103957653491,473364.8219000000,1519833.8700000001,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.858974749839518,45.866006582739203,456713.2492000000,1517918.2030000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.577762188755599,46.104556573042579,531571.6466000000,1602060.2200000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.464594507729458,45.939689555001834,558096.2756000001,1540906.2130000000,Plate 1,Ts,Sager Creek formation,srm.O.ypb.sag.nd.nd.trb,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.491968036751459,45.909079301095687,550728.3231000000,1530001.6450000000,Plate 1,Th,Hamlet formation,srm.E.nhg.hmt.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Hamlet Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.571225776914602,45.907439730487475,530540.1332000000,1530149.0040000000,Plate 1,Ts,Sager Creek formation,srm.O.ypb.sag.nd.nd.trb,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.544896246949961,45.869715630259627,536729.2132000000,1516149.8940000001,Plate 1,Th,Hamlet formation,srm.E.nhg.hmt.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Hamlet Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.535958578491005,46.050661755865761,541444.7029000000,1582019.3890000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.494842048286586,46.096988890477121,552496.6317000000,1598523.6020000000,Plate 1,Tgr,Grande Ronde Basalt subaerial basalt flows,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.459976628459728,46.085741913799829,561190.8156000000,1594102.8310000000,Plate 1,Tgr,Grande Ronde Basalt subaerial basalt flows,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.563999589835149,46.140488028905452,535550.3409000000,1615027.8160000001,Plate 1,Tgr,Grande Ronde Basalt subaerial basalt flows,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.568040521220283,46.154927681490875,534723.1491000000,1620329.8850000000,Plate 1,Tac2,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.sms,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.486785253670547,46.187334490972198,555738.5307000000,1631384.6710000001,Plate 1,Tg3,Gnat Creek formation,srm.M.wgg.gnt.nd.nd.sms,marine sedimentary rocks,Miocene,Whalecove-Gnat Creek Group,Gnat Creek Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
