X,Y,Long,Lat,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
-123.37301869898883,43.108074660242131,545272.7132000000,508501.9021000000,na,KJdm,"Dothan Formation, mudstone matrix melange",mge.JK.six.nd.nd.nd.mds,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,mudstone,no data,no data,no data,no data,no data,no data,tectonic
-123.383630576083902,43.106944234411429,542426.1586000000,508189.4754000000,na,KJdm,"Dothan Formation, mudstone matrix melange",mge.JK.six.nd.nd.nd.mds,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,mudstone,no data,no data,no data,no data,no data,no data,tectonic
-123.388195378093783,43.104491668897516,541176.4516000000,507338.9803000000,na,KJdm,"Dothan Formation, mudstone matrix melange",mge.JK.six.nd.nd.nd.mds,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,mudstone,no data,no data,no data,no data,no data,no data,tectonic
-123.367268395931831,43.107507226786588,546800.1329000000,508241.5465000000,na,KJdm,"Dothan Formation, mudstone matrix melange",mge.JK.six.nd.nd.nd.mds,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,mudstone,no data,no data,no data,no data,no data,no data,tectonic
-123.36761651671253,43.116170934738662,546817.4900000000,511400.5280000000,na,KJda,"Dothan Formation, turbidite sandstone broken formation",mge.JK.six.nd.nd.nd.trb,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,tectonic
-123.359628807767578,43.11370662355889,548917.6919000000,510428.5337000000,na,KJda,"Dothan Formation, turbidite sandstone broken formation",mge.JK.six.nd.nd.nd.trb,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,tectonic
-123.3477944708617,43.115151726774293,552094.0305000000,510845.1027000000,na,KJda,"Dothan Formation, turbidite sandstone broken formation",mge.JK.six.nd.nd.nd.trb,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,tectonic
-123.353470137453186,43.118247605395801,550618.6820000000,512025.3814000000,na,KJda,"Dothan Formation, turbidite sandstone broken formation",mge.JK.six.nd.nd.nd.trb,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,tectonic
-123.349247691462779,43.106013362697375,551590.6763000001,507529.9078000000,na,KJdm,"Dothan Formation, mudstone matrix melange",mge.JK.six.nd.nd.nd.mds,melange rocks,Jurassic/Cretaceous,Sixes River Terrane,No data,No data,no data,mudstone,no data,no data,no data,no data,no data,no data,tectonic
-123.225193714855436,43.684367689989323,591695.6282000000,717075.5129000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.233166493656782,43.69742163909072,589746.4590000000,721900.5056000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.23322671164766,43.701367770748725,589778.4126000000,723338.4173000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.224023716196456,43.698431688845176,592174.9321000000,722188.0880000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.219787115969808,43.703621601474282,593357.2151000000,724041.3964000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.216489025233003,43.705543036881082,594251.9157000000,724712.4219000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.240373396057933,43.706896961732852,587957.0577000000,725415.4010000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.219736040467239,43.683972726851941,593133.5399000000,716883.7913000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.222510978659756,43.675923096433316,592302.7465000000,713976.0143000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.153354729516167,43.688970705534665,610739.9703000000,718129.9815000000,Plate 1,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.192948473503506,43.709088386463939,600514.8202000000,725798.8441000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.156853720764019,43.694239578224789,609877.2233000000,720079.1507000000,Plate 1,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.169741826751647,43.695866010263011,606490.1422000000,720782.1298000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.175756881164418,43.695197554305075,604892.4626000000,720590.4081000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.248069582674091,43.695481526590278,585784.2132000000,721325.3409000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.249323571760314,43.704311251624254,585560.5381000000,724552.6539000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.199666727772637,43.740019494038663,599110.2387000000,737124.0002000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.206709876454312,43.73792139779458,597224.9766000001,736421.0211000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.206470752783275,43.732663725827123,597224.9766000001,734503.8055000000,Plate 1,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.192417427277022,43.75896478960734,601251.1295000000,743962.0694000000,na,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.219285163138451,43.758936836683432,594157.4316000000,744185.7445000000,na,Ts,Spencer Formation,srm.E.ccg.spn.nd.nd.dsd,marine sedimentary rocks,Eocene,Coaledo-Cowlitz Group,Spencer Formation,No data,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.160517399090281,43.735770786434891,609399.2960000000,735238.7382000000,Plate 1,Ti,Intrusive rocks,intr.EO.ewc.nd.nd.nd.maf,intrusive rocks,Eocene/Oligocene,Early Western Cascade Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,plutonic
-123.160615938037012,43.740680877226978,609431.2496000000,737028.1394000000,Plate 1,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.153235323378226,43.74067865903239,611380.4188000000,736964.2322000000,Plate 1,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.151095198220574,43.746957004232449,612019.4907000000,739232.9374000001,Plate 1,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.143976188335827,43.728351191049747,613681.0776000000,732394.8683000000,Plate 1,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.17315596738014,43.734332637947844,606044.1686000000,734823.3414000000,Plate 1,Tf,Fisher Formation,vlc.EO.ewc.cst.nd.nd.mix,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-123.069111680065774,44.708730525990653,644636.1949000000,1088914.2200000000,na,Teoe,Eugene Formation,Tms,marine sedimentary rocks,Eocene/Oligocene,no data,Eugene Formation,no data,Teoe,sandstone,no data,sedimentary rocks,conglomerate/sandstone,stratified,sand to pebble grains,jointed,sedimentary
-123.070849361865243,44.706045178541778,644154.0827000000,1087949.9960000000,na,Tvsh,Volcanics of Scravel Hill,Twcl,volcanic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,no data,Volcanics at Scravel Hill,Tvsh,ashflow tuff,no data,volcanic rocks,basaltic andesite,no data,no data,jointed,volcanic
-123.04516787117258,44.700661288020569,650765.9079000000,1085780.4900000000,na,Teoe,Eugene Formation,Tms,marine sedimentary rocks,Eocene/Oligocene,no data,Eugene Formation,no data,Teoe,sandstone,no data,sedimentary rocks,conglomerate/sandstone,stratified,sand to pebble grains,jointed,sedimentary
-123.051353537490954,44.699673646381761,649147.3881000000,1085470.5610000000,na,Teoi,Mafic intrusions,Ti,intrusive rocks,Eocene/Oligocene,Early Western Cascade Volcanics,no data,no data,Teoi,mafic composition lithologies,no data,intrusive rocks,mixed lithologies,no data,fine to coarse crystals,jointed,plutonic
-123.045460317316966,44.692148114529573,650593.7249000000,1082681.1960000000,na,Teoe,Eugene Formation,Tms,marine sedimentary rocks,Eocene/Oligocene,no data,Eugene Formation,no data,Teoe,sandstone,no data,sedimentary rocks,conglomerate/sandstone,stratified,sand to pebble grains,jointed,sedimentary
-123.017043171648581,44.693812943892304,657997.5917000000,1083060.0000000000,na,Teoa,"Andesite, basaltic andesite, basalt, and dacite lavas",Twcl,volcanic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,no data,no data,Teoa,volcanic rocks,no data,lava flows,mixed lithologies,no data,fine to coarse crystals,jointed,no data
-123.02880492300018,44.693082469509484,654932.7352000000,1082887.8170000000,na,Teoe,Eugene Formation,Tms,marine sedimentary rocks,Eocene/Oligocene,no data,Eugene Formation,no data,Teoe,sandstone,no data,sedimentary rocks,conglomerate/sandstone,stratified,sand to pebble grains,jointed,sedimentary
-123.102054503667432,44.722263062835815,636233.6671000000,1094114.1450000000,na,Ha,Alluvium,Ha,sediments,Quaternary,Quaternary surficial deposits,no data,no data,Ha,mixed grained sediments,no data,sediments,alluvium,no data,clay to gravel grains,no data,surficial sediments
-123.058672694635888,44.736751541793637,647666.6148000000,1099038.5770000000,na,Ha,Alluvium,Ha,sediments,Quaternary,Quaternary surficial deposits,no data,no data,Ha,mixed grained sediments,no data,sediments,alluvium,no data,clay to gravel grains,no data,surficial sediments
-122.724553848796162,45.432524987199358,741310.0083000000,1350071.8970000001,na,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.721840733087035,45.427363484485141,741955.3507000000,1348171.7220000001,na,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-122.77926881264078,45.456059147763973,727506.8508000000,1359034.9870000000,na,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.77952505610196,45.434217304210186,727220.0320000000,1351075.7630000000,na,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.766971119145282,45.473905740107796,730841.1200000000,1365452.5580000000,na,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.755461915615939,45.472751740866677,733781.0133000000,1364950.6250000000,na,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.766659465733682,45.462403387060107,730805.2677000000,1361257.8330000001,na,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-122.762053581669377,45.451869605226562,731880.8384000000,1357385.7770000000,na,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-123.963290298050907,45.777469159126532,428795.0846000000,1486760.4970000000,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.946011143316255,45.765267709331297,433013.9675000000,1482129.1010000000,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
-123.946404691007245,45.763249212127597,432882.7134000000,1481397.8280000000,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.938032860840536,45.767097181654833,435076.5325000000,1482710.3700000001,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.932200848277034,45.767937021059183,436576.5798000000,1482954.1270000001,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.930702407909166,45.768701304073289,436970.3422000000,1483216.6350000000,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.937424450788811,45.758161060920649,435095.2831000000,1479447.7670000000,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.94006196122173,45.754327124599349,434364.0101000000,1478078.9730000000,Plate 1,Tac,"Astoria Formation, Cannon Beach member",srm.M.asg.ast.cnn.nd.trb,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
-123.944394596329573,45.754251352077787,433257.7252000000,1478097.7230000000,Plate 1,Taa,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
-123.933240134465194,45.753343555918285,436089.0644000000,1477647.7100000000,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-123.926311769980501,45.754266714449258,437870.3706000000,1477910.2180000001,Plate 1,Tgrp,Grande Ronde Basalt subaerial basalt flows,mvl.M.cr.gr.nd.nd.bas,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
-121.131794696051813,45.582809000752569,1150562.5310000000,1397757.4990000001,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.139640367936821,45.577109950924452,1148537.4690000000,1395694.9330000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.143435126772474,45.575957846427173,1147562.4380000001,1395282.4210000001,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.148236258678139,45.573154538170627,1146324.8990000000,1394269.8890000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.157720031745441,45.570119083982249,1143887.3210000000,1393182.3540000001,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.164273380838722,45.56699669493716,1142199.7690000001,1392057.3180000000,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-121.16819670879481,45.564403217311629,1141187.2370000000,1391119.7890000001,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-121.171684081352751,45.562120642948223,1140287.2090000000,1390294.7630000000,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
-121.167380187032734,45.557105892971464,1141374.7430000000,1388457.2060000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.155581022302684,45.575170460147667,1144449.8400000001,1395019.9120000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.151062508101447,45.577046900482671,1145612.3750000000,1395694.9330000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.15263397504313,45.586499742237045,1145237.3650000000,1399145.0410000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.113812238042087,45.558325115634752,1155100.1750000000,1388794.7160000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.127651052780791,45.551978078148672,1151537.5630000001,1386507.1440000001,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.120361092907487,45.554690972639158,1153412.6220000000,1387482.1750000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.081513951968702,45.549337121878402,1163350.4350000001,1385457.1110000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.091435918243533,45.589087831548326,1160912.8580000000,1399970.0680000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.171228945756454,45.573333313023042,1140437.2130000000,1394382.3920000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.175274727333075,45.568682015479212,1139387.1790000000,1392694.8380000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.167759932862865,45.577261253954305,1141337.2420000001,1395807.4360000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.15588888862726,45.589361139100248,1144412.3380000000,1400195.0750000000,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-121.135839646465399,45.591014517412177,1149550.0000000000,1400757.5930000001,na,Tdl,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
-118.615396894392518,45.616069877616965,1794579.7270000000,1414798.8650000000,na,Tcgs,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,,basalt,,,basalt,,,,
-118.610855316009093,45.615996619102049,1795742.2640000000,1414798.8650000000,na,Tcgw,Winter Water unit,vol.M.cr.gr.wtw.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Winter Water,,basalt,,,,,,,
-118.601740048364206,45.607928374235961,1798142.3410000000,1411911.2740000000,na,Tcgs,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,,basalt,,,basalt,,,,
-118.597703585652667,45.61033158069155,1799154.8720000000,1412811.3010000000,na,Tcgs,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,,basalt,,,basalt,,,,
-118.603387097051055,45.61577290265592,1797654.8250000000,1414761.3640000001,na,Tcgs,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,,basalt,,,basalt,,,,
-118.578307570816307,45.60301955806959,1804180.0310000000,1410261.2220000001,na,Tcwf,Frenchman Springs basalt,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,,basalt,,,basalt,,,,
-118.569340256313481,45.59947723222443,1806505.1040000001,1409023.6830000000,na,Tcwf,Frenchman Springs basalt,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,,basalt,,,basalt,,,,
-118.569931364440237,45.603704557176741,1806317.5980000000,1410561.2300000000,na,Tcwf,Frenchman Springs basalt,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,,basalt,,,basalt,,,,
-118.584093459054699,45.614121221589826,1802604.9800000000,1414273.8480000000,na,Tcwf,Frenchman Springs basalt,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,,basalt,,,basalt,,,,
