,UNIQUE_ID,DATE,X_1,Y_1,X,Y
164,LS_376,7/18/07 0:00,1450148.695,159416.5151,442005.3364,48590.15536
165,LS_377,7/18/07 0:00,1451932.571,158433.8459,442549.0618,48290.63778
166,LS_379,7/18/07 0:00,1454492.193,157863.7133,443329.2346,48116.86135
167,LS_384,7/7/08 0:00,582837.6014,1431006.026,177648.9066,436170.6507
168,LS_385,7/7/08 0:00,583171.9454,1431485.46,177750.8146,436316.7822
169,LS_386,7/8/08 0:00,583773.5129,1431933.509,177934.1724,436453.3475
170,LS_387,7/8/08 0:00,584896.186,1431888.974,178276.3632,436439.7732
171,LS_388,7/8/08 0:00,585757.8854,1433080.738,178539.0092,436803.0229
172,LS_389,7/8/08 0:00,585980.731,1432973.859,178606.9325,436770.4462
173,LS_390,7/8/08 0:00,586752.697,1432865.542,178842.2278,436737.4312
174,LS_391,7/8/08 0:00,587504.6604,1433456.147,179071.4262,436917.4476
175,LS_392,7/8/08 0:00,588078.6186,1433484.602,179246.3687,436926.1207
176,LS_393,7/8/08 0:00,594182.3248,1434809.571,181106.7784,437329.9712
177,LS_394,7/8/08 0:00,594340.0595,1435173.056,181154.8559,437440.7615
178,LS_395,7/8/08 0:00,620536.7435,1422157.346,189139.6055,433473.5729
179,LS_396,7/8/08 0:00,620629.4131,1421923.004,189167.8512,433402.1455
180,LS_397,7/8/08 0:00,621262.6318,1421200.292,189360.8562,433181.8629
181,LS_398,7/8/08 0:00,627424.3661,1419748.938,191238.9529,432739.4902
182,LS_399,7/8/08 0:00,627676.6417,1419752.457,191315.8465,432740.5627
183,LS_400,7/8/08 0:00,627939.3651,1419649.943,191395.9246,432709.3165
184,LS_401,7/8/08 0:00,628140.0677,1419662.755,191457.0988,432713.2216
185,LS_402,7/8/08 0:00,628478.0442,1419630.877,191560.114,432703.5052
186,LS_403,7/9/08 0:00,629822.3918,1419424.221,191969.8712,432640.5164
187,LS_404,7/9/08 0:00,632193.4592,1418087.404,192692.5725,432233.0546
188,LS_405,7/9/08 0:00,633148.4889,1418278.86,192983.6656,432291.4104
189,LS_406,7/9/08 0:00,633809.7816,1418233.747,193185.2276,432277.6599
190,LS_407,7/9/08 0:00,634402.2607,1418174.838,193365.8152,432259.7045
191,LS_408,8/21/07 0:00,474685.2361,1223858.839,144684.0646,373032.1861
192,LS_409,7/25/06 0:00,477829.9909,1224300.01,145642.5859,373166.655
193,LS_410,8/21/07 0:00,489630.0725,1221967.043,149239.2509,372455.5666
194,LS_411,6/27/07 0:00,1285663.193,936981.1996,391870.1538,285591.8788
195,LS_412,6/27/07 0:00,1341830.539,1002967.744,408989.9614,305704.5782
196,LS_413,6/27/07 0:00,1341802.115,1002960.634,408981.2977,305702.411
197,LS_414,6/27/07 0:00,1342725.83,1003610.084,409262.8461,305900.3634
198,LS_461,7/9/08 0:00,535145.5476,1511669.625,163112.3681,460756.9164
199,LS_462,7/9/08 0:00,538193.1205,1510066.18,164041.2684,460268.1864
200,LS_463,7/9/08 0:00,540296.6046,1508887.177,164682.4104,459908.8263
201,LS_464,7/9/08 0:00,540738.7396,1508588.405,164817.1731,459817.7606
202,LS_465,7/9/08 0:00,541431.6488,1508053.657,165028.3718,459654.7694
203,LS_466,7/9/08 0:00,542064.8734,1506504.099,165221.3787,459182.4641
204,LS_468,7/15/08 0:00,546492.1109,1501726.159,166570.8007,457726.1479
205,LS_469,7/15/08 0:00,547375.4647,1501284.916,166840.047,457591.657
206,LS_470,7/15/08 0:00,547829.066,1501017.778,166978.3047,457510.2334
207,LS_471,7/15/08 0:00,547983.1258,1500952.457,167025.2621,457490.3235
208,LS_472,7/15/08 0:00,548724.3017,1500544.771,167251.1725,457366.0608
209,LS_473,7/15/08 0:00,549015.1956,1500255.645,167339.837,457277.9352
210,LS_474,7/15/08 0:00,548988.3663,1498210.518,167331.6594,456654.5805
211,LS_475,7/15/08 0:00,548994.1225,1498052.171,167333.4139,456606.3163
212,LS_476,7/15/08 0:00,549048.3345,1497756.013,167349.9377,456516.0474
213,LS_477,7/15/08 0:00,549070.0298,1497439.309,167356.5504,456419.516
214,LS_478,7/15/08 0:00,549145.473,1497008.751,167379.5455,456288.2819
215,LS_479,7/15/08 0:00,549498.1206,1495905.376,167487.0325,455951.9732
216,LS_480,7/15/08 0:00,551713.58,1494112.065,168162.3046,455405.372
217,LS_481,7/17/08 0:00,558584.5492,1486736.778,170256.576,453157.3844
218,LS_482,7/17/08 0:00,560075.2902,1486448.982,170710.9539,453069.6642
219,LS_483,7/17/08 0:00,564796.6276,1483291.464,172150.0176,452107.2527
220,LS_484,7/17/08 0:00,571148.6012,1480074.041,174086.0992,451126.5821
221,LS_485,7/17/08 0:00,573526.8055,1479434.729,174810.9759,450931.7198
222,LS_486,7/17/08 0:00,576178.3455,1479338.255,175619.1653,450902.3146
223,LS_487,7/17/08 0:00,576852.8079,1479498.348,175824.7415,450951.1109
224,LS_488,7/17/08 0:00,584076.6498,1481784.164,178026.5686,451647.8276
225,LS_489,7/17/08 0:00,593134.7072,1478190.831,180787.4645,450552.5797
226,LS_491,7/21/08 0:00,603685.2291,1469940.617,184003.2637,448037.9144
227,LS_492,7/21/08 0:00,603685.7265,1469703.068,184003.4153,447965.5095
228,LS_493,7/21/08 0:00,603710.4094,1469542.342,184010.9387,447916.5202
229,LS_494,7/21/08 0:00,603742.7408,1469286.723,184020.7933,447838.6075
230,LS_495,8/11/08 0:00,604042.521,1468947.793,184112.1663,447735.3016
231,LS_496,7/21/08 0:00,604320.0996,1468231.298,184196.7723,447516.914
232,LS_497,7/21/08 0:00,604711.257,1467758.191,184315.997,447372.7109
233,LS_498,7/21/08 0:00,605163.8759,1467639.29,184453.9553,447336.4699
234,LS_499,7/21/08 0:00,605693.1186,1467660.474,184615.2685,447342.9268
235,LS_500,7/21/08 0:00,606798.44,1465356.175,184952.1704,446640.5764
236,LS_501,7/21/08 0:00,611148.6735,1461819.306,186278.1216,445562.5387
237,LS_502,7/21/08 0:00,612407.4523,1460674.409,186661.7974,445213.5741
238,LS_503,7/21/08 0:00,612829.8636,1459196.683,186790.5484,444763.1632
239,LS_504,8/11/08 0:00,613997.8098,1454556.768,187146.5384,443348.9171
240,LS_505,8/11/08 0:00,614216.146,1454636.431,187213.0873,443373.1984
241,LS_506,8/11/08 0:00,614287.2731,1454643.59,187234.7668,443375.3804
242,LS_507,8/11/08 0:00,614408.1126,1454556.015,187271.5987,443348.6876
243,LS_508,8/11/08 0:00,615474.1111,1452621.737,187596.5151,442759.1196
244,LS_509,8/11/08 0:00,616462.4295,1452557.179,187897.7545,442739.4423
245,LS_510,8/11/08 0:00,617711.1739,1451734.906,188278.3718,442488.8135
246,LS_511,8/11/08 0:00,618614.7584,1449895.225,188553.7844,441928.0787
247,LS_512,8/11/08 0:00,618741.3717,1449588.903,188592.3761,441834.7118
248,LS_513,8/11/08 0:00,619026.3574,1448726.094,188679.2398,441571.7276
249,LS_514,8/11/08 0:00,619129.5275,1447716.277,188710.686,441263.9354
250,LS_515,8/11/08 0:00,619962.5842,1447142.316,188964.6017,441088.992
251,LS_516,8/11/08 0:00,644373.8112,1428196.26,196405.1439,435314.234
252,LS_517,10/12/07 0:00,745226.9305,1377179.985,227145.1757,419764.4729
253,LS_518,10/12/07 0:00,746115.5599,1378058.244,227416.0299,420032.1662
254,LS_521,10/12/07 0:00,747813.6483,1379500.798,227933.6073,420471.8567
255,LS_528,7/19/07 0:00,1449482.466,462710.5373,441802.2698,141034.1763
256,LS_529,7/19/07 0:00,1423495.5,379432.2778,433881.4423,115650.962
257,LS_530,7/19/07 0:00,1397158.293,318229.664,425853.8613,96996.40469
258,LS_531,7/19/07 0:00,1391533.203,293237.8071,424139.3338,89378.88646
259,LS_547,8/14/07 0:00,1122387.833,1085003.934,342103.8224,330709.2097
260,LS_549,8/14/07 0:00,1129600.882,1084067.482,344302.3599,330423.7791
261,LS_551,8/14/07 0:00,1129865.488,1083841.168,344383.0118,330354.7986
262,LS_554,8/22/07 0:00,584871.5205,851166.6698,178268.8452,259435.6093
263,LS_555,8/28/07 0:00,757472.7172,1299464.324,230877.6916,396076.7386
264,LS_556,10/9/08 0:00,580640.469,545215.8911,176979.2206,166181.8089
265,LS_557,10/9/08 0:00,580842.9642,545407.1299,177040.9412,166240.0985
266,LS_558,10/9/08 0:00,581016.9001,545667.2957,177093.9568,166319.3971
267,LS_559,10/9/08 0:00,583735.7155,549455.749,177922.6518,167474.1177
268,LS_560,10/9/08 0:00,584784.4273,551538.4888,178242.2991,168108.9368
269,LS_561,10/9/08 0:00,586324.168,556552.4566,178711.6121,169637.1942
270,LS_562,10/9/08 0:00,586990.8695,557994.5204,178914.8227,170076.7353
271,LS_563,10/9/08 0:00,587026.506,558369.6303,178925.6848,170191.0688
272,LS_564,10/9/08 0:00,588546.6821,559906.0798,179389.0344,170659.3786
273,LS_565,10/9/08 0:00,588618.366,560049.688,179410.8837,170703.1504
274,LS_566,10/9/08 0:00,588805.6416,560190.6809,179467.9653,170746.125
275,LS_567,10/9/08 0:00,590884.3665,563874.3972,180101.5607,171868.9218
276,LS_568,10/9/08 0:00,591177.1425,563936.7226,180190.7988,171887.9185
277,LS_569,10/9/08 0:00,592119.6269,565658.4291,180478.0681,172412.6947
278,LS_570,10/9/08 0:00,599924.9028,574407.6508,182857.1162,175079.4576
279,LS_571,10/9/08 0:00,600556.8339,575490.579,183049.7288,175409.5341
280,LS_572,10/9/08 0:00,601365.0654,576470.2575,183296.0778,175708.1401
281,LS_573,10/9/08 0:00,605604.7514,577215.2341,184588.3341,175935.209
282,LS_574,10/9/08 0:00,617580.265,574539.9436,188238.4708,175119.7804
283,LS_575,10/6/08 0:00,618902.6864,574475.2498,188641.5449,175100.0617
284,LS_576,10/6/08 0:00,619107.8413,574623.4973,188704.0761,175145.2476
285,LS_578,10/6/08 0:00,619412.9712,574685.0572,188797.0797,175164.011
286,LS_579,10/6/08 0:00,627930.664,579367.9436,191393.2725,176591.3549
287,LS_580,10/6/08 0:00,630786.7786,582176.8266,192263.8163,177447.5024
288,LS_581,10/6/08 0:00,635216.7282,584238.7277,193614.065,178075.9699
289,LS_583,10/6/08 0:00,638906.0203,583562.8224,194738.5612,177869.954
290,LS_584,10/6/08 0:00,639550.3877,583658.2933,194934.9644,177899.0535
291,LS_585,9/24/08 0:00,663998.3697,574530.9895,202386.7096,175117.0512
292,LS_586,9/24/08 0:00,664222.0449,574433.2046,202454.8858,175087.2464
293,LS_588,9/24/08 0:00,672814.8506,574249.9528,205073.973,175031.3912
294,LS_589,9/24/08 0:00,673174.5312,574274.7578,205183.6037,175038.9518
295,LS_590,9/24/08 0:00,674233.1962,574852.5136,205506.2848,175215.0518
296,LS_591,9/24/08 0:00,675167.6723,574883.8715,205791.1131,175224.6096
297,LS_593,9/23/08 0:00,678334.9855,573806.9891,206756.5102,174896.3759
298,LS_594,9/23/08 0:00,678673.1257,573689.7635,206859.5753,174860.6455
299,LS_595,9/23/08 0:00,678796.0484,573703.3426,206897.0422,174864.7844
300,LS_597,9/23/08 0:00,679705.6208,573964.3178,207174.2798,174944.3297
301,LS_598,9/23/08 0:00,680097.2367,574081.6601,207293.6444,174980.0956
302,LS_599,9/23/08 0:00,680383.699,574160.8131,207380.9581,175004.2214
303,LS_600,9/23/08 0:00,680710.8607,574174.0268,207480.677,175008.249
304,LS_601,9/23/08 0:00,680959.1649,574253.4118,207556.3601,175032.4455
305,LS_602,9/23/08 0:00,681342.9574,574574.2407,207673.3401,175130.2342
306,LS_603,9/23/08 0:00,681412.9935,574665.5258,207694.6871,175158.0579
307,LS_604,9/23/08 0:00,681603.6628,575032.6608,207752.8031,175269.9606
308,LS_605,9/23/08 0:00,683148.5629,575796.8508,208223.6886,175502.8857
309,LS_606,9/23/08 0:00,683379.669,575823.7106,208294.1298,175511.0726
310,LS_607,9/23/08 0:00,683687.7923,575886.0715,208388.0458,175530.0802
311,LS_608,9/23/08 0:00,683904.2716,575853.4776,208454.0287,175520.1456
312,LS_609,9/23/08 0:00,684027.6476,575822.3057,208491.6337,175510.6444
313,LS_610,9/23/08 0:00,685042.5871,576393.0996,208800.9872,175684.6224
314,LS_612,9/23/08 0:00,685403.6194,576403.0982,208911.0299,175687.67
315,LS_614,9/23/08 0:00,686358.3127,576499.8612,209202.0204,175717.1633
316,LS_615,9/23/08 0:00,686421.6606,576608.6648,209221.3288,175750.3267
317,LS_617,9/23/08 0:00,687394.8925,578263.1313,209517.9699,176254.6081
318,LS_618,9/23/08 0:00,687478.1226,578320.8704,209543.3385,176272.2069
319,LS_619,9/23/08 0:00,689102.3466,578619.9603,210038.402,176363.3695
320,LS_620,9/23/08 0:00,689774.795,578598.5151,210243.3642,176356.833
321,LS_621,9/23/08 0:00,690024.8488,578618.1149,210319.5806,176362.8071
322,LS_622,9/23/08 0:00,690784.2044,578696.0742,210551.0322,176386.5691
323,LS_623,9/22/08 0:00,692281.9539,579481.6749,211007.5463,176626.0202
324,LS_624,9/22/08 0:00,692912.0463,580550.1511,211199.5985,176951.6917
325,LS_626,9/22/08 0:00,693580.3155,580565.6848,211403.2869,176956.4264
326,LS_627,9/22/08 0:00,693776.5864,580642.4202,211463.1103,176979.8153
327,LS_629,9/22/08 0:00,694090.8959,580761.5079,211558.9118,177016.1133
328,LS_631,9/22/08 0:00,695718.142,581429.9103,212054.8965,177219.8423
329,LS_632,9/22/08 0:00,695966.186,581575.9546,212130.5003,177264.3566
330,LS_635,9/22/08 0:00,698106.2495,581570.1235,212782.7917,177262.5793
331,LS_638,9/22/08 0:00,699170.1076,582934.0396,213107.0556,177678.301
332,LS_641,9/9/08 0:00,701651.4784,582870.1363,213863.3775,177658.8232
333,LS_643,9/9/08 0:00,702605.3254,584448.2099,214154.11,178139.8201
334,LS_649,9/9/08 0:00,707381.0038,586926.1556,215609.7369,178895.098
335,LS_650,9/9/08 0:00,710497.6777,588347.238,216559.6991,179328.2439
336,LS_651,9/9/08 0:00,712997.499,589416.3477,217321.6446,179654.1085
337,LS_656,9/10/08 0:00,722074.4025,586441.5401,220088.2849,178747.3871
338,LS_658,9/10/08 0:00,722646.3803,586296.556,220262.6238,178703.196
339,LS_660,9/10/08 0:00,724926.4246,585250.5258,220957.5813,178384.366
340,LS_661,9/10/08 0:00,725026.8121,585180.2922,220988.1794,178362.9588
341,LS_667,9/10/08 0:00,728478.6133,581636.6333,222040.2884,177282.8515
342,LS_668,9/10/08 0:00,728639.3325,580719.3938,222089.2757,177003.2769
343,LS_669,9/10/08 0:00,728879.3507,580285.7578,222162.4332,176871.1046
344,LS_672,9/10/08 0:00,731785.4321,576411.1009,223048.2068,175690.1092
345,LS_679,9/11/08 0:00,737163.755,572752.5868,224687.5197,174574.994
346,LS_683,9/11/08 0:00,741825.0067,571700.9702,226108.2693,174254.4613
347,LS_684,9/11/08 0:00,743562.1564,571658.0814,226637.7525,174241.3888
348,LS_685,9/11/08 0:00,743894.7264,571312.1098,226739.1199,174135.9366
349,LS_687,9/11/08 0:00,744943.3348,570685.329,227058.7357,173944.8938
350,LS_691,9/11/08 0:00,746800.9832,570947.1074,227624.947,174024.6839
351,LS_692,9/11/08 0:00,747502.7856,570451.7263,227838.8563,173873.6917
352,LS_701,10/8/08 0:00,772705.9353,572580.7573,235520.7766,174522.6204
353,LS_702,10/8/08 0:00,773254.0587,572966.9781,235687.8446,174640.3405
354,LS_704,10/8/08 0:00,776520.9939,573032.3988,236683.6065,174660.2807
355,LS_705,10/8/08 0:00,777815.4034,573408.6077,237078.1425,174774.9492
356,LS_706,10/8/08 0:00,778031.7575,573405.3715,237144.0873,174773.9628
357,LS_707,10/8/08 0:00,778979.1792,572713.0297,237432.8614,174562.937
358,LS_708,10/8/08 0:00,779402.2374,572360.631,237561.8096,174455.5259
359,LS_710,10/8/08 0:00,780505.7486,571905.4828,237898.1598,174316.7967
360,LS_711,10/8/08 0:00,780900.5229,571553.3979,238018.487,174209.4813
361,LS_712,10/8/08 0:00,781030.5307,571467.5229,238058.1134,174183.3066
362,LS_713,10/8/08 0:00,781509.5002,571070.9044,238204.1033,174062.4172
363,LS_714,10/7/08 0:00,782817.1821,570247.2163,238602.6847,173811.3571
364,LS_715,10/7/08 0:00,782890.6326,570087.1558,238625.0725,173762.5706
365,LS_716,10/7/08 0:00,783617.6451,569637.0366,238846.6659,173625.3743
366,LS_717,10/7/08 0:00,785732.7242,568918.3594,239491.342,173406.3215
367,LS_718,10/7/08 0:00,787340.1097,566413.6082,239981.2731,172642.8733
368,LS_719,10/7/08 0:00,788313.7206,564825.0762,240278.0297,172158.6887
369,LS_720,10/7/08 0:00,790428.4155,562938.3212,240922.5888,171583.6058
370,LS_721,10/7/08 0:00,790980.471,562619.2397,241090.8553,171486.3497
371,LS_722,10/7/08 0:00,791293.4636,562439.5705,241186.2554,171431.5866
372,LS_723,10/7/08 0:00,792799.0602,561019.5834,241645.1613,170998.7745
373,LS_724,10/7/08 0:00,793088.5738,559842.0261,241733.405,170639.855
374,LS_726,10/7/08 0:00,793100.0015,558740.5182,241736.8882,170304.1154
375,LS_727,10/7/08 0:00,793359.5808,558068.6122,241816.008,170099.3184
376,LS_728,10/7/08 0:00,795830.122,557652.7561,242569.0289,169972.5655
377,LS_729,10/7/08 0:00,796600.7946,557300.3235,242803.93,169865.144
378,LS_731,10/7/08 0:00,797406.1636,557071.5852,243049.4064,169795.4246
379,LS_732,10/7/08 0:00,797912.6981,556952.1405,243203.7982,169759.0179
380,LS_733,10/7/08 0:00,798544.557,556655.2642,243396.3888,169668.53
381,LS_735,8/20/08 0:00,800725.1232,556707.56,244061.0254,169684.4697
382,LS_736,8/20/08 0:00,800937.929,556614.2225,244125.8886,169656.0204
383,LS_737,8/20/08 0:00,801198.7559,556588.415,244205.3886,169648.1543
384,LS_738,8/20/08 0:00,801403.2794,556546.4274,244267.7274,169635.3565
385,LS_739,8/20/08 0:00,801490.268,556392.3106,244294.2415,169588.3817
386,LS_740,8/20/08 0:00,801827.613,556160.802,244397.0643,169517.8179
387,LS_741,8/19/08 0:00,802321.2102,555365.0346,244547.5127,169275.268
388,LS_742,8/19/08 0:00,802755.3315,554834.0386,244679.8329,169113.4204
389,LS_743,8/19/08 0:00,803218.2914,554478.6673,244820.9431,169005.1032
390,LS_744,8/19/08 0:00,809952.0347,551174.3014,246873.3881,167997.9324
391,LS_745,8/19/08 0:00,811828.4889,549874.7782,247445.3313,167601.8378
392,LS_749,8/19/08 0:00,814436.8363,548785.8517,248240.3556,167269.933
393,LS_750,8/19/08 0:00,814985.6128,548955.6992,248407.6227,167321.7025
394,LS_751,8/19/08 0:00,815507.3615,549028.4546,248566.6517,167343.8783
395,LS_752,8/19/08 0:00,816076.0462,549299.96,248739.9868,167426.6332
396,LS_753,8/18/08 0:00,817406.4973,549726.8453,249145.5083,167556.7478
397,LS_754,8/18/08 0:00,818229.5629,549642.706,249396.3788,167531.1021
398,LS_755,8/18/08 0:00,818743.5897,550103.2715,249553.0541,167671.4825
399,LS_756,8/18/08 0:00,823566.6854,552211.692,251023.1337,168314.1291
400,LS_757,8/18/08 0:00,824702.2733,552460.7065,251369.2609,168390.0287
401,LS_760,12/4/06 0:00,744807.7421,1139720.124,227017.4071,347386.7049
402,LS_761,12/4/06 0:00,744688.0374,1139332.037,226980.9211,347268.416
403,LS_762,8/28/07 0:00,804600.6222,1335528.803,245242.2775,407069.1922
404,LS_766,8/28/07 0:00,906902.6847,1229092.281,276423.9471,374627.3392
405,LS_767,9/26/07 0:00,1042510.763,1423541.846,317757.2907,433895.5685
406,LS_768,9/26/07 0:00,1042265.445,1423466.134,317682.5178,433872.4915
407,LS_779,11/29/07 0:00,1539814.508,1106507.95,469335.4771,337263.634
408,LS_780,7/19/07 0:00,1357979.763,184378.7833,413912.245,56198.65495
409,LS_781,7/19/07 0:00,1358278.951,183957.4724,414003.4375,56070.23938
410,LS_811,11/20/08 0:00,1395415.083,1369086.641,425322.5309,417297.6215
411,LS_827,10/29/08 0:00,760445.0178,567717.607,231783.6488,173040.3322
412,LS_829,10/30/08 0:00,760066.2877,567666.5751,231668.2119,173024.7776
413,LS_830,10/30/08 0:00,759609.8892,567821.7468,231529.1016,173072.074
414,LS_832,11/20/08 0:00,1395486.103,1368821.334,425344.1778,417216.756
415,LS_868,11/19/08 0:00,1184076.688,1279129.95,360906.5861,389878.8212
416,LS_869,11/19/08 0:00,1183855.909,1278876.451,360839.2926,389801.5547
417,LS_870,11/19/08 0:00,1183464.4,1278686.935,360719.9607,389743.7903
418,LS_873,11/19/08 0:00,1185146.042,1277254.462,361232.5252,389307.1725
419,LS_881,11/19/08 0:00,1279303.823,1149567.338,389931.8177,350388.1358
420,LS_891,11/19/08 0:00,1311968.53,1153925.015,399888.0207,351716.3558
421,LS_892,11/19/08 0:00,1311672.454,1154179.266,399797.7768,351793.8515
422,LS_894,11/19/08 0:00,1323293.492,1153027.74,403339.8693,351442.8664
423,LS_895,11/19/08 0:00,1323391.841,1153385.792,403369.846,351552.0007
424,LS_913,10/30/08 0:00,758520.5132,567764.3815,231197.0598,173054.589
425,LS_914,10/30/08 0:00,757745.7086,567945.9223,230960.8994,173109.9227
426,LS_916,10/30/08 0:00,756947.4604,567929.7268,230717.5933,173104.9863
427,LS_918,10/30/08 0:00,754849.7835,568048.9512,230078.2214,173141.3259
428,LS_919,10/30/08 0:00,754471.8714,568509.2779,229963.0338,173281.6334
429,LS_921,10/30/08 0:00,753840.9806,568610.3696,229770.7382,173312.4462
430,LS_925,10/30/08 0:00,876827.8162,497238.5872,267257.1269,151558.3262
431,LS_978,12/10/08 0:00,1456216.912,1395035.358,443854.929,425206.7907
432,LS_1042,5/11/09 0:00,760001.4917,1313687.954,231648.4621,400412.1012
433,LS_1043,5/11/09 0:00,759575.6354,1313374.354,231518.6611,400316.5159
434,LS_1046,6/18/09 0:00,1041959.797,1423383.185,317589.3563,433847.2087
435,LS_1047,6/18/09 0:00,1041524.095,1423374.671,317456.5543,433844.6136
436,LS_1048,6/18/09 0:00,1040678.059,1423175.424,317198.6825,433783.8831
437,LS_1049,6/18/09 0:00,1040372.064,1423161.376,317105.4153,433779.6013
438,LS_1050,6/18/09 0:00,1040227.782,1423209.088,317061.4381,433794.1439
439,LS_1051,6/18/09 0:00,1039626.919,1423179.082,316878.2951,433784.9981
440,LS_1052,6/18/09 0:00,1030568.778,1414274.112,314117.3736,431070.7631
441,LS_1055,6/18/09 0:00,1024820.081,1406418.92,312365.1707,428676.5005
442,LS_1056,6/18/09 0:00,1024372.338,1405866.771,312228.6986,428508.2055
443,LS_1061,11/4/10 0:00,471221.0378,1234449.852,143628.1769,376260.3269
444,LS_1062,11/4/10 0:00,473587.4868,1235242.628,144349.4706,376501.9651
445,LS_1063,11/4/10 0:00,473850.7112,1235564.805,144429.7014,376600.1646
446,LS_1064,11/4/10 0:00,473994.2743,1235937.841,144473.4594,376713.866
447,LS_1065,11/4/10 0:00,475639.9063,1238304.05,144975.0481,377435.0865
448,LS_1066,11/4/10 0:00,475592.9641,1238813.793,144960.7401,377590.4562
449,LS_1067,11/4/10 0:00,475553.5448,1239237.227,144948.7251,377719.5189
450,LS_1068,11/4/10 0:00,475591.7174,1239741.084,144960.3601,377873.0945
451,LS_1069,11/4/10 0:00,480643.3894,1240540.627,146500.1098,378116.7952
452,LS_1070,11/4/10 0:00,480966.1233,1240392.911,146598.4791,378071.7714
453,LS_1071,11/4/10 0:00,484903.9124,1238156.222,147798.7172,377390.0285
454,LS_1072,11/4/10 0:00,486527.6182,1237274.334,148293.6228,377121.2291
455,LS_1073,11/4/10 0:00,486714.8836,1236996.044,148350.7013,377036.4063
456,LS_1074,11/4/10 0:00,489904.0101,1234895.737,149322.7471,376396.2327
457,LS_1075,11/4/10 0:00,502537.7723,1230361.139,153173.5179,375014.0872
458,LS_1078,11/4/10 0:00,518027.2261,1224281.039,157894.7036,373160.8726
459,LS_1079,11/4/10 0:00,517783.4752,1223999.968,157820.4083,373075.2022
460,LS_1080,11/4/10 0:00,517371.9995,1223808.957,157694.9905,373016.982
461,LS_1081,11/4/10 0:00,518932.2071,1223090.783,158170.5418,372798.0826
462,LS_1082,9/15/10 0:00,420994.7163,1260295.093,128319.1936,384137.9566
463,LS_1083,9/15/10 0:00,420641.1461,1258791.082,128211.4254,383679.5341
464,LS_1084,9/15/10 0:00,420390.8339,1258311.702,128135.1303,383533.419
465,LS_1085,9/15/10 0:00,420049.5816,1258035.933,128031.1166,383449.3646
466,LS_1086,9/15/10 0:00,419409.0982,1257840.816,127835.8972,383389.893
467,LS_1087,9/15/10 0:00,428463.6678,1264241.56,130595.7301,385340.8398
468,LS_1088,9/15/10 0:00,418186.7022,1255784.947,127463.3109,382763.2641
469,LS_1089,9/15/10 0:00,417577.2995,1246221.401,127277.565,379848.2952
470,LS_1090,9/15/10 0:00,418843.1765,1233546.839,127663.4043,375985.0886
471,LS_1091,9/15/10 0:00,419317.1415,1233413.552,127807.8688,375944.4627
472,LS_1093,9/15/10 0:00,421745.1279,1231267.185,128547.9191,375290.25
473,LS_1094,9/15/10 0:00,421975.7042,1230820.905,128618.1988,375154.2238
474,LS_1095,9/15/10 0:00,419708.6845,1223292.758,127927.2111,372859.6446
475,LS_1096,9/15/10 0:00,421635.3203,1226470.521,128514.4497,373828.2268
476,LS_1097,9/15/10 0:00,420425.6707,1222006.414,128145.7485,372467.5669
477,LS_1098,9/15/10 0:00,419767.8711,1220803.363,127945.2512,372100.8769
478,LS_1099,9/15/10 0:00,419878.4385,1219352.355,127978.9522,371658.6097
479,LS_1100,9/15/10 0:00,417732.2607,1214433.762,127324.7971,370159.4225
480,LS_1101,5/11/09 0:00,757533.6689,1309894.837,230896.2697,399255.9591
481,LS_1102,5/11/09 0:00,757559.1303,1309483.202,230904.0303,399130.4927
482,LS_1104,5/11/09 0:00,757573.3725,1309077.366,230908.3713,399006.7939
483,LS_1106,5/11/09 0:00,757296.0903,1307599.129,230823.8557,398556.2273
484,LS_1109,5/11/09 0:00,756719.3809,1305584.926,230648.0747,397942.2982
485,LS_1110,5/11/09 0:00,756901.1589,1306014.855,230703.4806,398073.3405
486,LS_1112,5/13/09 0:00,756133.4409,1302329.933,230469.4802,396950.1763
487,LS_1113,5/13/09 0:00,756229.8344,1301857.868,230498.8609,396806.2909
488,LS_1116,5/13/09 0:00,757331.8376,1299930.934,230834.7515,396218.9614
489,LS_1117,5/13/09 0:00,757458.5501,1298776.105,230873.3735,395866.9695
490,LS_1118,5/13/09 0:00,798119.1945,1339661.012,243266.7383,408328.6895
491,LS_1119,5/13/09 0:00,801890.9061,1335768.337,244416.356,407142.2021
492,LS_1120,5/13/09 0:00,801021.5224,1335261.69,244151.3678,406987.7761
493,LS_1121,5/13/09 0:00,802448.506,1335903.671,244586.3125,407183.452
494,LS_1126,5/21/09 0:00,867797.2618,1265662.027,264504.6139,385773.7982
495,LS_1127,5/21/09 0:00,868527.3403,1262480.131,264727.1418,384803.9562
496,LS_1137,5/21/09 0:00,867826.1672,1264793.889,264513.4242,385509.1897
497,LS_1149,6/10/09 0:00,901003.7228,1242847.275,274625.9435,378819.8615
498,LS_1150,6/10/09 0:00,901234.0116,1242811.105,274696.1355,378808.8369
499,LS_1156,6/10/09 0:00,906399.2801,1233407.473,276270.5094,375942.6098
500,LS_1157,6/10/09 0:00,906376.6345,1233287.241,276263.607,375905.9631
501,LS_1158,6/10/09 0:00,906043.8666,1233590.598,276162.1794,375998.4263
502,LS_1159,6/10/09 0:00,906524.8111,1233120.138,276308.7713,375855.0301
503,LS_1160,6/10/09 0:00,906296.9744,1233016.695,276239.3266,375823.5007
504,LS_1161,6/10/09 0:00,906367.0944,1232879.612,276260.6992,375781.7178
