X,Y,UNIQUE_ID,Long_new,Lat_new,DATE,X,Y,nlcd_2011_,nlcd_2001_,nlcd_2006_
-2149813.6022499999963,2567035.9248799998313,LS_348,-123.000701199999995,43.330058080000001,9/25/08 0:00,-2149813.602249999996275,2567035.924879999831319,21.00000,21.00000,21.00000
-2149458.46901,2566284.06263,LS_350,-122.993866100000005,43.324485480000000,9/25/08 0:00,-2149458.469010000117123,2566284.062630000058562,21.00000,21.00000,21.00000
-2147844.40475,2565057.8321299999952,LS_351,-122.970413199999996,43.317992160000003,9/25/08 0:00,-2147844.404750000219792,2565057.832129999995232,42.00000,42.00000,42.00000
-2147759.0142899998464,2564731.4598199999891,LS_352,-122.968265500000001,43.315400140000001,9/25/08 0:00,-2147759.014289999846369,2564731.459819999989122,21.00000,21.00000,21.00000
-2147672.0336199998856,2564108.1078099999577,LS_354,-122.965069099999994,43.310258640000001,9/25/08 0:00,-2147672.033619999885559,2564108.107809999957681,21.00000,21.00000,21.00000
-2147488.4388799997978,2563873.9946599998511,LS_355,-122.962073899999993,43.308706020000002,9/25/08 0:00,-2147488.438879999797791,2563873.994659999851137,21.00000,21.00000,21.00000
-2147079.8434299998917,2563238.1593599999323,LS_356,-122.955010500000000,43.304263229999997,9/25/08 0:00,-2147079.843429999891669,2563238.159359999932349,21.00000,21.00000,21.00000
-2146974.1192399999127,2563016.88914,LS_358,-122.952986300000006,43.302625669999998,9/25/08 0:00,-2146974.119239999912679,2563016.889140000101179,21.00000,21.00000,21.00000
-2146439.0481099998578,2562538.12073,LS_360,-122.944964400000003,43.299849840000000,9/24/08 0:00,-2146439.048109999857843,2562538.120730000082403,21.00000,21.00000,21.00000
-2146299.435099999886,2562504.434499999974,LS_362,-122.943187499999993,43.299909970000002,9/24/08 0:00,-2146299.435099999886006,2562504.434499999973923,21.00000,21.00000,21.00000
-2146186.18439,2562517.54185,LS_363,-122.941886199999999,43.300306390000003,9/24/08 0:00,-2146186.184390000067651,2562517.541850000154227,41.00000,41.00000,41.00000
-2145880.43689,2562389.1183099998161,LS_366,-122.937805499999996,43.299968020000001,9/24/08 0:00,-2145880.436890000011772,2562389.118309999816120,21.00000,21.00000,21.00000
-2145798.6449299999513,2562324.635129999835,LS_367,-122.936609500000003,43.299618420000002,9/24/08 0:00,-2145798.644929999951273,2562324.635129999835044,21.00000,21.00000,21.00000
-1972475.1628199999686,2393125.04104,LS_368,-120.328842899999998,42.253423480000002,7/19/07 0:00,-1972475.162819999968633,2393125.041040000040084,42.00000,42.00000,42.00000
-1971901.1155399999116,2392572.9412099998444,LS_369,-120.320362700000004,42.249946899999998,7/19/07 0:00,-1971901.115539999911562,2392572.941209999844432,21.00000,21.00000,21.00000
-1971890.079099999974,2392597.27796,LS_370,-120.320307600000007,42.250182420000002,7/19/07 0:00,-1971890.079099999973550,2392597.277960000094026,21.00000,21.00000,21.00000
-1971831.94375,2392617.10203,LS_371,-120.319682700000001,42.250485509999997,7/19/07 0:00,-1971831.943750000093132,2392617.102030000183731,42.00000,42.00000,42.00000
-1971216.2117399999406,2391634.367409999948,LS_372,-120.309382200000002,42.243377140000000,7/19/07 0:00,-1971216.211739999940619,2391634.367409999947995,42.00000,42.00000,42.00000
