X,Y,UNIQUE_ID,Long_new,Lat_new,DATE,X,Y,nlcd_2011_,nlcd_2001_,nlcd_2006_
-1891149.3629399999045,2771125.3050099997781,LS_1,-120.547581699999995,45.717667429999999,6/20/07 0:00,-1891149.362939999904484,2771125.305009999778122,52.00000,52.00000,52.00000
-1881235.91729,2765467.132499999832,LS_3,-120.406053999999997,45.691143349999997,6/20/07 0:00,-1881235.917290000012144,2765467.132499999832362,11.00000,11.00000,11.00000
-2015390.792,2788413.1385499997996,LS_11,-122.142782199999999,45.573045170000000,8/13/08 0:00,-2015390.791999999899417,2788413.138549999799579,52.00000,52.00000,52.00000
-2011677.0881199999712,2788286.1857699998654,LS_12,-122.096556199999995,45.581015989999997,8/13/08 0:00,-2011677.088119999971241,2788286.185769999865443,42.00000,42.00000,42.00000
-2002176.2013699999079,2789763.64515,LS_14,-121.984480700000006,45.616954749999998,8/12/08 0:00,-2002176.201369999907911,2789763.645150000229478,42.00000,42.00000,42.00000
-1997480.65928,2790986.5722099998966,LS_16,-121.930748399999999,45.638954310000003,8/25/08 0:00,-1997480.659280000021681,2790986.572209999896586,42.00000,42.00000,42.00000
-1995418.85055,2791452.13432,LS_20,-121.906896799999998,45.647988810000001,8/12/08 0:00,-1995418.850550000090152,2791452.134320000186563,42.00000,42.00000,42.00000
-1994519.5658899999689,2792089.86983,LS_21,-121.897991899999994,45.655696259999999,8/25/08 0:00,-1994519.565889999968931,2792089.869830000214279,42.00000,42.00000,42.00000
-1993769.0138399999123,2792669.5333799999207,LS_22,-121.890721799999994,45.662539600000002,8/25/08 0:00,-1993769.013839999912307,2792669.533379999920726,41.00000,41.00000,41.00000
-1993534.36376,2792843.1671099998057,LS_23,-121.888422399999996,45.664613220000000,8/25/08 0:00,-1993534.363760000094771,2792843.167109999805689,21.00000,21.00000,21.00000
-1988149.9862599999178,2794892.67884,LS_25,-121.828953499999997,45.695409939999998,8/29/07 0:00,-1988149.986259999917820,2794892.678840000182390,42.00000,42.00000,42.00000
-1987918.4661499999929,2794897.6309799998999,LS_26,-121.826108700000006,45.696012359999997,8/25/08 0:00,-1987918.466149999992922,2794897.630979999899864,21.00000,21.00000,21.00000
-1987350.2366599999368,2794889.08918,LS_27,-121.819055100000000,45.697311180000000,8/25/08 0:00,-1987350.236659999936819,2794889.089180000126362,22.00000,22.00000,22.00000
-1986364.7208799999207,2794555.11695,LS_28,-121.805722399999993,45.696795109999996,8/13/08 0:00,-1986364.720879999920726,2794555.116950000170618,22.00000,22.00000,22.00000
-1947782.0703799999319,2679841.53562,LS_64,-120.945583200000002,44.793385890000003,1/5/06 0:00,-1947782.070379999931902,2679841.535620000213385,52.00000,52.00000,52.00000
-1950597.28701,2677992.2779399999417,LS_65,-120.973919800000004,44.770780330000001,1/5/06 0:00,-1950597.287010000087321,2677992.277939999941736,52.00000,52.00000,52.00000
-1956982.2604499999434,2608118.11956,LS_122,-120.823605400000005,44.150168049999998,6/26/07 0:00,-1956982.260449999943376,2608118.119560000021011,52.00000,52.00000,52.00000
-1956808.22805,2606991.7618399998173,LS_126,-120.817849800000005,44.140810530000003,6/25/07 0:00,-1956808.228050000034273,2606991.761839999817312,52.00000,52.00000,52.00000
-2152109.0631099999882,2793553.54502,LS_133,-123.838453700000002,45.272796190000001,8/9/06 0:00,-2152109.063109999988228,2793553.545020000077784,43.00000,43.00000,43.00000
-2185771.8378599998541,2741724.5562499999069,LS_134,-124.056832499999999,44.739334079999999,8/23/07 0:00,-2185771.837859999854118,2741724.556249999906868,31.00000,31.00000,31.00000
-2187432.23613,2737505.56067,LS_135,-124.061396500000001,44.698745000000002,8/23/07 0:00,-2187432.236130000092089,2737505.560670000035316,42.00000,42.00000,42.00000
-2187629.14325,2737299.8155,LS_136,-124.063021199999994,44.696462720000000,8/23/07 0:00,-2187629.143250000197440,2737299.815500000026077,22.00000,22.00000,22.00000
-2086087.3636,2674154.30211,LS_139,-122.608609000000001,44.411470729999998,1/19/06 0:00,-2086087.363600000040606,2674154.302110000047833,21.00000,21.00000,21.00000
-2083222.5211799999233,2672246.71105,LS_142,-122.567316399999996,44.402116260000000,1/19/06 0:00,-2083222.521179999923334,2672246.711050000041723,42.00000,42.00000,42.00000
-2082470.71398,2671939.01407,LS_143,-122.557151800000000,44.401323380000001,1/19/06 0:00,-2082470.713980000000447,2671939.014070000033826,21.00000,21.00000,21.00000
-2082432.84266,2671931.2974,LS_144,-122.556666800000002,44.401350559999997,1/19/06 0:00,-2082432.842660000082105,2671931.297400000039488,21.00000,21.00000,21.00000
-2082404.6754799999762,2671926.94748,LS_145,-122.556310900000000,44.401382759999997,1/19/06 0:00,-2082404.675479999976233,2671926.947480000089854,21.00000,21.00000,21.00000
-2082338.2962599999737,2671912.583509999793,LS_146,-122.555457899999993,44.401423160000000,1/19/06 0:00,-2082338.296259999973699,2671912.583509999793023,21.00000,21.00000,21.00000
-2080763.7641499999445,2670835.918,LS_148,-122.532671300000004,44.396030860000003,1/23/06 0:00,-2080763.764149999944493,2670835.918000000063330,21.00000,21.00000,21.00000
-2080762.72491,2670774.09763,LS_149,-122.532444299999995,44.395500110000000,1/23/06 0:00,-2080762.724910000106320,2670774.097630000207573,21.00000,21.00000,21.00000
-2080647.23065,2670584.3091899999417,LS_150,-122.530388700000003,44.394148440000002,1/23/06 0:00,-2080647.230650000041351,2670584.309189999941736,21.00000,21.00000,21.00000
-2073169.42845,2669102.128099999856,LS_151,-122.434768000000005,44.399819809999997,1/23/06 0:00,-2073169.428450000006706,2669102.128099999856204,21.00000,21.00000,21.00000
-2072997.75145,2669042.222699999809,LS_152,-122.432483099999999,44.399725900000000,1/23/06 0:00,-2072997.751450000097975,2669042.222699999809265,21.00000,21.00000,21.00000
-2072138.8910399999004,2668644.52136,LS_153,-122.420713800000001,44.398409700000002,1/23/06 0:00,-2072138.891039999900386,2668644.521360000129789,21.00000,21.00000,21.00000
-2072049.4309799999464,2668639.885329999961,LS_154,-122.419614999999993,44.398590030000001,1/23/06 0:00,-2072049.430979999946430,2668639.885329999960959,21.00000,21.00000,21.00000
-2071984.378,2668607.6569799999706,LS_155,-122.418716300000000,44.398472120000001,1/23/06 0:00,-2071984.378000000026077,2668607.656979999970645,21.00000,21.00000,21.00000
-2071439.17971,2667955.72458,LS_156,-122.409866100000002,44.394188450000001,2/13/06 0:00,-2071439.179710000054911,2667955.724580000154674,21.00000,21.00000,21.00000
-2071287.45103,2667884.96827,LS_157,-122.407785399999995,44.393951360000003,2/13/06 0:00,-2071287.451030000112951,2667884.968270000070333,21.00000,21.00000,21.00000
-2071175.9404299999587,2667878.7814,LS_158,-122.406414400000003,44.394172480000002,2/13/06 0:00,-2071175.940429999958724,2667878.781400000210851,21.00000,21.00000,21.00000
-2070614.25835,2667951.6858,LS_159,-122.399867700000001,44.396184200000000,2/13/06 0:00,-2070614.258350000018254,2667951.685800000093877,21.00000,21.00000,21.00000
-2069247.3656899998896,2668528.16255,LS_161,-122.385311000000002,44.404522790000001,2/13/06 0:00,-2069247.365689999889582,2668528.162550000008196,42.00000,42.00000,42.00000
-2068990.7174199998844,2668528.0722099998966,LS_162,-122.382203700000005,44.405153290000001,2/13/06 0:00,-2068990.717419999884441,2668528.072209999896586,42.00000,42.00000,42.00000
-2068908.14366,2668495.04117,LS_163,-122.381090099999994,44.405071290000002,2/13/06 0:00,-2068908.143660000059754,2668495.041170000098646,42.00000,42.00000,42.00000
-2068499.1395399998873,2668394.93997,LS_164,-122.375793299999998,44.405213140000001,2/13/06 0:00,-2068499.139539999887347,2668394.939970000181347,42.00000,42.00000,42.00000
-2064587.6439799999353,2667105.53335,LS_168,-122.323993200000004,44.403692300000003,1/16/08 0:00,-2064587.643979999935254,2667105.533350000157952,42.00000,42.00000,42.00000
-2063526.4774899999611,2666939.57665,LS_169,-122.310573099999999,44.404863400000004,1/16/08 0:00,-2063526.477489999961108,2666939.576650000177324,21.00000,21.00000,21.00000
-2063091.71607,2666955.11895,LS_170,-122.305362099999996,44.406063969999998,1/16/08 0:00,-2063091.716070000082254,2666955.118950000032783,42.00000,42.00000,42.00000
-2060845.5865799998865,2665927.89863,LS_171,-122.274631299999996,44.402701280000002,10/1/08 0:00,-2060845.586579999886453,2665927.898630000185221,21.00000,21.00000,21.00000
-2060661.3601899999194,2665880.43329,LS_174,-122.272237300000000,44.402742770000003,10/1/08 0:00,-2060661.360189999919385,2665880.433290000073612,21.00000,21.00000,21.00000
-2060415.2899899999611,2665806.83348,LS_176,-122.269004600000002,44.402710050000003,10/1/08 0:00,-2060415.289989999961108,2665806.833480000030249,21.00000,21.00000,21.00000
-2060120.819039999973,2665436.82641,LS_179,-122.264167700000002,44.400236610000000,10/1/08 0:00,-2060120.819039999973029,2665436.826410000212491,21.00000,21.00000,21.00000
-2060073.0917199999094,2665434.6299299998209,LS_180,-122.263582200000002,44.400334520000001,10/1/08 0:00,-2060073.091719999909401,2665434.629929999820888,21.00000,21.00000,21.00000
-2059910.8339199998882,2665336.05872,LS_181,-122.261278799999999,44.399880770000003,10/1/08 0:00,-2059910.833919999888167,2665336.058720000088215,42.00000,42.00000,42.00000
-2059899.16871,2665191.11915,LS_182,-122.260639800000007,44.398657919999998,10/1/08 0:00,-2059899.168710000114515,2665191.119150000158697,21.00000,21.00000,21.00000
-2059700.8093099999242,2665099.24385,LS_183,-122.257922300000004,44.398350319999999,10/1/08 0:00,-2059700.809309999924153,2665099.243850000202656,21.00000,21.00000,21.00000
-2059655.86387,2665055.40187,LS_184,-122.257227499999999,44.398081820000002,10/1/08 0:00,-2059655.863870000001043,2665055.401870000176132,21.00000,21.00000,21.00000
-2059616.7978799999692,2665036.02412,LS_185,-122.256687900000003,44.398010149999998,10/1/08 0:00,-2059616.797879999969155,2665036.024120000191033,42.00000,42.00000,42.00000
-2059453.93247,2664939.7634499999695,LS_186,-122.254385200000002,44.397577720000001,10/1/08 0:00,-2059453.932470000116155,2664939.763449999969453,42.00000,42.00000,42.00000
-2059403.76912,2664878.5504399999045,LS_187,-122.253567599999997,44.397171989999997,10/1/08 0:00,-2059403.769120000069961,2664878.550439999904484,21.00000,21.00000,21.00000
-2059353.4388099999633,2664853.95646,LS_188,-122.252873699999995,44.397082840000003,10/1/08 0:00,-2059353.438809999963269,2664853.956460000015795,21.00000,21.00000,21.00000
-2059294.5346399999689,2664795.19926,LS_189,-122.251958700000003,44.396719699999998,10/1/08 0:00,-2059294.534639999968931,2664795.199260000139475,42.00000,42.00000,42.00000
-2057541.4564499999397,2664942.66262,LS_190,-122.231234599999993,44.402282350000000,5/6/08 0:00,-2057541.456449999939650,2664942.662620000075549,21.00000,21.00000,21.00000
-2056797.6925099999644,2665246.61583,LS_191,-122.223269000000002,44.406725850000001,8/17/07 0:00,-2056797.692509999964386,2665246.615830000024289,21.00000,21.00000,21.00000
-2033245.58911,2661560.9459899999201,LS_192,-121.925248999999994,44.432155399999999,6/28/06 0:00,-2033245.589110000059009,2661560.945989999920130,21.00000,21.00000,21.00000
-1964491.783899999922,2410660.76966,LS_209,-120.288694500000005,42.423212380000002,7/19/07 0:00,-1964491.783899999922141,2410660.769660000223666,21.00000,21.00000,21.00000
-1975453.01854,2365842.5259199999273,LS_210,-120.279877600000006,42.010690019999998,7/20/07 0:00,-1975453.018540000077337,2365842.525919999927282,42.00000,42.00000,42.00000
-1976901.61669,2762827.6581799997948,LS_241,-121.580388799999994,45.444389579999999,9/17/07 0:00,-1976901.616690000053495,2762827.658179999794811,42.00000,42.00000,42.00000
-1977001.293079999974,2759607.3770099999383,LS_242,-121.570673299999996,45.416224479999997,9/18/07 0:00,-1977001.293079999973997,2759607.377009999938309,42.00000,42.00000,42.00000
-1969598.1704899999313,2778815.5907499999739,LS_246,-121.544654600000001,45.600541329999999,9/25/07 0:00,-1969598.170489999931306,2778815.590749999973923,21.00000,21.00000,21.00000
-1965621.3003799999133,2783140.4579199999571,LS_247,-121.510218699999996,45.647570580000000,9/25/07 0:00,-1965621.300379999913275,2783140.457919999957085,82.00000,82.00000,82.00000
-1964849.4332799999975,2786175.9235399998724,LS_248,-121.510999299999995,45.675757959999999,9/25/07 0:00,-1964849.433279999997467,2786175.923539999872446,42.00000,42.00000,42.00000
-1963830.6294499998912,2788217.66941,LS_250,-121.505343100000005,45.695911619999997,9/25/07 0:00,-1963830.629449999891222,2788217.669410000089556,42.00000,42.00000,42.00000
-1963273.38983,2789187.6622299998999,LS_251,-121.501748599999999,45.705661300000003,9/25/07 0:00,-1963273.389830000000075,2789187.662229999899864,23.00000,23.00000,23.00000
-1963300.4002199999522,2789152.35417,LS_253,-121.501962700000007,45.705290349999999,9/25/07 0:00,-1963300.400219999952242,2789152.354170000180602,21.00000,21.00000,21.00000
-2126015.83336,2754936.7864199997857,LS_257,-123.379533199999997,45.007388210000002,7/25/06 0:00,-2126015.833360000047833,2754936.786419999785721,21.00000,21.00000,21.00000
-2108239.3471699999645,2740951.6097699999809,LS_258,-123.112890399999998,44.932020979999997,6/14/06 0:00,-2108239.347169999964535,2740951.609769999980927,41.00000,41.00000,41.00000
-2106621.9235499999486,2740371.1725599998608,LS_259,-123.091127900000004,44.931104900000001,6/14/06 0:00,-2106621.923549999948591,2740371.172559999860823,21.00000,21.00000,21.00000
-2152296.8584599997848,2772350.846489999909,LS_260,-123.762882800000000,45.089787139999999,7/25/06 0:00,-2152296.858459999784827,2772350.846489999908954,21.00000,21.00000,21.00000
-1771503.34847,2759703.9243499999866,LS_261,-119.021368400000000,45.884865079999997,10/17/07 0:00,-1771503.348470000084490,2759703.924349999986589,52.00000,52.00000,52.00000
-1769272.4288399999496,2760037.78213,LS_262,-118.994525199999998,45.892601700000000,10/17/07 0:00,-1769272.428839999949560,2760037.782130000181496,52.00000,52.00000,52.00000
-1768769.50783,2760069.7378799999133,LS_263,-118.988339499999995,45.893966370000001,10/17/07 0:00,-1768769.507830000016838,2760069.737879999913275,21.00000,21.00000,21.00000
-1768440.95123,2759647.49452,LS_264,-118.982932399999996,45.890982770000001,10/17/07 0:00,-1768440.951230000006035,2759647.494520000182092,21.00000,21.00000,21.00000
-1768133.92469,2759384.0394199998118,LS_265,-118.978284099999996,45.889341119999997,10/17/07 0:00,-1768133.924690000014380,2759384.039419999811798,21.00000,21.00000,21.00000
-1767944.78316,2759310.74548,LS_266,-118.975694899999993,45.889108059999998,10/17/07 0:00,-1767944.783160000108182,2759310.745480000041425,52.00000,52.00000,52.00000
-1767739.17528,2759351.4896599999629,LS_267,-118.973251300000001,45.889907710000003,10/17/07 0:00,-1767739.175280000083148,2759351.489659999962896,52.00000,52.00000,52.00000
-1767687.61471,2759346.74163,LS_268,-118.972592399999996,45.889977360000003,10/17/07 0:00,-1767687.614710000110790,2759346.741630000062287,21.00000,21.00000,21.00000
-1767655.51187,2759338.5098899998702,LS_269,-118.972165899999993,45.889974590000001,10/17/07 0:00,-1767655.511870000045747,2759338.509889999870211,21.00000,21.00000,21.00000
-1767612.25306,2759296.713599999901,LS_270,-118.971496599999995,45.889702350000000,10/17/07 0:00,-1767612.253060000017285,2759296.713599999900907,21.00000,21.00000,21.00000
-1767525.8091599999461,2759240.37758,LS_271,-118.970242900000002,45.889396060000003,10/17/07 0:00,-1767525.809159999946132,2759240.377580000087619,21.00000,21.00000,21.00000
-1767609.71387,2758840.36138,LS_272,-118.970059100000000,45.885717049999997,10/17/07 0:00,-1767609.713870000094175,2758840.361380000133067,21.00000,21.00000,21.00000
-1767444.32006,2758650.6054099998437,LS_273,-118.967408100000000,45.884414190000001,10/17/07 0:00,-1767444.320060000056401,2758650.605409999843687,21.00000,21.00000,21.00000
-1767447.6811299999245,2758371.4610799998045,LS_275,-118.966590400000001,45.881965850000000,10/17/07 0:00,-1767447.681129999924451,2758371.461079999804497,21.00000,21.00000,21.00000
-1767509.60993,2758205.35678,LS_276,-118.966852599999996,45.880379800000000,10/17/07 0:00,-1767509.609930000035092,2758205.356780000030994,21.00000,21.00000,21.00000
-1767138.511729999911,2757740.6028599999845,LS_277,-118.960785200000004,45.877115379999999,10/17/07 0:00,-1767138.511729999911040,2757740.602859999984503,52.00000,52.00000,52.00000
-1764965.9531199999619,2756465.3602599999867,LS_278,-118.929719500000004,45.870641720000002,10/17/07 0:00,-1764965.953119999961928,2756465.360259999986738,21.00000,21.00000,21.00000
-1764905.7238799999468,2756459.36132,LS_279,-118.928948599999998,45.870718869999997,10/17/07 0:00,-1764905.723879999946803,2756459.361320000141859,21.00000,21.00000,21.00000
-1764833.85147,2756362.8174899998121,LS_280,-118.927753899999999,45.870029209999998,10/17/07 0:00,-1764833.851470000110567,2756362.817489999812096,21.00000,21.00000,21.00000
-1764712.71133,2756051.99328,LS_281,-118.925285099999996,45.867571560000002,10/17/07 0:00,-1764712.711330000078306,2756051.993280000053346,21.00000,21.00000,21.00000
-1764582.10578,2755826.41233,LS_282,-118.922960200000006,45.865879739999997,10/17/07 0:00,-1764582.105780000099912,2755826.412330000195652,21.00000,21.00000,21.00000
-1764404.03624,2755533.8269,LS_283,-118.919836599999996,45.863703999999998,10/17/07 0:00,-1764404.036240000044927,2755533.826900000218302,52.00000,52.00000,52.00000
-1764320.13439,2755386.1029099998996,LS_284,-118.918334599999994,45.862592550000002,10/17/07 0:00,-1764320.134390000021085,2755386.102909999899566,52.00000,52.00000,52.00000
-1763867.1761799999513,2754935.0454299999401,LS_285,-118.911290699999995,45.859621930000003,10/17/07 0:00,-1763867.176179999951273,2754935.045429999940097,52.00000,52.00000,52.00000
-1763551.8314499999397,2754285.1517599998042,LS_287,-118.905355900000004,45.854616190000002,10/17/07 0:00,-1763551.831449999939650,2754285.151759999804199,52.00000,52.00000,52.00000
-1763395.71906,2754026.9117899998091,LS_288,-118.902613099999996,45.852693289999998,10/17/07 0:00,-1763395.719060000032187,2754026.911789999809116,21.00000,21.00000,21.00000
-1762738.26542,2752531.51752,LS_289,-118.889812599999999,45.841027830000002,10/17/07 0:00,-1762738.265420000068843,2752531.517520000226796,52.00000,52.00000,52.00000
-2126703.51321,2815614.86382,LS_290,-123.608656400000001,45.528585720000002,8/9/06 0:00,-2126703.513210000004619,2815614.863820000085980,43.00000,43.00000,43.00000
-2126369.15883,2815832.331819999963,LS_291,-123.605353199999996,45.531322310000000,8/9/06 0:00,-2126369.158830000087619,2815832.331819999963045,21.00000,21.00000,21.00000
-2112635.40186,2820508.98392,LS_293,-123.453892300000007,45.606958650000003,7/1/08 0:00,-2112635.401860000099987,2820508.983920000027865,52.00000,52.00000,52.00000
-2112118.9706399999559,2820172.34604,LS_295,-123.446319599999995,45.605378360000003,7/1/08 0:00,-2112118.970639999955893,2820172.346040000207722,22.00000,22.00000,22.00000
-2111939.12801,2820070.2795099997893,LS_297,-123.443737900000002,45.604958770000003,7/1/08 0:00,-2111939.128010000102222,2820070.279509999789298,42.00000,42.00000,42.00000
-2111473.7723799999803,2820239.20128,LS_299,-123.438637700000001,45.607608749999997,7/1/08 0:00,-2111473.772379999980330,2820239.201280000153929,21.00000,21.00000,21.00000
-2111246.70085,2820242.0636,LS_301,-123.435858600000003,45.608215309999999,7/1/08 0:00,-2111246.700850000139326,2820242.063599999994040,21.00000,21.00000,21.00000
-2111160.2471199999563,2820191.95585,LS_302,-123.434613700000000,45.608004520000001,7/1/08 0:00,-2111160.247119999956340,2820191.955850000027567,43.00000,43.00000,43.00000
-2110583.66519,2820262.017719999887,LS_303,-123.427785799999995,45.610086160000002,7/1/08 0:00,-2110583.665190000087023,2820262.017719999887049,42.00000,42.00000,42.00000
-2110186.29948,2820338.39716,LS_304,-123.423182400000002,45.611762980000002,7/1/08 0:00,-2110186.299480000045151,2820338.397160000167787,43.00000,43.00000,43.00000
-2109354.36132,2821147.32932,LS_306,-123.415910400000001,45.620873150000001,7/2/08 0:00,-2109354.361320000141859,2821147.329320000018924,21.00000,21.00000,21.00000
-2109113.6836299998686,2821004.4964499999769,LS_308,-123.412432100000004,45.620256970000000,7/2/08 0:00,-2109113.683629999868572,2821004.496449999976903,42.00000,42.00000,42.00000
-2108922.6348,2820895.5358699997887,LS_309,-123.409687199999993,45.619805919999997,7/2/08 0:00,-2108922.634800000116229,2820895.535869999788702,22.00000,22.00000,22.00000
-2108657.46571,2820938.7571499999613,LS_310,-123.406586300000001,45.620857669999999,7/2/08 0:00,-2108657.465710000135005,2820938.757149999961257,22.00000,22.00000,22.00000
-2108559.37623,2820889.61742,LS_312,-123.405201800000000,45.620684740000002,7/2/08 0:00,-2108559.376230000052601,2820889.617420000024140,71.00000,71.00000,71.00000
-2108551.81332,2820814.1867499998771,LS_313,-123.404833900000000,45.620053230000003,7/2/08 0:00,-2108551.813320000190288,2820814.186749999877065,42.00000,42.00000,42.00000
-2108440.33643,2820808.19851,LS_314,-123.403442200000001,45.620286890000003,7/2/08 0:00,-2108440.336430000141263,2820808.198510000016540,21.00000,21.00000,21.00000
-2107316.5400499999523,2820135.91484,LS_318,-123.387182699999997,45.617361310000000,7/2/08 0:00,-2107316.540049999952316,2820135.914840000215918,42.00000,42.00000,42.00000
-2107232.5580899999477,2820125.268199999817,LS_320,-123.386111900000003,45.617484259999998,7/2/08 0:00,-2107232.558089999947697,2820125.268199999816716,21.00000,21.00000,21.00000
-2107188.44472,2820146.295,LS_321,-123.385646399999999,45.617778540000003,7/2/08 0:00,-2107188.444720000028610,2820146.294999999925494,42.00000,42.00000,42.00000
-2107100.7775799999945,2820211.1995799997821,LS_322,-123.384805499999999,45.618562850000004,7/2/08 0:00,-2107100.777579999994487,2820211.199579999782145,42.00000,42.00000,42.00000
-2106939.144299999811,2820252.1893,LS_325,-123.382968500000004,45.619329970000003,7/2/08 0:00,-2106939.144299999810755,2820252.189300000201911,22.00000,22.00000,22.00000
-2106888.26286,2820317.5012699998915,LS_326,-123.382581099999996,45.620023699999997,7/2/08 0:00,-2106888.262860000133514,2820317.501269999891520,42.00000,42.00000,42.00000
-2106735.417429999914,2820323.8872,LS_327,-123.380725999999996,45.620469710000002,7/7/08 0:00,-2106735.417429999914020,2820323.887200000230223,42.00000,42.00000,42.00000
-2106029.2116899997927,2820700.2785899997689,LS_328,-123.373417500000002,45.625523630000004,7/7/08 0:00,-2106029.211689999792725,2820700.278589999768883,43.00000,43.00000,43.00000
-2105922.6314099999145,2820675.18758,LS_329,-123.372016200000004,45.625579600000002,7/7/08 0:00,-2105922.631409999914467,2820675.187580000143498,21.00000,21.00000,21.00000
-2105829.9214599998668,2820670.3723599999212,LS_330,-123.370859199999998,45.625775070000003,7/7/08 0:00,-2105829.921459999866784,2820670.372359999921173,43.00000,43.00000,43.00000
-2105719.94704,2820701.1795899998397,LS_331,-123.369619700000001,45.626322080000001,7/7/08 0:00,-2105719.947039999999106,2820701.179589999839664,43.00000,43.00000,43.00000
-2105686.5294599998742,2820783.00651,LS_332,-123.369506900000005,45.627113659999999,7/7/08 0:00,-2105686.529459999874234,2820783.006510000210255,21.00000,21.00000,21.00000
-2105627.4332799999975,2820889.4205499999225,LS_333,-123.369168000000002,45.628183069999999,7/7/08 0:00,-2105627.433279999997467,2820889.420549999922514,21.00000,21.00000,21.00000
-2105163.6493,2821208.1849199999124,LS_334,-123.364627900000002,45.632119529999997,7/7/08 0:00,-2105163.649300000164658,2821208.184919999912381,43.00000,43.00000,43.00000
-2105001.656099999789,2821072.58087,LS_335,-123.362143000000003,45.631363299999997,7/7/08 0:00,-2105001.656099999789149,2821072.580870000179857,42.00000,42.00000,42.00000
-2104881.18874,2821156.17571,LS_336,-123.360966500000004,45.632392619999997,7/7/08 0:00,-2104881.188740000128746,2821156.175710000097752,42.00000,42.00000,42.00000
-2104832.45165,2821187.13375,LS_337,-123.360480100000004,45.632784350000001,7/7/08 0:00,-2104832.451650000177324,2821187.133750000037253,43.00000,43.00000,43.00000
-2104609.6307299998589,2821377.14403,LS_338,-123.358432699999994,45.634993620000003,7/7/08 0:00,-2104609.630729999858886,2821377.144030000083148,43.00000,43.00000,43.00000
-2104403.6018799999729,2821530.83581,LS_339,-123.356459400000006,45.636846519999999,7/7/08 0:00,-2104403.601879999972880,2821530.835810000076890,42.00000,42.00000,42.00000
-2104147.2268599998206,2821866.3685599998571,LS_341,-123.354528900000005,45.640397419999999,7/7/08 0:00,-2104147.226859999820590,2821866.368559999857098,43.00000,43.00000,43.00000
-2151693.3801299999468,2567387.13486,LS_342,-123.024279500000006,43.328356090000000,10/6/08 0:00,-2151693.380129999946803,2567387.134860000107437,52.00000,52.00000,52.00000
