X,Y,UNIQUE_ID,DATE,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
1300180.906,1446317.4,LS_1,6/20/07 0:00,sheet 1,Tf,Frenchman Springs Member,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
1336346.258,1436654.77,LS_3,6/20/07 0:00,sheet 1,Tf,Frenchman Springs Member,vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
891648.062599999947,1397783.527,LS_11,8/13/08 0:00,na,Tgr2l,"Columbia River Basalt Group, Grande Ronde Basalt, R2 Low MgO Chemical Type",vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
903540.74,1400456.043,LS_12,8/13/08 0:00,na,Tgr2l,"Columbia River Basalt Group, Grande Ronde Basalt, R2 Low MgO Chemical Type",vol.M.cr.gr.r2.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Reversed magnetostratigraphic unit 2,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
932471.1587,1413020.828,LS_14,8/12/08 0:00,na,Tec,Eagle Creek Formation,vlc.M.jdcl.eag.nd.nd.mix,volcaniclastic rocks,Miocene,John Day/Clarno Group,Eagle Creek Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
946359.1311,1420797.969,LS_16,8/25/08 0:00,na,Tec,Eagle Creek Formation,vlc.M.jdcl.eag.nd.nd.mix,volcaniclastic rocks,Miocene,John Day/Clarno Group,Eagle Creek Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
952516.077399999951,1423986.646,LS_20,8/12/08 0:00,na,Qls,Landslide,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
954841.178599999985,1426758.011,LS_21,8/25/08 0:00,na,Qls,Landslide,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
956742.3815,1429221.651,LS_22,8/25/08 0:00,na,Qls,Landslide,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
957343.046,1429967.784,LS_23,8/25/08 0:00,na,Qls,Landslide,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
972728.5219,1440945.521,LS_25,8/29/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
973458.981299999985,1441153.428,LS_26,8/25/08 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
975268.9291,1441597.985,LS_27,8/25/08 0:00,na,Tia,Intrusive andesite,intr.M.lwc.nd.nd.nd.and,intrusive rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,no data,no data,no data,no data,no data,no data,plutonic
978672.642499999958,1441355.349,LS_28,8/13/08 0:00,na,Tia,Intrusive andesite,intr.M.lwc.nd.nd.nd.and,intrusive rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,no data,no data,no data,no data,no data,no data,plutonic
1196680.205,1109639.03,LS_64,1/5/06 0:00,na,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic
1189277.658,1101440.161,LS_65,1/5/06 0:00,na,Tjt,John Day Formation,vlc.EO.jdcl.jd.nd.nd.tff,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,No data,no data,tuff,sv.MIX.Lsd.CGsd.End,sedimentary/volcanic rocks,mixed lithologies,some data,some data crystals/grains,no data,volcanic
1227416.578,875046.2123,LS_122,6/26/07 0:00,na,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic
1228913.732,871629.8493,LS_126,6/25/07 0:00,na,Tcr1,Basalt of Columbia River Group,vol.M.cr.prn.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Prineville Basalt,No data,no data,basalt,flw.BAS.Lnd.Cmix.Ejnt,lava flows,basalt,no data,mixed crystals,jointed,volcanic
453144.336599999981,1301567.484,LS_133,8/9/06 0:00,na,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
388553.727599999984,1109635.119,LS_134,8/23/07 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
386727.5367,1094905.169,LS_135,8/23/07 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
386269.450599999982,1094092.358,LS_136,8/23/07 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
761507.089099999983,977190.3865,LS_139,1/19/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
772205.752499999944,973507.61,LS_142,1/19/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
774853.6726,973152.0054,LS_143,1/19/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
774980.6126,973158.7343,LS_144,1/19/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
775073.8748,973168.137899999972,LS_145,1/19/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
775297.0642,973177.277699999977,LS_146,1/19/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
781200.747699999949,971064.264399999985,LS_148,1/23/06 0:00,na,Qtl,Quaternary lower terrace,sed.Q.qsd.ter.lin.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,Linn Gravels,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
781255.2622,970869.4067,LS_149,1/23/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
781780.1021,970363.609,LS_150,1/23/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
806810.4802,971826.789,LS_151,1/23/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
807406.574,971778.5098,LS_152,1/23/06 0:00,na,Tolb,Little Butte Formation,vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
810469.934699999983,971226.7506,LS_153,1/23/06 0:00,na,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
810758.526,971285.745,LS_154,1/23/06 0:00,na,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
810992.3009,971237.2918,LS_155,1/23/06 0:00,na,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
813268.046699999948,969622.4788,LS_156,2/13/06 0:00,na,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
813809.649699999951,969523.4466,LS_157,2/13/06 0:00,na,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
814169.714599999948,969595.697399999946,LS_158,2/13/06 0:00,na,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
815897.0962,970289.0816,LS_159,2/13/06 0:00,na,Tub,Basalt and basaltic andesite flows and flow breccias,vol.OM.lbv.nd.nd.nd.maf,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mafic composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
819769.9006,973239.8654,LS_161,2/13/06 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
820586.8553,973450.9847,LS_162,2/13/06 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
820877.061499999953,973414.4372,LS_163,2/13/06 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
822261.858499999973,973434.4644,LS_164,2/13/06 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
835780.702,972575.357599999988,LS_168,1/16/08 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
839295.8175,972924.490899999975,LS_169,1/16/08 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
840666.673199999961,973331.9916,LS_170,1/16/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
848667.6585,971931.5973,LS_171,10/1/08 0:00,na,Dike,Dike,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,plutonic
849293.3822,971933.2055,LS_174,10/1/08 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
850137.620499999961,971903.0675,LS_176,10/1/08 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
851381.8218,970974.5596,LS_179,10/1/08 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
851535.5483,971006.951099999947,LS_180,10/1/08 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
852133.7561,970828.686299999943,LS_181,10/1/08 0:00,na,Tib1,Intrusive basalt and andesite intrusions,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,plutonic
852291.1369,970379.5012,LS_182,10/1/08 0:00,na,Tib1,Intrusive basalt and andesite intrusions,intr.OM.lbv.nd.nd.nd.mix,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,plutonic
852998.6948,970252.197399999946,LS_183,10/1/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
853178.1209,970150.4701,LS_184,10/1/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
853318.5363,970121.336499999976,LS_185,10/1/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
853916.7659,969950.8944,LS_186,10/1/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
854127.213299999945,969798.483,LS_187,10/1/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
854307.8088,969762.125099999947,LS_188,10/1/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
854544.0391,969624.694299999974,LS_189,10/1/08 0:00,na,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",vlc.OM.lbv.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
860001.2482,971536.858499999973,LS_190,5/6/08 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
862116.174299999955,973112.2944,LS_191,8/17/07 0:00,na,Tut,Welded to nonwelded ash-flow tuff,vlc.OM.lbv.nd.nd.nd.aft,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,no data,ashflow tuff,no data,no data,no data,no data,no data,no data,volcanic
940128.8805,980886.6306,LS_192,6/28/06 0:00,Sheet 1of 2,Qyc,Younger cinder deposits,vp.R.lhc.cpl.nd.nd.mix,vent and pyroclastic rocks,Recent,Late High Cascade Volcanics,Cascade Platform Lavas,No data,no data,mixed lithologies,vlc.CIN.Lnd.Gnd.End,volcaniclastic rocks,cinders,no data,no data,no data,volcanic
1369406.078,245521.0719,LS_209,7/19/07 0:00,na,Qal1,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.MIX.Lnd.Gsd.End,unconsolidated rocks,mixed lithologies,no data,some data grains,no data,surficial sediments
1372190.57599999988,95135.04001,LS_210,7/20/07 0:00,na,Tmst,Tuffs,vlc.OM.pvr.nd.nd.nd.mix,volcaniclastic rocks,Oligocene/Miocene,Paleogene volcanic rocks,No data,No data,no data,mixed lithologies,sv.MIX.Lnd.CGnd.End,sedimentary/volcanic rocks,mixed lithologies,no data,no data,no data,volcanic
1035039.449,1348486.259,LS_241,9/17/07 0:00,na,Td,Dalles Formation,vlc.M.dg.dll.nd.nd.mix,volcaniclastic rocks,Miocene,Dalles Group,Dalles Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
1037399.005,1338184.803,LS_242,9/18/07 0:00,na,Qhpc,Pyroclastic flow and debris-flow deposits,vlc.Q.lhc.hoo.pol.nd.int,volcaniclastic rocks,Quaternary,Late High Cascade Volcanics,Mt. Hood Volcano,Polallie eruptive period,no data,intermediate composition lithologies,no data,no data,no data,no data,no data,no data,volcanic
1044935.073,1405302.499,LS_246,9/25/07 0:00,Plate 1,Qbhl,"Basaltic andesite of Booth Hill, middle normal-polarity lavas",vol.Pl.lhc.bhv.nd.nd.bnd,volcanic rocks,Pleistocene,Late High Cascade Volcanics,Booth Hill volcanics,no data,no data,basalt,no data,no data,no data,no data,no data,no data,no data
1053960.21,1422340.76,LS_247,9/25/07 0:00,Plate 1,Qmfs,"Missoula flood deposits, silts and sands",sed.Pl.qsd.mf.nd.nd.fine,sediments,Pleistocene,Quaternary surficial deposits,Missoula Flood deposits,no data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
1053887.143,1432621.587,LS_248,9/25/07 0:00,Plate 1,Qplh,Hood River Lahar,vlx.Pl.lhc.hoo.nd.nd.mix,volcaniclastic rocks,Pleistocene,Late High Cascade Volcanics,Mt. Hood Volcano,no data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
1055422.997,1439952.866,LS_250,9/25/07 0:00,Plate 1,Af,Modern fill and construction material,sed.R.qsd.mmf.nd.nd.mix,sediments,Recent,Quaternary surficial deposits,Man-made fill deposits,no data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
1056384.897,1443496.894,LS_251,9/25/07 0:00,Plate 1,Tgsb,Member Of Sentinel Bluffs,vol.M.cr.gr.sbf.nd.maf,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member Of Sentinel Bluffs,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
1056328.545,1443362.293,LS_253,9/25/07 0:00,Plate 1,Tgsb,Member Of Sentinel Bluffs,vol.M.cr.gr.sbf.nd.maf,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member Of Sentinel Bluffs,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,volcanic
567807.943,1200394.115,LS_257,7/25/06 0:00,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
635852.048199999961,1170627.187,LS_258,6/14/06 0:00,Plate 2B,Tms,Marine sedimentary rocks,srm.O.ypb.scm.nd.nd.mix,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Scotts Mills Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,sedimentary
641473.9987,1170114.842,LS_259,6/14/06 0:00,Plate 2B,Tms,Marine sedimentary rocks,srm.O.ypb.scm.nd.nd.mix,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Scotts Mills Formation,No data,no data,mixed lithologies,no data,no data,no data,no data,no data,no data,sedimentary
469932.1988,1234117.087,LS_260,7/25/06 0:00,Sheet 1 and 2,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
1688944.769,1510682.894,LS_261,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1695729.259,1513628.408,LS_262,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1697295.205,1514154.999,LS_263,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1698692.126,1513092.386,LS_264,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1699886.884,1512515.644,LS_265,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1700547.804,1512442.887,LS_266,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1701164.648,1512746.053,LS_267,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1701331.963,1512774.573,LS_268,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1701440.589,1512775.584,LS_269,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1701612.874,1512679.481,LS_270,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
1701934.208,1512573.735,LS_271,10/17/07 0:00,na,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,unc.FLV.Lnd.Gslt_gvl.End,unconsolidated rocks,fluvial,no data,silt to gravel grains,no data,surficial sediments
1702006.016,1511233.013,LS_272,10/17/07 0:00,na,Tfsg,Basalt of Sentinel Gap,vol.M.cr.wp.fs.sg.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Sentinel Gap,basalt,flw.BAS.Lnd.Cnd.End,lava flows,basalt,no data,no data,no data,volcanic
