X,Y,UNIQUE_ID,DATE,Map_identi,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,LITH_M_U_L,LITH_GEN_U,LTH_RK_TYP,LAYERING,CR_GRN_SIZ,GETEC_PROP,GN_LITH_TY
513874.226399999985,1577645.57,LS_1495,10/20/10 0:00,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
513970.211699999985,1577286.182,LS_1496,10/20/10 0:00,Plate 1,Tsc,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
514690.359899999981,1576707.645,LS_1497,10/20/10 0:00,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
514950.8939,1576457.444,LS_1498,10/20/10 0:00,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
511703.9035,1580110.596,LS_1499,10/20/10 0:00,Plate 1,Tsc2,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
388582.2879,1107587.578,LS_1503,10/13/10 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
395916.2834,1157132.746,LS_1504,10/13/10 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
386495.624,1126943.918,LS_1505,10/13/10 0:00,na,Tcf,Cape Foulweather Basalt,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,no data,no data,no data,no data,no data,no data,volcanic
386135.3412,1126907.067,LS_1506,10/13/10 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
387993.5442,1104280.104,LS_1511,10/14/10 0:00,na,Ta,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
387917.0958,1102920.262,LS_1512,10/14/10 0:00,na,Ta,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
388308.7872,1100937.685,LS_1513,10/14/10 0:00,na,Ta,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
387876.0945,1100446.131,LS_1514,10/14/10 0:00,na,Ta,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
387157.5685,1098614.002,LS_1515,10/14/10 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
387376.5111,1098249.35,LS_1516,10/14/10 0:00,na,Qls,Landslide Debris,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
387709.3089,1098071.632,LS_1517,10/14/10 0:00,na,Ta,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
386836.122199999983,1096170.718,LS_1518,10/14/10 0:00,na,Ta,Astoria Formation,srm.M.asg.ast.nd.nd.shf,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
387070.81,1095777.389,LS_1519,10/14/10 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
386937.7639,1095305.521,LS_1520,10/14/10 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
386193.7183,1094665.746,LS_1521,10/14/10 0:00,na,Qls,Landslide Debris,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
385966.8251,1093323.188,LS_1522,10/14/10 0:00,na,Qtc,Coastal Terrace Deposits,sed.Q.qsd.ct.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
388310.2898,1079480.629,LS_1523,10/14/10 0:00,na,Tn,Nye Mudstone,srm.M.asg.nye.nd.nd.sms,marine sedimentary rocks,Miocene,Astoria Group,Nye Mudstone,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
380656.3766,1029594.236,LS_1524,10/14/10 0:00,na,Tyq,Yaquina Formation,srm.O.ypb.yaq.nd.nd.dsd,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Yaquina Formation,No data,no data,deltaic sandstone,no data,no data,no data,no data,no data,no data,sedimentary
368176.5371,948896.676899999962,LS_1525,10/14/10 0:00,na,Tyb,Yachats Basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
419269.1989,1072886.644,LS_1532,10/15/10 0:00,na,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
440422.2524,1084880.693,LS_1533,10/15/10 0:00,na,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
448687.3213,1076713.247,LS_1538,10/15/10 0:00,na,Qal,Alluvial Deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
491444.4724,1061708.86,LS_1545,10/15/10 0:00,na,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
506501.9698,1053375.462,LS_1546,10/15/10 0:00,na,Tet,Tyee Formation,Tms,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,no data,Tet,turbidite,no data,sedimentary rocks,mudstone/sandstone,graded/well,fine to coarse crystals/grains,fractured/jointed,sedimentary
506435.5051,1052380.204,LS_1547,10/15/10 0:00,na,Tet,Tyee Formation,Tms,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,no data,Tet,turbidite,no data,sedimentary rocks,mudstone/sandstone,graded/well,fine to coarse crystals/grains,fractured/jointed,sedimentary
515604.5101,1575241.013,LS_1548,11/1/10 0:00,Plate 1,Tsc,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
515757.878199999977,1575074.667,LS_1549,11/1/10 0:00,Plate 1,Tsc,Smuggler Cove formation,srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
515958.115,1574930.438,LS_1550,11/1/10 0:00,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
516946.4378,1573425.299,LS_1551,11/2/10 0:00,Plate 1,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",inv.M.cr.wp.fs.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
517448.9766,1573248.122,LS_1553,11/2/10 0:00,Plate 1,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",inv.M.cr.wp.fs.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
517677.1126,1573149.946,LS_1554,11/2/10 0:00,Plate 1,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",inv.M.cr.wp.fs.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
519189.5123,1569957.778,LS_1555,11/2/10 0:00,Plate 1,Tpb,Pittsburg Bluff Formation,srm.O.ypb.pbl.nd.nd.shf,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
523733.412699999986,1559950.317,LS_1556,11/2/10 0:00,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
523016.3577,1558995.381,LS_1557,11/2/10 0:00,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
528117.334,1549113.734,LS_1559,11/2/10 0:00,Plate 1,Tgri,Intrusive Grande Ronde Basalt,inv.M.cr.gr.nd.nd.bas,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,plutonic
529685.6794,1548399.705,LS_1560,11/2/10 0:00,Plate 1,Tsc1,"Smuggler Cove formation, lower member",srm.OM.ypb.smg.nd.nd.tfx,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,no data,tuffaceous sedimentary rocks,no data,no data,no data,no data,no data,no data,sedimentary
542770.5905,1540900.334,LS_1561,11/2/10 0:00,Plate 1,Qt,Quaternary terraces,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
544285.4118,1539448.132,LS_1562,11/2/10 0:00,Plate 1,Tkj,"Keasey Formation, Jewell member",srm.E.kag.ksy.jew.nd.sms,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,Jewell member,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
522651.495799999975,1563679.25499999989,LS_1563,11/2/10 0:00,Plate 1,Tn,Northrup Creek formation,srm.OM.ypb.nor.nd.nd.trb,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
519377.4852,1569570.74,LS_1564,11/2/10 0:00,Plate 1,Tpb,Pittsburg Bluff Formation,srm.O.ypb.pbl.nd.nd.shf,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,no data,shelf sandstone,no data,no data,no data,no data,no data,no data,sedimentary
465909.6709,1239317.379,LS_1565,11/3/10 0:00,Sheet 1 and 2,Tylt,Lapilli tuff Member of Yamhill Formation,srm.E.eyg.yhl.nd.nd.tff,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,tuff,no data,no data,no data,no data,no data,no data,sedimentary
466458.928,1239007.379,LS_1566,11/3/10 0:00,Sheet 1 and 2,Tylt,Lapilli tuff Member of Yamhill Formation,srm.E.eyg.yhl.nd.nd.tff,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,tuff,no data,no data,no data,no data,no data,no data,sedimentary
468593.711399999971,1236676.986,LS_1567,11/3/10 0:00,Sheet 1 and 2,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
469048.3993,1235812.232,LS_1569,11/3/10 0:00,Sheet 1 and 2,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
471516.022899999982,1234372.276,LS_1570,11/3/10 0:00,Sheet 1 and 2,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
469983.7684,1234105.608,LS_1571,11/3/10 0:00,Sheet 1 and 2,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
419293.0077,1151709.333,LS_1572,11/30/10 0:00,na,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
418135.2035,1151304.275,LS_1574,11/30/10 0:00,na,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
415605.4635,1150850.297,LS_1575,11/30/10 0:00,na,Qal,Alluvial Deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
414683.614799999981,1150717.037,LS_1578,11/30/10 0:00,na,Qal,Alluvial Deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
412878.146799999988,1151251.231,LS_1582,11/30/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
412635.2096,1151381.77,LS_1583,11/30/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
366633.082799999975,941270.6243,LS_1586,12/7/10 0:00,na,Tyb,Yachats Basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
366528.0574,928499.0357,LS_1592,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
366493.9008,927888.57,LS_1594,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365103.4647,915618.5071,LS_1599,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365160.085,915307.811899999972,LS_1600,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365479.1209,914217.521599999978,LS_1601,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365309.429699999979,913923.242399999988,LS_1602,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365613.1726,913535.9388,LS_1603,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365104.2762,910855.9018,LS_1605,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365091.9168,910579.4194,LS_1606,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
365213.596299999976,910371.713499999954,LS_1607,12/7/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
363240.157699999982,892946.8458,LS_1612,12/8/10 0:00,na,Sd,Stabilized dunes,sed.Q.qsd.eol.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Eolian deposits,No data,no data,fine grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
362742.1386,892270.1502,LS_1613,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
362554.2341,891592.24,LS_1614,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
362181.5948,891761.4986,LS_1615,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
361727.9334,887886.9938,LS_1616,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
362990.7405,892132.995,LS_1620,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
362619.9473,884549.3909,LS_1621,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
362403.604,884415.3695,LS_1622,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
362002.8092,884595.071499999962,LS_1625,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
362987.0212,883908.6641,LS_1627,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
361997.5758,883429.427099999972,LS_1628,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
361476.174699999974,883048.1927,LS_1629,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
361218.7551,881884.4967,LS_1631,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
361489.599,879701.217399999965,LS_1635,12/8/10 0:00,na,Teyb,Yachats basalt,vol.E.ytg.yab.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,basalt,no data,no data,no data,no data,no data,no data,volcanic
413457.9623,1133922.216,LS_1636,12/3/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
413986.089,1133892.142,LS_1637,12/3/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
414156.7069,1133876.259,LS_1638,12/3/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
414401.7712,1133868.598,LS_1639,12/3/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
420374.4744,1132133.622,LS_1640,12/3/10 0:00,na,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
429779.3216,1124485.658,LS_1642,12/3/10 0:00,na,Tt,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,no data,no data,no data,no data,no data,no data,sedimentary
412411.6255,1151390.652,LS_1643,12/2/10 0:00,na,Qal,Alluvial Deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,no data,no data,no data,no data,no data,no data,surficial sediments
412043.8581,1150752.149,LS_1645,12/2/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
411873.4561,1150331.612,LS_1646,12/2/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
411444.3125,1149703.15699999989,LS_1648,12/2/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
409793.1535,1146933.958,LS_1649,12/2/10 0:00,na,Tbns,"Nestucca Formation, Basalt, breccia, and pillows",vlc.E.ytg.yab.nd.nd.bxa,volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,no data,breccia,no data,no data,no data,no data,no data,no data,volcanic
410129.2429,1146641.357,LS_1651,12/2/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
411040.4079,1145764.257,LS_1652,12/2/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
411089.5477,1145292.436,LS_1653,12/2/10 0:00,na,Tns,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,no data,no data,no data,no data,no data,no data,sedimentary
