X,Y,REF_ID_COD,UNIQUE_ID,DATE,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,nlcd_2006_
511794.3747,1309161.806,BurnWJunpub2014,LS_11827,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,82
511191.0761,1309791.147,BurnWJunpub2014,LS_11828,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
534589.5135,1302035.07,BurnWJunpub2014,LS_11829,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,21
510318.6801,1302621.008,BurnWJunpub2014,LS_11830,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
515457.5692,1295602.779,BurnWJunpub2014,LS_11831,2005-2009,Trsk,Sandstone of Trask River,srm.E.upg.trf.nd.nd.trb,marine sedimentary rocks,Eocene,Umpqua Group,Trask River Formation,No data,no data,turbidite,82
508048.7149,1296175.695,BurnWJunpub2014,LS_11832,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,82
524376.8399,1290715.626,BurnWJunpub2014,LS_11833,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,90
490800.4511,1305107.987,BurnWJunpub2014,LS_11834,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,82
490670.2428,1304964.758,BurnWJunpub2014,LS_11835,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,82
490505.312,1304700.001,BurnWJunpub2014,LS_11836,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,82
489945.4163,1315685.244,BurnWJunpub2014,LS_11837,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,11
481039.1663,1320489.931,BurnWJunpub2014,LS_11838,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
505639.8609,1327707.813,BurnWJunpub2014,LS_11839,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
508782.2218,1331618.404,BurnWJunpub2014,LS_11840,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
507731.8747,1332456.077,BurnWJunpub2014,LS_11841,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
475728.0003,1323609.175,BurnWJunpub2014,LS_11842,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
454369.4934,1319585.738,BurnWJunpub2014,LS_11843,2005-2009,Qt,Older fluvial and estuarine deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,82
454313.0699,1319503.272,BurnWJunpub2014,LS_11844,2005-2009,Qt,Older fluvial and estuarine deposits,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,82
450293.9728,1316313.168,BurnWJunpub2014,LS_11845,2005-2009,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,82
452030.0837,1316977.231,BurnWJunpub2014,LS_11846,2005-2009,Tn,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,82
458848.6601,1317493.724,BurnWJunpub2014,LS_11847,2005-2009,Tbs,Basaltic sandstone at Roy Creek,srm.E.nhg.nd.nd.nd.bsd,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,No data,no data,basaltic sandstone,90
478896.4032,1316061.432,BurnWJunpub2014,LS_11848,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,90
461834.7713,1311213.342,BurnWJunpub2014,LS_11849,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
461196.7503,1310696.849,BurnWJunpub2014,LS_11850,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,21
461131.6463,1311781.918,BurnWJunpub2014,LS_11851,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
475958.0351,1301916.467,BurnWJunpub2014,LS_11852,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
446651.7562,1298303.909,BurnWJunpub2014,LS_11853,2005-2009,Tn,Nestucca Formation,srm.E.nhg.nes.nd.nd.sms,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,No data,no data,slope mudstone,82
466152.6243,1297822.138,BurnWJunpub2014,LS_11854,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,90
470432.1381,1293633.77,BurnWJunpub2014,LS_11855,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
442111.8258,1318763.978,BurnWJunpub2014,LS_11856,2005-2009,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,82
436109.2215,1321259.638,BurnWJunpub2014,LS_11857,2005-2009,Tbc,Sandstone of Bewley Creek,srm.M.ypb.nd.nd.nd.dsd,marine sedimentary rocks,Miocene,Yaquina-Pittsburg Bluff Group,No data,No data,no data,deltaic sandstone,21
432871.3743,1324987.937,BurnWJunpub2014,LS_11858,2005-2009,Tbc,Sandstone of Bewley Creek,srm.M.ypb.nd.nd.nd.dsd,marine sedimentary rocks,Miocene,Yaquina-Pittsburg Bluff Group,No data,No data,no data,deltaic sandstone,82
443526.7562,1333915.888,BurnWJunpub2014,LS_11859,2005-2009,Tbc,Sandstone of Bewley Creek,srm.M.ypb.nd.nd.nd.dsd,marine sedimentary rocks,Miocene,Yaquina-Pittsburg Bluff Group,No data,No data,no data,deltaic sandstone,82
443999.8465,1338633.77,BurnWJunpub2014,LS_11860,2005-2009,Tbc,Sandstone of Bewley Creek,srm.M.ypb.nd.nd.nd.dsd,marine sedimentary rocks,Miocene,Yaquina-Pittsburg Bluff Group,No data,No data,no data,deltaic sandstone,82
437558.8743,1337518.319,BurnWJunpub2014,LS_11861,2005-2009,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,82
437502.4508,1337744.013,BurnWJunpub2014,LS_11862,2005-2009,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,82
437615.2979,1337913.284,BurnWJunpub2014,LS_11863,2005-2009,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,82
431473.8048,1338008.77,BurnWJunpub2014,LS_11864,2005-2009,Tgr,Grande Ronde Basalt,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,82
431551.9298,1336750.09,BurnWJunpub2014,LS_11865,2005-2009,Tgr,Grande Ronde Basalt,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,82
431816.6867,1336537.416,BurnWJunpub2014,LS_11866,2005-2009,Tgr,Grande Ronde Basalt,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,82
431465.1243,1359805.645,BurnWJunpub2014,LS_11867,2005-2009,Tac,Cannon Beach member,srm.M.asg.ast.cnn.nd.sms,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope mudstone,82
430842.873,1371677.462,BurnWJunpub2014,LS_11868,2005-2009,Tgr,Grande Ronde Basalt,vol.M.cr.gr.nd.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,no data,basalt,82
427218.7411,1381126.247,BurnWJunpub2014,LS_11869,2005-2009,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,82
426749.9911,1382085.448,BurnWJunpub2014,LS_11870,2005-2009,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,82
430365.4426,1385015.136,BurnWJunpub2014,LS_11871,2005-2009,Tac,Cannon Beach member,srm.M.asg.ast.cnn.nd.sms,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope mudstone,82
430539.0538,1383791.177,BurnWJunpub2014,LS_11872,2005-2009,Tac,Cannon Beach member,srm.M.asg.ast.cnn.nd.sms,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope mudstone,90
430799.4705,1383895.344,BurnWJunpub2014,LS_11873,2005-2009,Tac,Cannon Beach member,srm.M.asg.ast.cnn.nd.sms,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,no data,slope mudstone,82
430734.3661,1383706.542,BurnWJunpub2014,LS_11874,2005-2009,Taa,Angora Peak member,srm.M.asg.ast.ang.nd.dsd,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Angora Peak member,no data,deltaic sandstone,82
489987.9416,1338179.583,BurnWJunpub2014,LS_11875,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
509867.8045,1347800.101,BurnWJunpub2014,LS_11876,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
509081.1913,1347156.509,BurnWJunpub2014,LS_11877,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
486584.0515,1351895.258,BurnWJunpub2014,LS_11878,2005-2009,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
489158.4222,1353072.794,BurnWJunpub2014,LS_11879,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
493587.2933,1360261.963,BurnWJunpub2014,LS_11880,2005-2009,Tsf,"Tillamook Volcanics, subaerial dacite, rhyodacite, rhyolite",vol.E.ytg.tlv.nd.nd.fel,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,felsic composition lithologies,82
508432.831,1363027.027,BurnWJunpub2014,LS_11881,2005-2009,Tpb,"Tillamook Volcanics, submarine basalt",vol.E.ytg.tlv.nd.nd.pil,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,pillow lavas,82
496304.6847,1368514.251,BurnWJunpub2014,LS_11882,2005-2009,Tpb,"Tillamook Volcanics, submarine basalt",vol.E.ytg.tlv.nd.nd.pil,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,pillow lavas,21
496371.4275,1368657.271,BurnWJunpub2014,LS_11883,2005-2009,Tpb,"Tillamook Volcanics, submarine basalt",vol.E.ytg.tlv.nd.nd.pil,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,pillow lavas,82
496814.7913,1368294.953,BurnWJunpub2014,LS_11884,2005-2009,Tpb,"Tillamook Volcanics, submarine basalt",vol.E.ytg.tlv.nd.nd.pil,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,pillow lavas,82
508490.0394,1372447.317,BurnWJunpub2014,LS_11885,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
485082.3353,1377683.951,BurnWJunpub2014,LS_11886,2005-2009,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
485315.9774,1377790.555,BurnWJunpub2014,LS_11887,2005-2009,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
485755.9147,1377843.711,BurnWJunpub2014,LS_11888,2005-2009,Tpb,"Tillamook Volcanics, submarine basalt",vol.E.ytg.tlv.nd.nd.pil,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,pillow lavas,82
487070.3215,1378354.068,BurnWJunpub2014,LS_11889,2005-2009,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
487199.04,1378673.48,BurnWJunpub2014,LS_11890,2005-2009,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
487485.0814,1377395.83,BurnWJunpub2014,LS_11891,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
486698.4682,1378020.353,BurnWJunpub2014,LS_11892,2005-2009,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",vol.E.ytg.tlv.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
506807.1637,1382020.162,BurnWJunpub2014,LS_11893,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
506235.0814,1382296.669,BurnWJunpub2014,LS_11894,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,21
505291.1453,1382868.751,BurnWJunpub2014,LS_11895,2005-2009,Tbr,Submarine basalt tuff and breccia,mvl.E.ytg.tlv.nd.nd.bas,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,No data,no data,basalt,82
497010.253,1382339.575,BurnWJunpub2014,LS_11896,2005-2009,Tet,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
466894.3885,1351336.184,BurnWJunpub2014,LS_11897,2005-2009,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,82
462875.2913,1350782.365,BurnWJunpub2014,LS_11898,2005-2009,Qf,Fluvial and estuarine deposits,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,41
456638.312,1341793.65,BurnWJunpub2014,LS_11899,2005-2009,Tal,Alsea Formation,srm.EO.kag.als.nd.nd.tfx,marine sedimentary rocks,Eocene/Oligocene,Keasey-Alsea Group,Alsea Formation,No data,no data,tuffaceous sedimentary rocks,82
516239.2641,1379960.957,BurnWJunpub2014,LS_11900,2005-2009,Tet,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
520514.4377,1381319.464,BurnWJunpub2014,LS_11901,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
532749.6808,1381271.721,BurnWJunpub2014,LS_11902,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,90
541438.917,1380603.318,BurnWJunpub2014,LS_11903,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,52
545731.4518,1379539.95,BurnWJunpub2014,LS_11904,2005-2009,Trsk,Sandstone of Trask River,srm.E.upg.trf.nd.nd.trb,marine sedimentary rocks,Eocene,Umpqua Group,Trask River Formation,No data,no data,turbidite,81
544464.0906,1380985.263,BurnWJunpub2014,LS_11905,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,41
522211.4862,1377222.242,BurnWJunpub2014,LS_11906,2005-2009,Tet,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
520614.2641,1375815.992,BurnWJunpub2014,LS_11907,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,82
513656.7989,1378012.172,BurnWJunpub2014,LS_11908,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,82
539194.9934,1372760.436,BurnWJunpub2014,LS_11909,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,90
528326.9377,1370681.443,BurnWJunpub2014,LS_11910,2005-2009,Trsk,Sandstone of Trask River,srm.E.upg.trf.nd.nd.trb,marine sedimentary rocks,Eocene,Umpqua Group,Trask River Formation,No data,no data,turbidite,21
527619.4724,1370542.554,BurnWJunpub2014,LS_11911,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
527630.7572,1370628.492,BurnWJunpub2014,LS_11912,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
527432.8406,1370299.499,BurnWJunpub2014,LS_11913,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
521868.6043,1370737.867,BurnWJunpub2014,LS_11914,2005-2009,Tet,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
519872.0768,1370399.325,BurnWJunpub2014,LS_11915,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
518335.6184,1370972.242,BurnWJunpub2014,LS_11916,2005-2009,Tet,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
518465.8268,1371163.214,BurnWJunpub2014,LS_11917,2005-2009,Tet,Tyee Formation,srm.E.tyg.tye.tym.nd.trb,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,no data,turbidite,82
515275.7224,1367573.804,BurnWJunpub2014,LS_11918,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,82
521260.9656,1368480.922,BurnWJunpub2014,LS_11919,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
526499.6808,1368324.672,BurnWJunpub2014,LS_11920,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
524537.8753,1365477.45,BurnWJunpub2014,LS_11921,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,23
539494.4724,1363767.381,BurnWJunpub2014,LS_11922,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,23
531217.5627,1362556.443,BurnWJunpub2014,LS_11923,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
527554.3684,1364908.874,BurnWJunpub2014,LS_11924,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
527194.1253,1363663.214,BurnWJunpub2014,LS_11925,2005-2009,Thpb,Basalt of Hembre Ridge,vol.E.hmb.nd.nd.nd.pil,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,pillow lavas,82
525154.1946,1360815.992,BurnWJunpub2014,LS_11926,2005-2009,Ths,"Basalt of Hembre Ridge, basaltic sandstone",srm.E.hmb.nd.nd.nd.trb,marine sedimentary rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,turbidite,21
525258.3612,1360980.922,BurnWJunpub2014,LS_11927,2005-2009,Ths,"Basalt of Hembre Ridge, basaltic sandstone",srm.E.hmb.nd.nd.nd.trb,marine sedimentary rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,No data,no data,turbidite,82
524260.0974,1361427.971,BurnWJunpub2014,LS_11928,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,21
534281.7989,1360824.672,BurnWJunpub2014,LS_11929,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,82
526625.5489,1356549.499,BurnWJunpub2014,LS_11930,2005-2009,Tsbr,"Siletz River Volcanics, basalt lapilli breccia unit",mvl.PaE.stz.srv.nd.nd.bas,marine volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,no data,basalt,11
510826.9377,1349110.263,BurnWJunpub2014,LS_11931,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
512428.5003,1347586.825,BurnWJunpub2014,LS_11932,2005-2009,Ty,Yamhill Formation,srm.E.eyg.yhl.nd.nd.sms,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,no data,slope mudstone,82
541872.9446,1347196.2,BurnWJunpub2014,LS_11933,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,23
541807.8406,1347335.089,BurnWJunpub2014,LS_11934,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,21
517680.2362,1337161.478,BurnWJunpub2014,LS_11935,2005-2009,Tidb,Diabase,intr.E.cig.dlf.nd.nd.bas,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,no data,basalt,82
