X,Y,REF_ID_COD,UNIQUE_ID,DATE,MAP_UNIT_L,MAP_UNIT_N,G_MRG_U_L,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,UNIT,G_ROCK_TYP,nlcd_2006_
876141.4521,1179427.945,HoffRJ2000,LS_3820,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,52
877105.4721,1178275.764,HoffRJ2000,LS_3821,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,41
877446.102,1178332.594,HoffRJ2000,LS_3822,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,42
877937.8146,1177784.745,HoffRJ2000,LS_3823,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
878000.5348,1178125.375,HoffRJ2000,LS_3824,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,42
877894.1529,1178072.01,HoffRJ2000,LS_3825,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,42
876016.0118,1173923.813,HoffRJ2000,LS_3826,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
872554.9646,1180048.217,HoffRJ2000,LS_3827,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,81
873890.1083,1179503.14,HoffRJ2000,LS_3828,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,52
873156.8707,1180947.091,HoffRJ2000,LS_3829,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,71
873043.5584,1180964.417,HoffRJ2000,LS_3830,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,71
873075.4383,1180901.004,HoffRJ2000,LS_3831,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,42
867305.1785,1171102.789,HoffRJ2000,LS_3832,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,52
865355.6539,1173742.583,HoffRJ2000,LS_3833,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,42
871037.5512,1172760.197,HoffRJ2000,LS_3834,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
870358.7175,1175189.306,HoffRJ2000,LS_3835,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,81
870098.1339,1174316.767,HoffRJ2000,LS_3836,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,42
867688.7766,1175301.925,HoffRJ2000,LS_3837,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,41
874643.0974,1171063.286,HoffRJ2000,LS_3838,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,41
875387.4236,1173527.047,HoffRJ2000,LS_3839,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
876757.2192,1173140.677,HoffRJ2000,LS_3840,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,81
877086.7602,1172714.803,HoffRJ2000,LS_3841,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,82
878371.3117,1173851.044,HoffRJ2000,LS_3842,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
878654.7654,1174391.616,HoffRJ2000,LS_3843,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
879333.9459,1173571.748,HoffRJ2000,LS_3844,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,81
879149.2503,1173458.09,HoffRJ2000,LS_3845,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,81
879803.4813,1176663.058,HoffRJ2000,LS_3846,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,42
865809.2493,1170394.155,HoffRJ2000,LS_3847,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,41
865092.645,1169558.001,HoffRJ2000,LS_3848,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,71
865040.6667,1169395.829,HoffRJ2000,LS_3849,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,41
864748.2034,1168706.947,HoffRJ2000,LS_3850,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,81
863847.9432,1169124.85,HoffRJ2000,LS_3851,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,90
863342.023,1169413.155,HoffRJ2000,LS_3852,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,71
863223.1667,1169484.538,HoffRJ2000,LS_3853,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,71
862979.5627,1169482.113,HoffRJ2000,LS_3854,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,42
862730.7608,1169385.78,HoffRJ2000,LS_3855,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,43
862539.4816,1169238.855,HoffRJ2000,LS_3856,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,41
862347.8556,1169052.081,HoffRJ2000,LS_3857,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,41
862273.7001,1168845.555,HoffRJ2000,LS_3858,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,41
862010.6913,1168727.738,HoffRJ2000,LS_3859,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,90
864079.7654,1167478.531,HoffRJ2000,LS_3860,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,43
867155.4816,1166618.467,HoffRJ2000,LS_3861,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,23
866750.399,1166657.97,HoffRJ2000,LS_3862,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,41
866672.4321,1166648.961,HoffRJ2000,LS_3863,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,42
866610.4049,1166629.902,HoffRJ2000,LS_3864,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,71
866524.1211,1166599.062,HoffRJ2000,LS_3865,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,41
866384.4734,1166638.912,HoffRJ2000,LS_3866,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,41
866281.5568,1166601.488,HoffRJ2000,LS_3867,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,43
866193.1942,1166565.796,HoffRJ2000,LS_3868,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,43
865921.1755,1166410.555,HoffRJ2000,LS_3869,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,42
865799.8934,1166356.151,HoffRJ2000,LS_3870,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,52
865727.4705,1166215.464,HoffRJ2000,LS_3871,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
865589.9019,1166225.166,HoffRJ2000,LS_3872,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,81
865451.6401,1166283.728,HoffRJ2000,LS_3873,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,43
864655.6824,1164692.853,HoffRJ2000,LS_3874,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,42
863780.7182,1164408.359,HoffRJ2000,LS_3875,Feb-96,Tr,Rhododendron Formation,vol.M.lwc.rho.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,no data,andesite,42
864403.4154,1168419.334,HoffRJ2000,LS_3876,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,43
862547.105,1161351.355,HoffRJ2000,LS_3877,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,41
862667.001,1161265.072,HoffRJ2000,LS_3878,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,41
884067.4163,1174733.285,HoffRJ2000,LS_3879,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,11
883938.8573,1174659.476,HoffRJ2000,LS_3880,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,11
868208.211,1166288.58,HoffRJ2000,LS_3881,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,23
867982.2795,1166443.474,HoffRJ2000,LS_3882,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,42
867616.0075,1166540.154,HoffRJ2000,LS_3883,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,24
867330.128,1166568.222,HoffRJ2000,LS_3884,Feb-96,Qyt,Younger till,sed.Q.qsd.glc.cab.sut.mix,sediments,Quaternary,Quaternary surficial deposits,Glacial deposits,Cabot Creek glaciation,Suttle Lake advance,mixed grained sediments,23
906509.4724,1183720.295,HoffRJ2000,LS_3885,Feb-96,Qal,Alluvium,sed.Q.qsd.al.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,no data,mixed grained sediments,71
906297.0551,1183630.2,HoffRJ2000,LS_3886,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,52
902633.6401,1182403.171,HoffRJ2000,LS_3887,Feb-96,Tn,Andesite of Nohorn Creek,vol.M.lwc.nd.nd.nd.and,volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,andesite,42
902416.7182,1182260.404,HoffRJ2000,LS_3888,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,42
897355.0928,1179673.975,HoffRJ2000,LS_3889,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
897204.3563,1179584.226,HoffRJ2000,LS_3890,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
894130.7192,1177909.839,HoffRJ2000,LS_3891,Feb-96,Tiqa,Quartz Andesite,intr.M.lwc.nd.nd.nd.int,intrusive rocks,Miocene,Late Western Cascade Volcanics,No data,No data,no data,intermediate composition lithologies,41
902246.2303,1182011.256,HoffRJ2000,LS_3892,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,41
899732.5702,1180297.712,HoffRJ2000,LS_3893,Feb-96,Qls,Landslide deposits,sed.Q.qsd.ls.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,no data,mixed grained sediments,82
830702.5607,1384762.154,HoffRJ2000,LS_3894,1996,Ttfh,Hyaloclastic sandstone member,vlc.MPl.wg.trt.hys.nd.cse,volcaniclastic rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,Hyaloclastic sandstone member,no data,coarse grained sediments,41
834684.7749,1375365.556,HoffRJ2000,LS_3895,1996,Qe,Estacada formation,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,43
834093.9573,1376054.093,HoffRJ2000,LS_3896,1996,Tt,Troutdale Formation,vlc.MPl.wg.trt.nd.nd.mix,volcaniclastic rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,No data,no data,mixed grained sediments,41
856229.689,1386263.281,HoffRJ2000,LS_3897,1996,Tf,"Columbia River Basalt Group, Wanapum Basalt, Frenchman Springs Member",vol.M.cr.wp.fs.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,no data,basalt,82
833677.7861,1381643.469,HoffRJ2000,LS_3898,1996,Qe,Estacada formation,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,41
833775.5049,1381214.477,HoffRJ2000,LS_3899,1996,Qe,Estacada formation,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,43
833860.4026,1381003.446,HoffRJ2000,LS_3900,1996,Qe,Estacada formation,sed.Q.qsd.ter.nd.nd.mix,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,no data,mixed grained sediments,42
835388.5581,1386047.399,HoffRJ2000,LS_3901,1996/1997,QTb,Boring Lava,vol.PPl.bvf.pdb.brb.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,Basalt of Broughton Bluff,no data,basalt,42
858045.1102,1376407.89,HoffRJ2000,LS_3902,1996,Tt,Troutdale Formation,vlc.MPl.wg.trt.nd.nd.mix,volcaniclastic rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,No data,no data,mixed grained sediments,41
883604.8114,1389500.476,HoffRJ2000,LS_3903,1996,QTtu,"Troutdale Formation, Upper Member",vlc.MPl.wg.trt.hys.nd.cse,volcaniclastic rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,Hyaloclastic sandstone member,no data,coarse grained sediments,90
885064.0095,1387252.597,HoffRJ2000,LS_3904,1996,QTtu,"Troutdale Formation, Upper Member",vlc.MPl.wg.trt.hys.nd.cse,volcaniclastic rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,Hyaloclastic sandstone member,no data,coarse grained sediments,81
869321.5814,1379056.347,HoffRJ2000,LS_3905,1996,Qb5a,Quaternary basaltic and andesitic rocks,vol.PPl.bvf.nwc.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Northwest Cascade Volcanoes,No data,no data,basalt,21
870554.1549,1378827.297,HoffRJ2000,LS_3906,1996,Qb5a,Quaternary basaltic and andesitic rocks,vol.PPl.bvf.nwc.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Northwest Cascade Volcanoes,No data,no data,basalt,41
782298.4934,1389595.076,HoffRJ2000,LS_3907,1996,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,22
782303.6909,1389651.905,HoffRJ2000,LS_3908,1996,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,22
782315.1263,1389718.091,HoffRJ2000,LS_3909,1996,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,22
783244.4944,1388563.484,HoffRJ2000,LS_3910,1996/1997,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,41
753406.997,1366275.283,HoffRJ2000,LS_3911,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,52
751780.0833,1363677.419,HoffRJ2000,LS_3912,9-Feb-96,Tfg,Basalt of Ginko,vol.M.cr.wp.fs.gk.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,Basalt of Ginkgo,basalt,52
754989.9029,1359568.725,HoffRJ2000,LS_3913,1996/1997,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,41
754632.6401,1360107.218,HoffRJ2000,LS_3914,1997,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,41
752400.0085,1357115.706,HoffRJ2000,LS_3915,9-Feb-96,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,41
749696.4551,1352198.926,HoffRJ2000,LS_3916,1996,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,81
748930.2982,1369498.964,HoffRJ2000,LS_3917,1996/1997,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
749048.8084,1369510.745,HoffRJ2000,LS_3918,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
749059.897,1369688.164,HoffRJ2000,LS_3919,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
749249.0971,1369581.782,HoffRJ2000,LS_3920,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
749261.2254,1369440.055,HoffRJ2000,LS_3921,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
749186.377,1369200.61,HoffRJ2000,LS_3922,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
749234.8898,1369304.219,HoffRJ2000,LS_3923,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,41
753764.6063,1349763.58,HoffRJ2000,LS_3924,9-Feb-96,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,52
752434.314,1347834.5,HoffRJ2000,LS_3925,9-Feb-96,Twh,Basalt of Waverly Heights and associated undifferentiated sedimentary rocks,vol.E.ytg.wav.nd.nd.bas,volcanic rocks,Eocene,Yachats-Tillamook Group,Basalt of Waverly Heights,No data,no data,basalt,41
754473.9337,1340891.615,HoffRJ2000,LS_3926,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,22
753613.8698,1366336.964,HoffRJ2000,LS_3927,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,41
753616.9885,1366301.965,HoffRJ2000,LS_3928,9-Feb-96,Tgo,Ortley unit,vol.M.cr.gr.ort.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,no data,basalt,41
741644.3576,1332218.899,HoffRJ2000,LS_3929,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,41
748247.6529,1330886.874,HoffRJ2000,LS_3930,9-Feb-96,Qff,"Catastrophic flood deposits, fine grained facies",sed.Q.qsd.mf.nd.nd.fine,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,no data,fine grained sediments,11
754877.9767,1371760.01,HoffRJ2000,LS_3931,9-Feb-96,Tgsb,Sentinel Bluffs unit,vol.M.cr.gr.sbf.nd.bas,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,no data,basalt,41
748967.376,1361851.256,HoffRJ2000,LS_3932,9-Feb-96,QTh,Hillsboro Formation,srt.PPl.wg.hsb.nd.nd.fine,terrestrial sedimentary rocks,Pliocene/Pleistocene,Willamette Group,Hillsboro Formation,No data,no data,fine grained sediments,81
737383.541,1354243.397,HoffRJ2000,LS_3933,9-Feb-96,Qtvu,Undifferentiated Boring Lava,vol.PPl.bvf.pdb.nd.nd.bas,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,no data,basalt,41
