LAT
25.063002
25.188002
25.313002
25.438002
25.563002
25.688002
25.813002
25.938002
26.063002
26.188002
26.313002
26.438002
26.563002
26.688002
26.813002
26.938002
27.063002
27.188002
27.313002
27.438002
27.563002
27.688002
27.813002
27.938002
28.063002
28.188002
28.313002
28.438002
28.563002
28.688002
28.813002
28.938002
29.063002
29.188002
29.313002
29.438002
29.563002
29.688002
29.813002
29.938002
30.063002
30.188002
30.313002
30.438002
30.563002
30.688002
30.813002
30.938002
31.063002
31.188002
31.313002
31.438002
31.563002
31.688002
31.813002
31.938002
32.063004
32.188004
32.313004
32.438004
32.563004
32.688004
32.813004
32.938004
33.063004
33.188004
33.313004
33.438004
33.563004
33.688004
33.813004
33.938004
34.063004
34.188004
34.313004
34.438004
34.563004
34.688004
34.813004
34.938004
35.063004
35.188004
35.313004
35.438004
35.563004
35.688004
35.813004
35.938004
36.063004
36.188004
36.313004
36.438004
36.563004
36.688004
36.813004
36.938004
37.063004
37.188004
37.313004
37.438004
37.563004
37.688004
37.813004
37.938004
38.063004
38.188004
38.313004
38.438004
38.563004
38.688004
38.813004
38.938004
39.063004
39.188004
39.313004
39.438004
39.563004
39.688004
39.813004
39.938004
40.063004
40.188004
40.313004
40.438004
40.563004
40.688004
40.813004
40.938004
41.063004
41.188004
41.313004
41.438004
41.563004
41.688004
41.813004
41.938004
42.063004
42.188004
42.313004
42.438004
42.563004
42.688004
42.813004
42.938004
43.063004
43.188004
43.313004
43.438004
43.563004
43.688004
43.813004
43.938004
44.063004
44.188004
44.313004
44.438004
44.563004
44.688004
44.813004
44.938004
45.063004
45.188004
45.313004
45.438004
45.563004
45.688004
45.813004
45.938004
46.063004
46.188004
46.313004
46.438004
46.563004
46.688004
46.813004
46.938004
47.063004
47.188004
47.313004
47.438004
47.563004
47.688004
47.813004
47.938004
48.063004
48.188004
48.313004
48.438004
48.563004
48.688004
48.813004
48.938004
49.063004
49.188004
49.313004
49.438004
49.563004
49.688004
49.813004
49.938004
50.063004
50.188004
50.313004
50.438004
50.563004
50.688004
50.813004
50.938004
51.063004
51.188004
51.313004
51.438004
51.563004
51.688004
51.813004
51.938004
52.063004
52.188004
52.313004
52.438004
52.563004
52.688004
52.813004
52.938004
