UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS,Annual_Cos,Repair_Cos,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,G_ROCK_TYP,nlcd_2006_,Slope
LS_4534,-123.0595052,45.73334522,Feb-96,Flow,0,0,Ts,Scappoose Formation,marine sedimentary rocks,Oligocene/Miocene,Astoria Group,Scappoose Formation,No data,shelf sandstone,21,10.15024
LS_4535,-122.9398029,45.61749729,Feb-96,Slide-Rotational/Flow,0,0,Tcr,Columbia River Basalt Group,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,81,29.54962
LS_4536,-122.9432255,45.61776618,Feb-96,Slide-Rotational,0,0,Tcr,Columbia River Basalt Group,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,42,3.69785
LS_4537,-122.9941059,45.64437613,Feb-96,Flow,0,0,Tgww,Basalt of Winter Water,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Winter Water,basalt,82,8.58109
LS_4538,-122.979638,45.65358088,Feb-96,Flow,0,0,Qls2,Surficial landslides,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,Surficial landslide,mixed grained sediments,41,2.06914
LS_4539,-123.178664,45.70995717,Feb-96,Flow,0,0,Tpb,Pittsburg Bluff Formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,shelf sandstone,82,5.53719
LS_4540,-123.2026448,45.74444736,Feb-96,Flow,0,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,No data,tuffaceous sedimentary rocks,82,1.30898
LS_4541,-123.2522372,45.70429387,Feb-96,Flow,0,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,No data,tuffaceous sedimentary rocks,82,7.69266
LS_4542,-123.2520511,45.70049055,Feb-96,Flow,0,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,No data,tuffaceous sedimentary rocks,82,3.81133
LS_4543,-123.2541522,45.70073304,Feb-96,Flow,0,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,No data,tuffaceous sedimentary rocks,82,3.69785
LS_4544,-123.289344,45.70222959,Feb-96,Flow,0,0,Tk,Keasey Formation,marine sedimentary rocks,Eocene,Keasey-Alsea Group,Keasey Formation,No data,tuffaceous sedimentary rocks,82,7.42183
LS_4545,-123.2888231,45.65771586,Feb-96,Flow,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,2.77507
LS_4546,-123.2849815,45.65605126,Feb-96,Flow,0,0,Qf,Fluvial and estuarine deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,0
LS_4547,-123.2072298,45.5937514,Feb-96,Slide-Rotational/Flow,0,0,Tms,Marine sedimentary rocks,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,shelf sandstone,82,27.72413
LS_4548,-123.2229891,45.57433817,Feb-96,Slide-Rotational/Flow,0,0,Tbs,Submarine basalt??Submarine Basalt,volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,pillow lavas,90,8.25133
LS_4549,-123.2373232,45.59479724,Feb-96,Flow,0,0,Ti,"Intrusive rocks, undivided",intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,basalt,82,2.15906
LS_4550,-123.2049213,45.58911939,Feb-96,Flow,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,82,25.12933
LS_4551,-123.1572116,45.55039137,Feb-96,Flow,0,0,Tms,Marine sedimentary rocks,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,shelf sandstone,81,16.37849
LS_4552,-123.1530198,45.54990286,Feb-96,Flow,0,0,Tms,Marine sedimentary rocks,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,shelf sandstone,52,19.95756
LS_4553,-123.1718363,45.49790896,Feb-96,Flow,0,0,Tv2,Tillamook Volcanics,volcanic rocks,Paleocene/Eocene,Siletz Terrane,Siletz River Volcanics,No data,basalt,52,8.58109
LS_4554,-123.0569414,45.46101459,Feb-96,Flow,0,0,Tgl,"Grande Ronde Basalt, Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,41,16.03579
LS_4555,-123.1397514,45.62785563,Feb-96,Flow,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,90,9.28774
LS_4556,-123.1649525,45.62506613,Feb-96,Flow,0,0,Qns,Nonmarine sedimentary deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,90,6.08663
LS_4557,-123.0322965,45.67870531,Feb-96,Flow,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,41,11.36972
LS_4558,-123.2018105,45.60924509,Feb-96,Slide-Rotational/Flow,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,82,14.00908
LS_4559,-122.4168288,45.31881111,Feb-96,Slide-Rotational/Flow,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,52,10.262
LS_4560,-122.4616391,45.32904646,Feb-96,Slide-Rotational/Flow,0,0,Tts,Troutdale Formation volcaniclastic sandstone,volcaniclastic rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,No data,sandstone,43,10.41629
LS_4561,-122.5396367,45.36549628,Jan-97,Slide-Rotational/Flow,0,0,Tt,Troutdale Formation,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,No data,mixed lithologies,71,12.39452
LS_4562,-122.2334738,45.4288234,Oct-97,Flow,0,0,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,43,7.36515
LS_4563,-122.3832111,45.43270822,May-98,Flow,0,0,QTs,Springwater Formation,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,No data,mixed lithologies,41,11.58978
LS_4564,-122.4714444,45.38613625,Feb-96,Slide-Rotational,0,0,Qst3,Strath Terrace,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,24,2.92493
LS_4565,-122.3958201,45.37286112,Feb-96, ,0,0,water,no data,no data,no data,no data,no data,no data,no data,81,0
LS_4566,-122.6867429,45.50683365,Feb-96,Flow,0,0,Tgsb,Sentinel Bluffs unit,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,basalt,81,29.54074
LS_4567,-122.7402884,45.5814897,Feb-96,Slide,0,0,Qff,"Catastrophic flood deposits, fine grained facies",sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,41,15.99567
LS_4568,-122.7397294,45.5811791,Feb-96,Slide,0,0,Qff,"Catastrophic flood deposits, fine grained facies",sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,41,3.08285
LS_4569,-122.7392547,45.58073855,Feb-96,Slide,0,0,Qff,"Catastrophic flood deposits, fine grained facies",sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,No data,fine grained sediments,41,9.82064
LS_4570,-122.6912712,45.50057711,Feb-96,Flow,0,0,Tgo,Ortley unit,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Ortley,basalt,41,17.14243
LS_4571,-122.7041031,45.50957207,Feb-96,Flow,0,0,Tfg,Basalt of Ginko,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,81,24.5724
LS_4572,-122.7117224,45.50573563,Feb-96,Slide-Rotational/Flow,0,0,Tfg,Basalt of Ginko,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,41,16.27398
LS_4573,-123.1464852,45.6230325,Feb-96,Flow,0,0,Tc,"Columbia River Basalt Group, undivided",volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,82,18.81242
LS_4574,-123.247628,45.48175134,Feb-96,Flow,0,0,Tv,Tillamook Volcanics,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,No data,basalt,71,15.95274
LS_4575,-122.8124838,45.42249912,Feb-96,Slide-Rotational,0,0,Tcr,Columbia River Basalt Group,volcanic rocks,Miocene,Columbia River Basalt Group,No data,No data,basalt,11,12.58051
LS_4576,-122.9550849,45.27931064,Feb-96,Slide,0,0,Qalc,Floodplain deposits of the Willamette River and major tributaries,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,90,2.92493
LS_4577,-122.9497738,45.27050275,Feb-96,Slide,0,0,Qalc,Floodplain deposits of the Willamette River and major tributaries,sediments,Recent,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,52,2.61659
LS_4578,-122.5731114,45.37762148,Feb-96,Slide-Rotational/Flow,0,0,Ttm,Troutdale Formation mudstone and siltstone,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,Sandy River Mudstone,mudstone,82,25.37718
LS_4579,-122.5712889,45.38300528,Jan-97,Slide-Rotational/Flow,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,16.95668
LS_4580,-122.75968,45.49840865,Feb-96,Flow,0,0,Qtvu,Undifferentiated Boring Lava,volcanic rocks,Pliocene/Pleistocene,Boring Volcanic Field,Portland Basin Volcanoes,No data,basalt,41,10.1187
LS_4581,-122.5833877,45.3476967,Feb-96,Flow,0,0,Qls,Landslides,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,52,7.58922
LS_4582,-122.5904088,45.34872784,Feb-96,Slide-Rotational/Flow,0,0,Tt,Troutdale Formation,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,No data,mixed lithologies,43,14.02788
LS_4583,-122.1550767,45.15616119,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,81,44.83713
LS_4584,-122.1553003,45.15519116,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,81,38.14748
LS_4585,-122.1420883,45.152756,Feb-96, ,0,0,Tygr3,"Grande Ronde Basalt, High MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,basalt,41,49.20115
LS_4586,-122.164729,45.14953948,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,43,26.85668
LS_4587,-122.1503102,45.14270859,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,42,46.37479
LS_4588,-122.1701443,45.14219369,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,81,23.69669
LS_4589,-122.1692847,45.1402334,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,42,29.10213
LS_4590,-122.1721183,45.1383416,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,28.93028
LS_4591,-122.1516816,45.13788529,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,42,29.30939
LS_4592,-122.1708463,45.13507342,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,81,40.77224
LS_4593,-122.1388256,45.13168574,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,82,27.49834
LS_4594,-122.1351372,45.12861957,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,43,24.06701
LS_4595,-122.1454812,45.12763571,Feb-96, ,0,0,Tygr3,"Grande Ronde Basalt, High MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,basalt,41,28.83905
LS_4596,-122.172504,45.12766363,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,52,37.99561
LS_4597,-122.1705933,45.12730329,Feb-96, ,0,0,Tyfs,"Columbia River Basalt Group, Frenchman Springs Member",volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,21,25.9214
LS_4598,-122.1796974,45.12716703,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,34.95801
LS_4599,-122.1678364,45.12595117,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,41,28.53401
LS_4600,-122.1687609,45.12297837,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,52,40.61057
LS_4601,-122.1737566,45.12270862,Feb-96, ,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,13.49329
LS_4602,-122.164529,45.11935146,Feb-96, ,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,42,18.22354
LS_4603,-122.1627805,45.1172318,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,43,19.37617
LS_4604,-122.164116,45.11712042,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,41,30.10374
LS_4605,-122.1636714,45.11664385,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,21,18.73352
LS_4606,-122.1627805,45.11615181,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,22,10.37685
LS_4607,-122.1647865,45.11141804,Feb-96, ,0,0,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,52,6.79868
LS_4608,-122.1456672,45.10916123,Feb-96, ,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,81,36.63268
LS_4609,-122.195332,45.10759089,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,21,39.18125
LS_4610,-122.1423277,45.10690792,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,35.81025
LS_4611,-122.1648844,45.10635038,Feb-96, ,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,6.08663
LS_4612,-122.1503138,45.1057611,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,41,33.25182
LS_4613,-122.144333,45.10494674,Feb-96, ,0,0,Tyfs,"Columbia River Basalt Group, Frenchman Springs Member",volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,81,18.73352
LS_4614,-122.1490424,45.10343858,Feb-96, ,0,0,Tyfs,"Columbia River Basalt Group, Frenchman Springs Member",volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,21,23.90488
LS_4615,-122.1901137,45.1027472,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,43,25.11189
LS_4616,-122.1674006,45.10182312,Feb-96, ,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,21.00959
LS_4617,-122.1505411,45.09882255,Feb-96, ,0,0,Tygr3,"Grande Ronde Basalt, High MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Member of Sentinel Bluffs,basalt,41,26.46677
LS_4618,-122.1513041,45.09879646,Feb-96, ,0,0,Tygr2,"Grande Ronde Basalt, Upper Low MgO Geochemical Type",volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,Normal magnetostratigraphic unit 2,basalt,81,27.22476
LS_4619,-122.1451023,45.09854811,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,71,17.12274
LS_4620,-122.1447532,45.09768983,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,71,14.15865
LS_4621,-122.1433851,45.09663115,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,52,15.22605
LS_4622,-122.1891918,45.09513408,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,35.28288
LS_4623,-122.1884277,45.09466035,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,22,37.70558
LS_4624,-122.1693435,45.09197536,Feb-96, ,0,0,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,21,28.12558
LS_4625,-122.1698534,45.09150217,Feb-96, ,0,0,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,81,8.32395
LS_4626,-122.1805399,45.0911433,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,43,35.76777
LS_4627,-122.1895095,45.09100908,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,71,13.52272
LS_4628,-122.166004,45.09042148,Feb-96, ,0,0,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,81,29.36669
LS_4629,-122.2276451,45.09059896,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,27.09655
LS_4630,-122.1575759,45.0895403,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,49.18153
LS_4631,-122.1898595,45.08952183,Feb-96, ,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,41,14.22659
LS_4632,-122.1636192,45.08906677,Feb-96, ,0,0,Tlb,Little Butte Volcanic Series,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,71,29.30939
LS_4633,-122.1585313,45.08859304,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,27.00879
LS_4634,-122.1604721,45.08794064,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,34.61184
LS_4635,-122.2117726,45.08785306,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,71,37.62328
LS_4636,-122.1458421,45.08627076,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,26.85668
LS_4637,-122.146766,45.08581841,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,29.19645
LS_4638,-122.1457155,45.08563939,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,23.31105
LS_4639,-122.2000366,45.08602932,Feb-96, ,0,0,Ti,Undifferentiated Tertiary intrusions,intrusive rocks,Miocene,Late Western Cascade Volcanics,No data,No data,mixed lithologies,41,36.60747
LS_4640,-122.1826077,45.084542,Feb-96, ,0,0,Tbc,Beds of Bull Creek,volcaniclastic rocks,Miocene,Little Butte Volcanics,No data,No data,mudflow breccia,41,37.68404
LS_4641,-122.1580247,45.08433544,Feb-96, ,0,0,dike,Dikes,intrusive rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,41,26.85668
LS_4642,-122.1956157,45.08440943,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,42,9.03666
LS_4643,-122.1571342,45.08392891,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,22.66194
LS_4644,-122.1811137,45.08406742,Feb-96, ,0,0,Tbc,Beds of Bull Creek,volcaniclastic rocks,Miocene,Little Butte Volcanics,No data,No data,mudflow breccia,42,31.42873
LS_4645,-122.1317567,45.08317578,Feb-96, ,0,0,Ti,Undifferentiated Tertiary intrusions,intrusive rocks,Miocene,Late Western Cascade Volcanics,No data,No data,mixed lithologies,81,46.37479
LS_4646,-122.1974285,45.08362042,Feb-96, ,0,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,71,20.13242
LS_4647,-122.1320108,45.08295259,Feb-96, ,0,0,Ti,Undifferentiated Tertiary intrusions,intrusive rocks,Miocene,Late Western Cascade Volcanics,No data,No data,mixed lithologies,90,33.19855
LS_4648,-122.1322344,45.08240945,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,25.99867
LS_4649,-122.1565314,45.08255616,Feb-96, ,0,0,Ts,Sardine Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Sardine Formation,No data,andesite,41,24.71903
LS_4650,-122.1455908,45.08241638,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,33.91791
LS_4651,-122.1486755,45.08216908,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,39.40327
LS_4652,-122.1362741,45.08099582,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,21,22.59741
LS_4653,-122.1370376,45.08094701,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,81,17.19399
LS_4654,-122.1693467,45.08091291,Feb-96, ,0,0,Ti,Undifferentiated Tertiary intrusions,intrusive rocks,Miocene,Late Western Cascade Volcanics,No data,No data,mixed lithologies,41,45.26274
LS_4655,-122.2167944,45.08097829,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,34.72643
LS_4656,-122.1551969,45.08045801,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,29.84535
LS_4657,-122.1430495,45.07910217,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,25.05947
LS_4658,-122.147788,45.07883618,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,43,31.76101
LS_4659,-122.1488377,45.07856456,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,37.99032
LS_4660,-122.1472158,45.0783414,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,24.35601
LS_4661,-122.1499828,45.07824974,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,71,37.23509
LS_4662,-122.2009245,45.07825751,Feb-96, ,0,0,Tbc,Beds of Bull Creek,volcaniclastic rocks,Miocene,Little Butte Volcanics,No data,No data,mudflow breccia,31,30.25431
LS_4663,-122.1478526,45.07775146,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,25.78391
LS_4664,-122.1480109,45.07689833,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,42,30.07905
LS_4665,-122.1509689,45.0768296,Feb-96, ,0,0,Tbc,Beds of Bull Creek,volcaniclastic rocks,Miocene,Little Butte Volcanics,No data,No data,mudflow breccia,42,20.11443
LS_4666,-122.1784753,45.0769953,Feb-96, ,0,0,Tbc,Beds of Bull Creek,volcaniclastic rocks,Miocene,Little Butte Volcanics,No data,No data,mudflow breccia,81,26.05638
LS_4667,-122.2081427,45.07708366,Feb-96, ,0,0,Tr,Rhododendron Formation,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,No data,andesite,41,25.44995
