UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS,Annual_Cos,Repair_Cos
LS_1297,-123.2504468,46.09643039,8/23/10,Fill Failure,0,0
LS_1298,-123.249486,46.09625416,8/23/10,Fill Failure,0,0
LS_1299,-123.2495337,46.09630744,8/23/10,Rockfall,0,0
LS_1300,-123.2522395,46.09642039,8/23/10,Fill Failure,0,0
LS_1301,-123.2552749,46.09645249,8/23/10,Fill Failure,0,0
LS_1302,-123.2558674,46.0964419,8/23/10,Fill Failure,0,0
LS_1303,-123.2562919,46.09648112,8/23/10,Fill Failure,0,0
LS_1304,-123.2567149,46.09651863,8/23/10,Fill Failure,0,0
LS_1305,-123.2591797,46.09518974,8/23/10,Fill Failure,0,0
LS_1306,-123.2598738,46.09436611,8/23/10,Fill Failure,0,0
LS_1307,-123.2599615,46.09411052,8/23/10,Landslide,0,0
LS_1308,-123.2607457,46.09036366,8/23/10,Fill Failure,0,0
LS_1309,-123.260708,46.09138763,8/23/10,Fill Failure,0,0
LS_1310,-123.2597228,46.09196168,8/23/10,Fill Failure,0,0
LS_1311,-123.2594609,46.09221122,8/23/10,Rockfall,0,0
LS_1312,-123.2592631,46.09249244,8/23/10,Fill Failure,0,0
LS_1313,-123.2607092,46.08532419,8/23/10,Landslide,0,0
LS_1314,-123.2601901,46.08841534,8/23/10,Fill Failure,0,0
LS_1315,-123.2603334,46.08898171,8/23/10,Landslide,0,0
LS_1316,-123.2601554,46.08956228,8/23/10,Fill Failure,0,0
LS_1317,-123.2607507,46.07855784,8/23/10,Fill Failure,0,0
LS_1318,-123.2616141,46.07477146,8/23/10,Rockfall,0,0
LS_1319,-123.2606547,46.07521443,8/23/10,Fill Failure,0,0
LS_1320,-123.2604658,46.07569332,8/23/10,Landslide,0,0
LS_1321,-123.260077,46.07671244,8/23/10,Fill Failure,0,0
LS_1322,-123.2649606,46.07247828,8/23/10,Landslide,0,0
LS_1323,-123.2644953,46.07179291,8/23/10,Fill Failure,0,0
LS_1324,-123.2641559,46.070585,8/23/10,Fill Failure,0,0
LS_1325,-123.2638884,46.06063323,8/23/10,Fill Failure,0,0
LS_1326,-123.2644326,46.06076078,8/23/10,Fill Failure,0,0
LS_1327,-123.2646456,46.06129007,8/23/10,Landslide,0,0
LS_1328,-123.2629032,46.05965464,8/23/10,Fill Failure,0,0
LS_1329,-123.2631018,46.05666812,8/23/10,Fill Failure,0,0
LS_1330,-123.2635798,46.05545559,8/23/10,Fill Failure,0,0
LS_1331,-123.2631946,46.05359686,8/23/10,Fill Failure,0,0
LS_1332,-123.2621626,46.05253001,8/23/10,Fill Failure,0,0
LS_1333,-123.2612934,46.05221395,8/23/10,Fill Failure,0,0
LS_1334,-123.2534429,46.04748773,8/23/10,Landslide,0,0
LS_1335,-123.2530339,46.04719006,8/23/10,Fill Failure,0,0
LS_1336,-123.2526254,46.04620293,8/23/10,Fill Failure,0,0
LS_1337,-123.2526506,46.04595712,8/23/10,Fill Failure,0,0
LS_1338,-123.2526354,46.04563953,8/23/10,Landslide,0,0
LS_1339,-123.2519745,46.04538388,8/23/10,Landslide,0,0
LS_1340,-123.2511358,46.04475255,8/23/10,Fill Failure,0,0
LS_1341,-123.2504195,46.0435832,8/23/10,Fill Failure,0,0
LS_1342,-123.2497171,46.04297661,8/23/10,Fill Failure,0,0
LS_1343,-123.2493335,46.04274546,8/23/10,Fill Failure,0,0
LS_1344,-123.2486759,46.04204704,8/23/10,Fill Failure,0,0
LS_1345,-123.2478963,46.03769862,8/23/10,Fill Failure,0,0
LS_1346,-123.2470528,46.03902873,8/23/10,Fill Failure,0,0
LS_1347,-123.9698756,44.88427871,11/8/10,Rockfall,0,0
LS_1348,-123.969743,44.88432551,11/8/10,Rockfall,0,0
LS_1349,-123.9691098,44.88476218,11/8/10,Rockfall,0,0
LS_1350,-123.9649128,44.88590011,11/9/10,Rockfall,0,0
LS_1351,-123.9596973,44.88621585,11/9/10,Rockfall,0,0
LS_1352,-123.9582711,44.88588264,11/9/10,Rockfall,0,0
LS_1353,-123.9550947,44.88497124,11/9/10,Rockfall,0,0
LS_1354,-123.9551127,44.88497823,11/9/10,Rockfall,0,0
LS_1355,-123.9508354,44.8842809,11/9/10,Rockfall,0,0
LS_1356,-123.9396952,44.88522615,11/9/10,Rockfall,0,0
LS_1357,-123.9374985,44.88572066,11/9/10,Rockfall,0,0
LS_1358,-123.9373869,44.88570295,11/9/10,Rockfall,0,0
LS_1359,-123.9360841,44.88571573,11/9/10,Rockfall,0,0
LS_1360,-123.9345571,44.88557534,11/9/10,Rockfall,0,0
LS_1361,-123.924023,44.88109212,11/9/10,Rockfall,0,0
LS_1362,-123.9200087,44.88012903,11/9/10,Rockfall,0,0
LS_1363,-123.9168877,44.87832493,11/9/10,Fill Failure,0,0
LS_1364,-123.9167826,44.87816182,11/9/10,Fill Failure,0,0
LS_1365,-123.9195642,44.87195499,11/9/10,Rockfall,0,0
LS_1366,-123.9198464,44.87182998,11/9/10,Fill Failure,0,0
LS_1367,-123.9307603,44.87440556,11/9/10,Landslide,0,0
LS_1368,-123.9292899,44.87378859,11/9/10,Fill Failure,0,0
LS_1369,-123.9287568,44.8734977,11/9/10,Landslide,0,0
LS_1370,-123.9263578,44.87259266,11/9/10,Landslide,0,0
LS_1371,-123.9322459,44.87475634,11/10/10,Landslide,0,0
LS_1372,-123.9359397,44.87393452,11/10/10,Landslide,0,0
LS_1373,-123.936723,44.87362388,11/10/10,Landslide,0,0
LS_1374,-123.9352683,44.86883437,11/10/10,Fill Failure,0,0
LS_1375,-123.9350803,44.86850487,11/10/10,Fill Failure,0,0
LS_1376,-123.9348287,44.86801665,11/10/10,Landslide,0,0
LS_1377,-123.9333224,44.8630021,11/10/10,Fill Failure,0,0
LS_1378,-123.9330616,44.85997705,11/10/10,Landslide,0,0
LS_1379,-124.0042279,44.89876557,11/5/10,Rockfall,0,0
LS_1380,-123.9896566,44.88829716,11/5/10,Rockfall,0,0
LS_1381,-123.987729,44.88754016,11/5/10,Rockfall,0,0
LS_1382,-123.9850952,44.88653535,11/5/10,Rockfall,0,0
LS_1383,-123.9833894,44.88544432,11/5/10,Rockfall,0,0
LS_1384,-123.981161,44.88347135,11/5/10,Rockfall,0,0
LS_1385,-123.9800474,44.8825767,11/5/10,Rockfall,0,0
LS_1386,-123.9765784,44.88183697,11/5/10,Rockfall,0,0
LS_1387,-123.9789215,44.88209218,11/5/10,Rockfall,0,0
LS_1388,-123.970597,44.88201481,11/5/10,Rockfall,0,0
LS_1389,-123.9715902,44.88200952,11/5/10,Rockfall,0,0
LS_1390,-123.9701629,44.88282631,11/5/10,Rockfall,0,0
LS_1391,-123.9701274,44.88272788,11/5/10,Rockfall,0,0
LS_1392,-123.9736089,44.88224492,11/5/10,Rockfall,0,0
LS_1393,-123.6386435,46.0316616,11/1/10,Landslide,0,0
LS_1394,-123.6380788,46.03087386,11/1/10,Landslide,0,0
LS_1395,-123.6995597,46.16727978,9/8/10,Fill Failure,0,0
LS_1396,-123.7134167,46.16963132,9/8/10,Fill Failure,0,0
LS_1397,-123.7516908,46.17902486,9/8/10,Fill Failure,0,0
LS_1398,-123.7515191,46.18086504,9/8/10,Landslide,0,0
LS_1399,-123.7871988,46.19443481,9/8/10,Fill Failure,0,0
LS_1400,-123.7951469,46.19374783,9/8/10,Landslide,0,0
LS_1401,-123.8074489,46.13708682,9/8/10,Landslide,0,0
LS_1402,-123.8073698,46.13669138,9/8/10,Fill Failure,0,0
LS_1403,-123.8071211,46.13208229,9/8/10,Fill Failure,0,0
LS_1404,-123.7982731,46.12552778,9/8/10,Landslide,0,0
LS_1405,-123.7736343,46.10421227,9/8/10,Fill Failure,0,0
LS_1406,-123.742111,46.09439005,9/8/10,Fill Failure,0,0
LS_1407,-123.7339404,46.09498748,9/8/10,Fill Failure,0,0
LS_1408,-123.6901715,46.06450441,9/8/10,Fill Failure,0,0
LS_1409,-123.6871107,46.06236733,9/8/10,Rockfall,0,0
LS_1410,-123.6873318,46.06232562,9/8/10,Fill Failure,0,0
LS_1411,-123.6810609,46.06051799,9/8/10,Rockfall,0,0
LS_1412,-123.4364953,46.17030282,9/7/10,Rockfall,0,0
LS_1413,-123.4362205,46.1700593,9/7/10,Rockfall,0,0
LS_1414,-123.433589,46.16272072,9/7/10,Rockfall,0,0
LS_1415,-123.4327148,46.16189903,9/7/10,Rockfall,0,0
LS_1416,-123.4474957,46.16932724,9/7/10,Rockfall,0,0
LS_1417,-123.446756,46.16934327,9/7/10,Rockfall,0,0
LS_1418,-123.5627966,46.1699926,9/7/10,Fill Failure,0,0
LS_1419,-123.7231388,46.16953837,9/7/10,Landslide,0,0
LS_1420,-123.7401552,46.16925967,9/7/10,Fill Failure,0,0
LS_1421,-123.7534661,46.18679214,9/7/10,Fill Failure,0,0
LS_1422,-123.7562909,46.18907439,9/7/10,Landslide,0,0
LS_1423,-123.7585616,46.19197687,9/7/10,Landslide,0,0
LS_1424,-123.7786274,46.19433568,9/7/10,Landslide,0,0
LS_1425,-123.7806109,46.19427805,9/7/10,Landslide,0,0
LS_1426,-122.14474,44.39563803,9/24/10,Rockfall,0,0
LS_1427,-122.1432558,44.39557102,9/24/10,Fill Failure,0,0
LS_1428,-122.1415701,44.39575933,9/24/10,Rockfall,0,0
LS_1429,-122.1191377,44.39555014,9/24/10,Fill Failure,0,0
LS_1430,-122.1171003,44.39497351,9/24/10,Rockfall,0,0
LS_1431,-122.1169571,44.39485569,9/24/10,Fill Failure,0,0
LS_1432,-122.0054511,44.41899816,9/24/10,Rockfall,0,0
LS_1433,-123.8175747,42.96564126,9/22/10,Fill Failure,0,0
LS_1434,-123.8162361,42.96564529,9/22/10,Fill Failure,0,0
LS_1435,-123.8155668,42.96587653,9/22/10,Rockfall,0,0
LS_1436,-123.8151638,42.96601501,9/22/10,Fill Failure,0,0
LS_1437,-123.814434,42.96634716,9/22/10,Fill Failure,0,0
LS_1438,-123.8138011,42.96635899,9/22/10,Rockfall,0,0
LS_1439,-123.8131484,42.96600188,9/22/10,Fill Failure,0,0
LS_1440,-123.8125183,42.96589136,9/22/10,Rockfall,0,0
LS_1441,-123.8068743,42.96403715,9/22/10,Rockfall,0,0
LS_1442,-123.8046397,42.96432109,9/22/10,Rockfall,0,0
LS_1443,-123.7958732,42.96429928,9/22/10,Fill Failure,0,0
LS_1444,-123.7770094,42.966715,9/22/10,Landslide,0,0
LS_1445,-123.7668353,42.96761091,9/22/10,Fill Failure,0,0
LS_1446,-123.765897,42.96789172,9/22/10,Fill Failure,0,0
LS_1447,-123.7580807,42.97050624,9/22/10,Rockfall,0,0
LS_1448,-123.7559116,42.97173258,9/22/10,Fill Failure,0,0
LS_1449,-123.747708,42.97384272,9/22/10,Fill Failure,0,0
LS_1450,-123.7479361,42.97384328,9/22/10,Rockfall,0,0
LS_1451,-123.7456718,42.97565378,9/22/10,Rockfall,0,0
LS_1452,-123.7427071,42.97811269,9/22/10,Rockfall,0,0
LS_1453,-123.740937,42.9795974,9/22/10,Rockfall,0,0
LS_1454,-123.7346058,42.9864299,9/22/10,Rockfall,0,0
LS_1455,-123.7320452,42.98705592,9/22/10,Rockfall,0,0
LS_1456,-123.7180818,42.99799759,9/22/10,Rockfall,0,0
LS_1457,-123.7143497,43.00207526,9/22/10,Rockfall,0,0
LS_1458,-123.7120245,43.00232302,9/22/10,Rockfall,0,0
LS_1459,-123.6516441,43.06285818,9/22/10,Rockfall,0,0
LS_1460,-123.6516861,43.06310991,9/22/10,Rockfall,0,0
LS_1461,-123.6478624,43.06514862,9/23/10,Landslide,0,0
LS_1462,-123.6430337,43.06462358,9/23/10,Landslide,0,0
LS_1463,-123.6403183,43.06548682,9/23/10,Fill Failure,0,0
LS_1464,-123.6363411,43.06882929,9/23/10,Fill Failure,0,0
LS_1465,-123.6350559,43.06906829,9/23/10,Landslide,0,0
LS_1466,-123.6311491,43.06698128,9/23/10,Landslide,0,0
LS_1467,-123.6312752,43.06692232,9/23/10,Fill Failure,0,0
LS_1468,-123.5989273,43.07065388,9/23/10,Landslide,0,0
LS_1469,-123.5700525,43.08830362,9/23/10,Fill Failure,0,0
LS_1470,-123.5664826,43.09443021,9/23/10,Fill Failure,0,0
LS_1471,-123.5293177,43.10793446,9/23/10,Fill Failure,0,0
LS_1472,-122.2017332,44.3876744,9/21/10,Landslide,0,0
LS_1473,-122.2007167,44.3876769,9/21/10,Landslide,0,0
LS_1474,-122.2135448,44.40785682,9/21/10,Landslide,0,0
LS_1475,-122.2181521,44.39717505,9/21/10,Landslide,0,0
LS_1476,-122.2148741,44.40067155,9/21/10,Landslide,0,0
LS_1477,-122.2257319,44.39447584,9/21/10,Landslide,0,0
LS_1478,-122.205813,44.38437786,9/21/10,Rockfall,0,0
LS_1479,-122.196796,44.38875951,9/21/10,Rockfall,0,0
LS_1480,-122.1908664,44.38890514,9/21/10,Rockfall,0,0
LS_1481,-122.1871868,44.38851525,9/21/10,Rockfall,0,0
LS_1482,-122.1864941,44.38873271,9/21/10,Landslide,0,0
LS_1483,-122.1831049,44.38839138,9/21/10,Rockfall,0,0
LS_1484,-122.1796442,44.39227947,9/21/10,Fill Failure,0,0
LS_1485,-122.1799865,44.3931748,9/21/10,Rockfall,0,0
LS_1486,-122.178651,44.39391441,9/21/10,Rockfall,0,0
LS_1487,-122.1743533,44.39405899,9/21/10,Rockfall,0,0
LS_1488,-122.1699189,44.39489163,9/21/10,Rockfall,0,0
LS_1489,-123.6810997,46.06055201,10/20/10,Rockfall,0,0
LS_1490,-123.6779798,46.0604538,10/20/10,Rockfall,0,0
LS_1491,-123.6773536,46.06031413,10/20/10,Rockfall,0,0
LS_1492,-123.6758766,46.06014955,10/20/10,Landslide,0,0
LS_1493,-123.6452693,46.03673091,10/20/10,Fill Failure,0,0
LS_1494,-123.6450032,46.0362734,10/20/10,Rockfall,0,0
LS_1495,-123.6442926,46.03576102,10/20/10,Fill Failure,0,0
LS_1496,-123.6433427,46.034861,10/20/10,Fill Failure,0,0
LS_1497,-123.6405536,46.03256,10/20/10,Landslide,0,0
LS_1498,-123.6395848,46.03202065,10/20/10,Landslide,0,0
LS_1499,-123.6523861,46.04327764,10/20/10,Fill Failure,0,0
LS_1500,-123.6510894,46.04073788,10/20/10,Rockfall,0,0
LS_1501,-123.6696317,46.05438896,10/20/10,Rockfall,0,0
LS_1502,-124.0598437,44.75600051,10/13/10,Rockfall,0,0
LS_1503,-124.0568062,44.73371245,10/13/10,Landslide,0,0
LS_1504,-124.0348441,44.87019005,10/13/10,Fill Failure,0,0
LS_1505,-124.068092,44.78693933,10/13/10,Fill Failure,0,0
LS_1506,-124.0692986,44.78674009,10/13/10,Fill Failure,0,0
LS_1507,-124.071537,44.77457964,10/13/10,Rockfall,0,0
LS_1508,-124.07046,44.77227547,10/13/10,Rockfall,0,0
LS_1509,-124.0710079,44.77296607,10/13/10,Rockfall,0,0
LS_1510,-124.065961,44.76802898,10/13/10,Rockfall,0,0
LS_1511,-124.0579346,44.7261731,10/14/10,Landslide,0,0
LS_1512,-124.0585007,44.72084383,10/14/10,Landslide,0,0
LS_1513,-124.0582601,44.71510379,10/14/10,Fill Failure,0,0
LS_1514,-124.058279,44.71460294,10/14/10,Landslide,0,0
LS_1515,-124.0600227,44.7089719,10/14/10,Landslide,0,0
LS_1516,-124.0602947,44.70771944,10/14/10,Landslide,0,0
LS_1517,-124.0603375,44.70710874,10/14/10,Landslide,0,0
LS_1518,-124.0611903,44.70222656,10/14/10,Landslide,0,0
LS_1519,-124.0613452,44.7014451,10/14/10,Landslide,0,0
LS_1520,-124.0616523,44.69947236,10/14/10,Landslide,0,0
LS_1521,-124.0620271,44.69770393,10/14/10,Landslide,0,0
LS_1522,-124.0626971,44.69436062,10/14/10,Fill Failure,0,0
LS_1523,-124.0529877,44.65640662,10/14/10,Fill Failure,0,0
LS_1524,-124.0739867,44.5193698,10/14/10,Fill Failure,0,0
LS_1525,-124.1085863,44.2960624,10/14/10,Fill Failure,0,0
LS_1526,-124.1117287,44.28575422,10/14/10,Rockfall,0,0
LS_1527,-124.1092406,44.28383793,10/14/10,Rockfall,0,0
LS_1528,-124.1119711,44.27765135,10/14/10,Rockfall,0,0
LS_1529,-124.1125103,44.27697455,10/14/10,Rockfall,0,0
LS_1530,-124.1111092,44.29420116,10/14/10,Rockfall,0,0
LS_1531,-124.1128041,44.28847066,10/14/10,Rockfall,0,0
LS_1532,-123.9323585,44.64196536,10/15/10,Fill Failure,0,0
LS_1533,-123.8538583,44.67697245,10/15/10,Fill Failure,0,0
LS_1534,-123.8457854,44.65661038,10/15/10,Rockfall,0,0
LS_1535,-123.845366,44.65582204,10/15/10,Rockfall,0,0
LS_1536,-123.8432092,44.65393562,10/15/10,Rockfall,0,0
LS_1537,-123.8396478,44.65792193,10/15/10,Rockfall,0,0
LS_1538,-123.8204959,44.65551537,10/15/10,Fill Failure,0,0
LS_1539,-123.819263,44.65523131,10/15/10,Rockfall,0,0
LS_1540,-123.8100686,44.65529768,10/15/10,Rockfall,0,0
LS_1541,-123.8075362,44.65766181,10/15/10,Rockfall,0,0
LS_1542,-123.7768594,44.63866457,10/15/10,Rockfall,0,0
LS_1543,-123.7438674,44.62382368,10/15/10,Rockfall,0,0
LS_1544,-123.7318553,44.61745021,10/15/10,Rockfall,0,0
LS_1545,-123.6540288,44.61997905,10/15/10,Fill Failure,0,0
LS_1546,-123.5977867,44.59474753,10/15/10,Fill Failure,0,0
LS_1547,-123.5975233,44.59457031,10/15/10,Fill Failure,0,0
LS_1548,-123.6366069,46.02942955,11/1/10,Landslide,0,0
LS_1549,-123.6359787,46.0289899,11/1/10,Landslide,0,0
LS_1550,-123.6351695,46.02861574,11/1/10,Fill Failure,0,0
LS_1551,-123.6310566,46.02459574,11/2/10,Fill Failure,0,0
LS_1552,-123.6299906,46.02394798,11/2/10,Rockfall,0,0
LS_1553,-123.6287599,46.02356441,11/2/10,Fill Failure,0,0
LS_1554,-123.6280317,46.02349628,11/2/10,Fill Failure,0,0
LS_1555,-123.6223181,46.0151932,11/2/10,Fill Failure,0,0
LS_1556,-123.601998,45.98809244,11/2/10,Landslide,0,0
LS_1557,-123.6043334,45.98553221,11/2/10,Fill Failure,0,0
LS_1558,-123.604433,45.98257532,11/2/10,Rockfall,0,0
LS_1559,-123.5835954,45.95872379,11/2/10,Fill Failure,0,0
LS_1560,-123.5769365,45.95609031,11/2/10,Fill Failure,0,0
LS_1561,-123.525897,45.9379304,11/2/10,Landslide,0,0
LS_1562,-123.5183279,45.93371629,11/2/10,Landslide,0,0
LS_1563,-123.6077704,45.99835263,11/2/10,Landslide,0,0
LS_1564,-123.6215849,46.0137264,11/2/10,Fill Failure,0,0
LS_1565,-123.7792337,45.1032979,11/3/10,Fill Failure,0,0
LS_1566,-123.7770601,45.10250839,11/3/10,Fill Failure,0,0
LS_1567,-123.7664039,45.09671528,11/3/10,Fill Failure,0,0
LS_1568,-123.7666387,45.09635633,11/3/10,Rockfall,0,0
LS_1569,-123.7654655,45.09461048,11/3/10,Landslide,0,0
LS_1570,-123.7567633,45.09011391,11/3/10,Fill Failure,0,0
LS_1571,-123.762921,45.08945124,11/3/10,Fill Failure,0,0
LS_1572,-123.9447562,44.8586911,11/30/10,Fill Failure,0,0
LS_1573,-123.944882,44.8586363,11/30/10,Rockfall,0,0
LS_1574,-123.9503551,44.85759365,11/30/10,Fill Failure,0,0
LS_1575,-123.9593376,44.85589615,11/30/10,Fill Failure,0,0
LS_1576,-123.9594285,44.85578414,11/30/10,Rockfall,0,0
LS_1577,-123.9619419,44.8550159,11/30/10,Rockfall,0,0
LS_1578,-123.9624244,44.85513427,11/30/10,Fill Failure,0,0
LS_1579,-123.9629201,44.85538652,11/30/10,Rockfall,0,0
LS_1580,-123.9665206,44.8558128,11/30/10,Rockfall,0,0
LS_1581,-123.9685452,44.85538265,11/30/10,Rockfall,0,0
LS_1582,-123.9697239,44.8563817,11/30/10,Fill Failure,0,0
LS_1583,-123.9710291,44.85682221,11/30/10,Landslide,0,0
LS_1584,-123.9701927,44.85666748,11/30/10,Rockfall,0,0
LS_1585,-123.9714872,44.85670062,11/30/10,Rockfall,0,0
LS_1586,-124.1132981,44.27527315,12/7/10,Fill Failure,0,0
LS_1587,-124.1127812,44.27437544,12/7/10,Rockfall,0,0
LS_1588,-124.1100628,44.26178063,12/7/10,Rockfall,0,0
LS_1589,-124.1100285,44.26167023,12/7/10,Rockfall,0,0
LS_1590,-124.1109119,44.25402768,12/7/10,Rockfall,0,0
LS_1591,-124.1110305,44.25393247,12/7/10,Rockfall,0,0
LS_1592,-124.1112282,44.24044539,12/7/10,Landslide,0,0
LS_1593,-124.1113666,44.23955214,12/7/10,Rockfall,0,0
LS_1594,-124.1114022,44.23839918,12/7/10,Landslide,0,0
LS_1595,-124.1110697,44.23795223,12/7/10,Rockfall,0,0
LS_1596,-124.1134055,44.21453285,12/7/10,Rockfall,0,0
LS_1597,-124.1133105,44.21454688,12/7/10,Rockfall,0,0
LS_1598,-124.1148673,44.20686815,12/7/10,Rockfall,0,0
LS_1599,-124.1146537,44.2047801,12/7/10,Landslide,0,0
LS_1600,-124.1142831,44.20363511,12/7/10,Fill Failure,0,0
LS_1601,-124.1134776,44.20072697,12/7/10,Fill Failure,0,0
LS_1602,-124.1134123,44.2001029,12/7/10,Landslide,0,0
LS_1603,-124.1125082,44.1987644,12/7/10,Fill Failure,0,0
LS_1604,-124.1136863,44.19449843,12/7/10,Rockfall,0,0
LS_1605,-124.1139392,44.19178348,12/7/10,Landslide,0,0
LS_1606,-124.114273,44.19095289,12/7/10,Fill Failure,0,0
LS_1607,-124.1141881,44.19026376,12/7/10,Landslide,0,0
LS_1608,-124.1136987,44.19457855,12/7/10,Rockfall,0,0
LS_1609,-124.1151202,44.18620095,12/7/10,Rockfall,0,0
LS_1610,-124.1153924,44.18582075,12/7/10,Rockfall,0,0
LS_1611,-124.1151512,44.18219746,12/7/10,Rockfall,0,0
LS_1612,-124.1174288,44.14224457,12/8/10,Fill Failure,0,0
LS_1613,-124.1173541,44.14166297,12/8/10,Fill Failure,0,0
LS_1614,-124.1196107,44.13790875,12/8/10,Fill Failure,0,0
LS_1615,-124.1205157,44.13773795,12/8/10,Fill Failure,0,0
LS_1616,-124.1228542,44.12841846,12/8/10,Landslide,0,0
LS_1617,-124.1246656,44.12590358,12/8/10,Rockfall,0,0
LS_1618,-124.1258651,44.12443081,12/8/10,Rockfall,0,0
LS_1619,-124.1261047,44.12339144,12/8/10,Rockfall,0,0
LS_1620,-124.1173608,44.14073984,12/8/10,Landslide,0,0
LS_1621,-124.118354,44.11872742,12/8/10,Fill Failure,0,0
LS_1622,-124.1190051,44.11864211,12/8/10,Fill Failure,0,0
LS_1623,-124.1222737,44.11558913,12/8/10,Rockfall,0,0
LS_1624,-124.1227465,44.11389701,12/8/10,Rockfall,0,0
LS_1625,-124.1201065,44.11855443,12/8/10,Fill Failure,0,0
LS_1626,-124.1192802,44.11852642,12/8/10,Rockfall,0,0
LS_1627,-124.1174718,44.11754196,12/8/10,Fill Failure,0,0
LS_1628,-124.1210831,44.11629308,12/8/10,Debris Flow,0,0
LS_1629,-124.1224873,44.11501932,12/8/10,Fill Failure,0,0
LS_1630,-124.1232613,44.11222434,12/8/10,Rockfall,0,0
LS_1631,-124.1232712,44.11179837,12/8/10,Fill Failure,0,0
LS_1632,-124.1232592,44.11124771,12/8/10,Rockfall,0,0
LS_1633,-124.1222056,44.10743785,12/8/10,Rockfall,0,0
LS_1634,-124.1222025,44.1073942,12/8/10,Rockfall,0,0
LS_1635,-124.1215378,44.10585727,12/8/10,Fill Failure,0,0
LS_1636,-123.9649853,44.80851866,12/3/10,Fill Failure,0,0
LS_1637,-123.9628584,44.80843933,12/3/10,Fill Failure,0,0
LS_1638,-123.962284,44.80841297,12/3/10,Fill Failure,0,0
LS_1639,-123.9613248,44.80817804,12/3/10,Fill Failure,0,0
LS_1640,-123.9391072,44.80037814,12/3/10,Landslide,0,0
LS_1641,-123.8991688,44.79805734,12/3/10,Rockfall,0,0
LS_1642,-123.9022594,44.78605497,12/3/10,Fill Failure,0,0
LS_1643,-123.9718777,44.85657836,12/2/10,Fill Failure,0,0
LS_1644,-123.9729354,44.85592073,12/2/10,Rockfall,0,0
LS_1645,-123.9733119,44.85538879,12/2/10,Fill Failure,0,0
LS_1646,-123.9747478,44.8541302,12/2/10,Fill Failure,0,0
LS_1647,-123.9749648,44.85376993,12/2/10,Rockfall,0,0
LS_1648,-123.9761213,44.85224191,12/2/10,Fill Failure,0,0
LS_1649,-123.9814057,44.84399365,12/2/10,Fill Failure,0,0
LS_1650,-123.9806989,44.84310089,12/2/10,Rockfall,0,0
LS_1651,-123.9800378,44.8428068,12/2/10,Fill Failure,0,0
LS_1652,-123.9770835,44.840791,12/2/10,Fill Failure,0,0
LS_1653,-123.9763064,44.83951893,12/2/10,Fill Failure,0,0
LS_1654,-123.9752834,44.83833437,12/2/10,Rockfall,0,0
LS_1655,-123.9748078,44.83804418,12/2/10,Fill Failure,0,0
LS_1656,-123.9718422,44.83682985,12/2/10,Fill Failure,0,0
LS_1657,-123.9622968,44.82921376,12/2/10,Landslide,0,0
LS_1658,-123.9612605,44.82748652,12/2/10,Fill Failure,0,0
LS_1659,-123.9613233,44.82713336,12/2/10,Fill Failure,0,0
LS_1660,-123.9665021,44.82004665,12/2/10,Fill Failure,0,0
LS_1661,-123.9675798,44.81913537,12/2/10,Fill Failure,0,0
LS_1662,-123.9678089,44.81844196,12/2/10,Fill Failure,0,0
LS_1663,-123.9683862,44.8174674,12/2/10,Fill Failure,0,0
LS_1664,-123.9702099,44.81257312,12/2/10,Fill Failure,0,0
LS_1665,-123.9694504,44.81110148,12/2/10,Fill Failure,0,0
LS_1666,-123.9698016,44.81061713,12/2/10,Fill Failure,0,0
LS_1667,-123.2420744,46.02337247,8/23/10,Fill Failure,0,0
LS_1668,-123.2431454,46.02320532,8/23/10,Fill Failure,0,0
LS_1669,-123.2434007,46.02285224,8/23/10,Fill Failure,0,0
LS_1670,-123.2434529,46.02272016,8/23/10,Fill Failure,0,0
LS_1671,-123.2440666,46.02231858,8/23/10,Fill Failure,0,0
LS_1672,-123.244378,46.0220922,8/23/10,Fill Failure,0,0
LS_1673,-123.2442073,46.02123514,8/24/10,Fill Failure,0,0
LS_1674,-123.2439771,46.02083561,8/24/10,Fill Failure,0,0
LS_1675,-123.9674326,44.80836274,12/2/10,Rockfall,0,0
LS_1676,-123.9671642,44.80838121,12/2/10,Fill Failure,0,0
LS_1677,-123.9661588,44.80859049,12/2/10,Fill Failure,0,0
LS_1678,-123.9051923,44.78480901,12/6/10,Fill Failure,0,0
LS_1679,-123.9058443,44.78437607,12/6/10,Fill Failure,0,0
LS_1680,-123.9129849,44.77494908,12/6/10,Fill Failure,0,0
LS_1681,-123.9143256,44.77328331,12/6/10,Landslide,0,0
LS_1682,-122.5348767,42.13014857,12/1/10,Fill Failure,0,0
LS_1683,-122.8752207,45.7186477,8/24/10,Fill Failure,0,0
LS_1684,-122.8744332,45.71491521,8/24/10,Fill Failure,0,0
LS_1685,-122.8715247,45.70288114,8/24/10,Fill Failure,0,0
LS_1686,-123.7847742,45.04965449,11/3/10,Landslide,0,0
LS_1687,-123.730791,45.06328709,11/3/10,Fill Failure,0,0
LS_1688,-123.7847742,45.04965449,11/3/10,Landslide,0,0
LS_1689,-120.1982516,44.590043,6/23/09,Rockfall,0,0
LS_1690,-120.1946525,44.58905477,6/23/09,Rockfall,0,0
LS_1691,-120.1944453,44.58907645,6/23/09,Rockfall,0,0
LS_1692,-120.1824227,44.58159599,6/23/09,Rockfall,368.7449951,148343
