,UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS,Annual_Cos,Repair_Cos,coolingdegreedays,coolingdegreedaysnormal,heatingdegreedays,heatingdegreedaysnormal,maxdewpti,maxhumidity,maxtempi,maxwspdi,meandewpti,meantempi,meanwdird,meanwindspdi,mindewpti,minhumidity,mintempi,minwspdi,precipi
713,LS_713,-122.4932598,43.29963198,10/8/08 0:00,Fill Failure,520.8599854,192026,0,0,12,7,42,89,64,18,39,53,360,5,31,36,42,0,0
714,LS_714,-122.4889256,43.29708418,10/7/08 0:00,Landslide,120.2799988,273094,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
715,LS_715,-122.4887283,43.29695162,10/7/08 0:00,Landslide,120.2799988,2507810,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
716,LS_716,-122.4857242,43.29625455,10/7/08 0:00,Fill Failure,246.0050049,129634,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
717,LS_717,-122.4777043,43.2940596,10/7/08 0:00,Fill Failure,246.0050049,18555.80078,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
718,LS_718,-122.4712504,43.28651008,10/7/08 0:00,Landslide,458.6099854,4263810,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
719,LS_719,-122.4680505,43.28275219,10/7/08 0:00,Fill Failure,0,0,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
720,LS_720,-122.4596848,43.2774775,10/7/08 0:00,Fill Failure,259.6149902,142329,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
721,LS_721,-122.4576647,43.27657633,10/7/08 0:00,Landslide,576.9299927,835545,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
722,LS_722,-122.4566395,43.27610108,10/7/08 0:00,Landslide,240.5599976,2041670,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
723,LS_723,-122.4495412,43.27256985,10/7/08 0:00,Fill Failure,158.6580048,449539,0,0,6,6,56,93,67,20,49,59,3,4,38,37,51,0,0.22
724,LS_724,-122.4489973,43.26886223,10/7/08 0:00,Fill Failure,0,0,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
726,LS_726,-122.4485048,43.26524115,10/7/08 0:00,Fill Failure,0,0,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
727,LS_727,-122.4480037,43.26449745,10/7/08 0:00,Fill Failure,0,0,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
728,LS_728,-122.4393593,43.26356635,10/7/08 0:00,Fill Failure,0,0,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
729,LS_729,-122.4363545,43.26271157,10/7/08 0:00,Fill Failure,0,0,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
731,LS_731,-122.4329797,43.26214192,10/7/08 0:00,Fill Failure,0,0,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
732,LS_732,-122.4314749,43.26159739,10/7/08 0:00,Fill Failure,1047.319946,196793,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
733,LS_733,-122.4290928,43.26130873,10/7/08 0:00,Fill Failure,0,0,0,0,19,12,44,82,60,24,34,46,297,9,27,28,31,0,0
735,LS_735,-122.4208166,43.26116956,8/20/08 0:00,Landslide,240.5599976,281331,4,3,0,2,54,67,76,30,51,69,211,15,50,41,62,5,T
736,LS_736,-122.4200156,43.26110903,8/20/08 0:00,Landslide,0,118507,4,3,0,2,54,67,76,30,51,69,211,15,50,41,62,5,T
737,LS_737,-122.4191231,43.2612354,8/20/08 0:00,Landslide,240.5599976,134838,4,3,0,2,54,67,76,30,51,69,211,15,50,41,62,5,T
738,LS_738,-122.4176786,43.26084159,8/20/08 0:00,Landslide,240.5599976,384494,4,3,0,2,54,67,76,30,51,69,211,15,50,41,62,5,T
739,LS_739,-122.4173502,43.26078811,8/20/08 0:00,Fill Failure,0,0,4,3,0,2,54,67,76,30,51,69,211,15,50,41,62,5,T
740,LS_740,-122.4160464,43.25962915,8/20/08 0:00,Landslide,240.5599976,32315.30078,9,7,0,0,60,76,83,18,56,74,300,5,52,42,64,0,0.01
741,LS_741,-122.4140451,43.25760057,8/19/08 0:00,Landslide,481.1199951,2221250,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
742,LS_742,-122.4121958,43.25593215,8/19/08 0:00,Landslide,240.5599976,930221,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
743,LS_743,-122.4110195,43.25534074,8/19/08 0:00,Landslide,240.5599976,36848.10156,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
744,LS_744,-122.3857141,43.24676032,8/19/08 0:00,Landslide,221.8399963,74294.89844,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
745,LS_745,-122.3781335,43.24289631,8/19/08 0:00,Fill Failure,221.8399963,1122980,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
749,LS_749,-122.3689414,43.24084957,8/19/08 0:00,Landslide,60.13999939,2141890,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
750,LS_750,-122.3667141,43.24080693,8/19/08 0:00,Landslide,60.13999939,712308,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
751,LS_751,-122.3650152,43.24115614,8/19/08 0:00,Landslide,60.13999939,1177570,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
752,LS_752,-122.3627406,43.24199968,8/19/08 0:00,Landslide,60.13999939,3995930,4,8,0,0,53,83,81,15,51,69,319,4,48,35,56,0,T
753,LS_753,-122.3576832,43.24264856,8/18/08 0:00,Landslide,60.13999939,6420090,8,8,0,0,58,73,83,22,53,73,312,7,50,39,63,0,T
754,LS_754,-122.3551832,43.24294415,8/18/08 0:00,Landslide,60.13999939,177074,8,8,0,0,58,73,83,22,53,73,312,7,50,39,63,0,T
755,LS_755,-122.3526981,43.24376401,8/18/08 0:00,Landslide,60.13999939,299108,8,8,0,0,58,73,83,22,53,73,312,7,50,39,63,0,T
756,LS_756,-122.3350355,43.25014373,8/18/08 0:00,Landslide,60.13999939,28550,8,8,0,0,58,73,83,22,53,73,312,7,50,39,63,0,T
757,LS_757,-122.3306309,43.25095967,8/18/08 0:00,Landslide,60.13999939,227650,8,8,0,0,58,73,83,22,53,73,312,7,50,39,63,0,T
760,LS_760,-122.6895096,44.85582151,12/4/06 0:00,Landslide,1181.040039,30095.69922,0,0,27,24,37,100,46,15,34,38,350,3,28,70,29,0,0
761,LS_761,-122.6897585,44.85469114,12/4/06 0:00,Landslide,374.2399902,45408.60156,0,0,27,24,37,100,46,15,34,38,350,3,28,70,29,0,0
762,LS_762,-122.476549,45.39685348,8/28/07 0:00,Landslide,1696.76001,202081,3,4,0,1,55,93,86,10,51,68,268,3,47,29,49,0,0
766,LS_766,-122.071135,45.11103826,8/28/07 0:00,Fill Failure,944.5900269,1003760,4,,0,,51,86,86,12,47,69,23,5,40,20,52,0,0
767,LS_767,-121.5556483,45.6506454,9/26/07 0:00,Debris Flow,0,0,,,,,50,82,55,0,50,,-1,0,50,82,55,0,0
768,LS_768,-121.5558294,45.65061794,9/26/07 0:00,Fill Failure,0,0,,,,,50,82,55,0,50,,-1,0,50,82,55,0,0
779,LS_779,-119.6218921,44.78164614,11/29/07 0:00,Landslide,2391.22998,2715300,0,,30,,32,100,37,13,30,34,254,4,27,70,32,0,0
780,LS_780,-120.3314677,42.25483793,7/19/07 0:00,Landslide,1820.040039,39547.89844,0,,8,,43,76,73,15,36,57,166,6,30,20,41,0,0
781,LS_781,-120.3305277,42.25428698,7/19/07 0:00,Landslide,1820.040039,37518.39844,0,,8,,43,76,73,15,36,57,166,6,30,20,41,0,0
811,LS_811,-120.1759777,45.50543986,11/20/08 0:00,Fill Failure,0,0,0,,28,,43,100,48,23,35,37,213,5,26,63,26,0,0.04
827,LS_827,-122.5730901,43.28789243,10/29/08 0:00,Landslide,301.3599854,1401300,0,0,7,12,49,89,67,6,47,58,175,1,45,52,49,0,0
829,LS_829,-122.5743414,43.28772928,10/30/08 0:00,Fill Failure,0,0,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
830,LS_830,-122.5760656,43.28800202,10/30/08 0:00,Fill Failure,0,3352.26001,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
832,LS_832,-120.1757048,45.50471151,11/20/08 0:00,Fill Failure,0,0,0,,28,,43,100,48,23,35,37,213,5,26,63,26,0,0.04
868,LS_868,-120.9991326,45.2583433,11/19/08 0:00,Fill Failure,0,0,0,,18,,43,93,53,8,39,48,92,2,35,56,42,0,0
869,LS_869,-120.9996438,45.25800947,11/19/08 0:00,Fill Failure,0,0,0,,18,,43,93,53,8,39,48,92,2,35,56,42,0,0
870,LS_870,-121.0003016,45.25748682,11/19/08 0:00,Fill Failure,0,0,0,,18,,43,93,53,8,39,48,92,2,35,56,42,0,0
873,LS_873,-120.9952812,45.25345805,11/19/08 0:00,Fill Failure,0,0,0,,18,,43,93,53,8,39,48,92,2,35,56,42,0,0
881,LS_881,-120.6274999,44.90274051,11/19/08 0:00,Fill Failure,0,0,0,0,25,27,39,89,43,15,35,40,325,7,29,70,36,0,0
891,LS_891,-120.5024425,44.91621971,11/19/08 0:00,Landslide,0,0,0,0,25,27,39,89,43,15,35,40,325,7,29,70,36,0,0
892,LS_892,-120.5025618,44.91643221,11/19/08 0:00,Landslide,0,0,0,0,25,27,39,89,43,15,35,40,325,7,29,70,36,0,0
894,LS_894,-120.4585502,44.91435709,11/19/08 0:00,Fill Failure,0,0,0,0,25,27,39,89,43,15,35,40,325,7,29,70,36,0,0
895,LS_895,-120.4579998,44.91449043,11/19/08 0:00,Fill Failure,0,0,0,0,25,27,39,89,43,15,35,40,325,7,29,70,36,0,0
913,LS_913,-122.5801504,43.28776903,10/30/08 0:00,Landslide,240.5599976,0,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
914,LS_914,-122.5832471,43.28833123,10/30/08 0:00,Landslide,3012.800049,2978430,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
916,LS_916,-122.5859109,43.28823737,10/30/08 0:00,Fill Failure,0,1021370,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
918,LS_918,-122.5951007,43.2876658,10/30/08 0:00,Fill Failure,576.9299927,896819,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
919,LS_919,-122.5957425,43.28915989,10/30/08 0:00,Fill Failure,0,0,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
921,LS_921,-122.5976317,43.28964471,10/30/08 0:00,Fill Failure,0,0,0,0,10,13,52,93,63,7,47,55,1,1,44,60,47,0,0.01
925,LS_925,-122.1302967,43.10189509,10/30/08 0:00,Fill Failure,0,0,0,0,4,15,43,71,75,26,39,61,131,6,36,27,46,0,0
978,LS_978,-119.940389,45.5765599,12/10/08 0:00,Fill Failure,368.269989,37611.10156,0,,19,,33,92,60,8,31,46,216,3,30,32,32,0,0
1042,LS_1042,-122.6491304,45.33508815,5/11/09 0:00,Landslide,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1043,LS_1043,-122.6497366,45.33458032,5/11/09 0:00,Landslide,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1046,LS_1046,-121.557543,45.6506174,6/18/09 0:00,Debris Flow,1781.349976,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1047,LS_1047,-121.5587277,45.65058335,6/18/09 0:00,Debris Flow,1781.349976,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1048,LS_1048,-121.562712,45.64975841,6/18/09 0:00,Debris Flow,1781.349976,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1049,LS_1049,-121.5632164,45.6497153,6/18/09 0:00,Landslide,469.8200073,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1050,LS_1050,-121.5639535,45.64971825,6/18/09 0:00,Fill Failure,536.8800049,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1051,LS_1051,-121.5656032,45.64925734,6/18/09 0:00,Landslide,469.8200073,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1052,LS_1052,-121.6031543,45.62521504,6/18/09 0:00,Fill Failure,0,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1055,LS_1055,-121.6274671,45.6046523,6/18/09 0:00,Fill Failure,0,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1056,LS_1056,-121.6276517,45.60410591,6/18/09 0:00,Fill Failure,0,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1061,LS_1061,-123.7553682,45.09066905,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1062,LS_1062,-123.7487274,45.09303211,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1063,LS_1063,-123.7472384,45.09383695,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1064,LS_1064,-123.7462202,45.09476819,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1065,LS_1065,-123.7421223,45.10186381,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1066,LS_1066,-123.7423819,45.10325586,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1067,LS_1067,-123.7427635,45.10428624,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1068,LS_1068,-123.7426928,45.10567137,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1069,LS_1069,-123.7217432,45.10881451,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1070,LS_1070,-123.7206426,45.10843961,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1071,LS_1071,-123.7047543,45.10334681,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1072,LS_1072,-123.6982972,45.10037644,11/4/10 0:00,Landslide,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1073,LS_1073,-123.6975438,45.09987594,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1074,LS_1074,-123.6864322,45.0945379,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1075,LS_1075,-123.6354057,45.08166274,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1078,LS_1078,-123.5753239,45.0674331,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1079,LS_1079,-123.5758969,45.06688899,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1080,LS_1080,-123.5757513,45.06636853,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1081,LS_1081,-123.5729738,45.06337907,11/4/10 0:00,Fill Failure,0,0,0,0,10,17,53,100,69,7,47,55,322,1,40,51,40,0,0
1082,LS_1082,-123.9535349,45.15552223,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1083,LS_1083,-123.9565491,45.15142471,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1084,LS_1084,-123.9574476,45.15020319,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1085,LS_1085,-123.9587097,45.14916579,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1086,LS_1086,-123.9614646,45.14794124,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1087,LS_1087,-123.9307869,45.16812369,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1088,LS_1088,-123.9687452,45.14450623,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1089,LS_1089,-123.968491,45.11789402,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1090,LS_1090,-123.9599901,45.08347235,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1091,LS_1091,-123.9579567,45.0830458,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1093,LS_1093,-123.9481722,45.07671677,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1094,LS_1094,-123.9468803,45.07577266,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1095,LS_1095,-123.9545364,45.05390557,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1096,LS_1096,-123.9488931,45.06437567,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1097,LS_1097,-123.9538123,45.05100224,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1098,LS_1098,-123.9541092,45.04769043,9/15/10 0:00,Fill Failure,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1099,LS_1099,-123.9536309,45.04396365,9/15/10 0:00,Landslide,0,0,0,,6,,63,100,64,8,57,60,220,1,55,83,55,0,0.33
1100,LS_1100,-123.9637843,45.0260306,9/15/10 0:00,Fill Failure,0,0,0,,8,,57,100,64,24,54,58,199,7,52,73,51,0,0.23
1101,LS_1101,-122.6582908,45.32329908,5/11/09 0:00,Landslide,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1102,LS_1102,-122.6583441,45.322775,5/11/09 0:00,Fill Failure,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1104,LS_1104,-122.6585999,45.3218993,5/11/09 0:00,Fill Failure,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1106,LS_1106,-122.6584868,45.3176031,5/11/09 0:00,Fill Failure,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1109,LS_1109,-122.6606937,45.31203583,5/11/09 0:00,Fill Failure,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1110,LS_1110,-122.6603522,45.31261546,5/11/09 0:00,Fill Failure,0,0,0,,11,,48,86,63,17,44,54,216,10,40,46,45,5,0.04
1112,LS_1112,-122.6626283,45.30282671,5/13/09 0:00,Fill Failure,0,0,0,,19,,51,96,53,17,44,46,190,6,37,76,38,0,0.63
1113,LS_1113,-122.661853,45.3013034,5/13/09 0:00,Fill Failure,0,0,0,,19,,51,96,53,17,44,46,190,6,37,76,38,0,0.63
1116,LS_1116,-122.657036,45.29622719,5/13/09 0:00,Landslide,294.2349854,43172.80078,0,,19,,51,96,53,17,44,46,190,6,37,76,38,0,0.63
1117,LS_1117,-122.6559109,45.29307956,5/13/09 0:00,Fill Failure,372.1700134,137609,0,,19,,51,96,53,17,44,46,190,6,37,76,38,0,0.63
1118,LS_1118,-122.5037173,45.40784703,5/13/09 0:00,Fill Failure,368.3850098,208325,0,0,18,8,51,93,55,17,43,47,102,8,37,59,38,0,0.53
1119,LS_1119,-122.486576,45.3966126,5/13/09 0:00,Landslide,0,3742900,0,0,18,8,51,93,55,17,43,47,102,8,37,59,38,0,0.53
1120,LS_1120,-122.4897521,45.39553221,5/13/09 0:00,Landslide,777.6799927,0,0,0,18,8,51,93,55,17,43,47,102,8,37,59,38,0,0.53
1121,LS_1121,-122.4850984,45.39676657,5/13/09 0:00,Landslide,0,0,0,0,18,8,51,93,55,17,43,47,102,8,37,59,38,0,0.53
1126,LS_1126,-122.2260791,45.2092862,5/21/09 0:00,Fill Failure,0,0,0,1,8,6,47,96,74,10,44,57,280,4,40,35,40,0,0
1127,LS_1127,-122.221777,45.20025688,5/21/09 0:00,Fill Failure,0,0,0,1,8,6,47,96,74,10,44,57,280,4,40,35,40,0,0
1137,LS_1137,-122.2260712,45.20702586,5/21/09 0:00,Fill Failure,958.5300293,480740,0,1,8,6,47,96,74,10,44,57,280,4,40,35,40,0,0
1149,LS_1149,-122.0948352,45.14808738,6/10/09 0:00,Fill Failure,519.3699951,408914,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1150,LS_1150,-122.0942726,45.14763214,6/10/09 0:00,Fill Failure,469.6400146,398710,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1156,LS_1156,-122.0722131,45.12310477,6/10/09 0:00,Landslide,0,0,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1157,LS_1157,-122.0721305,45.12313979,6/10/09 0:00,Fill Failure,0,0,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1158,LS_1158,-122.0725762,45.12360223,6/10/09 0:00,Fill Failure,776.6199951,122841,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1159,LS_1159,-122.0717153,45.12268697,6/10/09 0:00,Fill Failure,0,0,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1160,LS_1160,-122.0715532,45.12204162,6/10/09 0:00,Fill Failure,776.6199951,165651,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1161,LS_1161,-122.0717784,45.12141999,6/10/09 0:00,Fill Failure,0,0,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1162,LS_1162,-122.0733945,45.12050152,6/10/09 0:00,Fill Failure,954.0300293,2012630,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1163,LS_1163,-122.0704275,45.11036822,6/10/09 0:00,Fill Failure,287.8200073,4497.97998,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1164,LS_1164,-122.0648482,45.08911045,6/10/09 0:00,Fill Failure,412.3599854,228596,0,,2,,56,84,69,10,53,63,195,3,51,57,57,0,0.05
1165,LS_1165,-122.2695833,45.24506594,6/10/09 0:00,Fill Failure,0,0,0,1,1,4,57,86,69,8,54,64,208,2,51,59,58,0,0.03
1168,LS_1168,-121.6263446,45.58866023,6/18/09 0:00,Fill Failure,0,0,,,,,54,68,64,14,54,,230,14,54,68,64,14,0
1175,LS_1175,-123.9442902,43.01337393,3/16/10 0:00,Landslide,0,0,0,0,15,16,45,89,56,18,42,50,181,9,39,59,43,4,0.08
1195,LS_1195,-120.5561587,44.34365921,6/22/09 0:00,Fill Failure,1645.609985,470117,0,1,14,5,39,85,70,15,31,51,339,6,26,20,31,0,0
1220,LS_1220,-123.2442565,46.02816647,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1221,LS_1221,-123.2439219,46.02760952,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1222,LS_1222,-123.243436,46.0269785,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1223,LS_1223,-123.2433038,46.02649737,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1224,LS_1224,-123.2427176,46.02605983,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1225,LS_1225,-123.2428132,46.02563128,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1227,LS_1227,-123.242133,46.02505224,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1228,LS_1228,-123.2414617,46.0245502,8/23/10 0:00,Debris Flow,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1229,LS_1229,-123.2413806,46.02401769,8/23/10 0:00,Fill Failure,0,0,0,,3,,52,93,78,13,47,62,343,2,43,32,46,0,0
1232,LS_1232,-123.933534,44.85901995,11/29/10 0:00,Landslide,0,0,0,,24,,39,100,46,16,37,42,131,8,36,71,37,5,0.03
1233,LS_1233,-123.9412388,44.85799951,11/29/10 0:00,Fill Failure,0,0,0,,24,,39,100,46,16,37,42,131,8,36,71,37,5,0.03
1236,LS_1236,-122.8678042,45.96531715,7/27/10 0:00,Fill Failure,0,0,0,,1,,55,88,73,12,53,64,297,5,52,53,55,0,0
1237,LS_1237,-122.8678646,45.96706916,7/27/10 0:00,Fill Failure,0,0,0,,1,,55,88,73,12,53,64,297,5,52,53,55,0,0
1238,LS_1238,-122.8652366,45.95550515,7/27/10 0:00,Fill Failure,0,0,0,,1,,55,88,73,12,53,64,297,5,52,53,55,0,0
1244,LS_1244,-122.8951808,46.05999674,7/27/10 0:00,Fill Failure,0,0,0,,1,,55,88,73,12,53,64,297,5,52,53,55,0,0
1246,LS_1246,-122.9176358,46.08418618,7/28/10 0:00,Fill Failure,0,0,0,,2,,57,94,71,9,53,63,313,5,52,57,55,0,0
1248,LS_1248,-122.9240225,46.08660221,7/28/10 0:00,Fill Failure,0,0,0,,2,,57,94,71,9,53,63,313,5,52,57,55,0,0
1249,LS_1249,-122.9267041,46.08757473,7/28/10 0:00,Fill Failure,0,0,0,,2,,57,94,71,9,53,63,313,5,52,57,55,0,0
1250,LS_1250,-122.9273303,46.08766767,7/28/10 0:00,Fill Failure,0,0,0,,2,,57,94,71,9,53,63,313,5,52,57,55,0,0
1251,LS_1251,-122.9283409,46.08773941,7/28/10 0:00,Fill Failure,0,0,0,,2,,57,94,71,9,53,63,313,5,52,57,55,0,0
1252,LS_1252,-122.9286342,46.08777729,7/28/10 0:00,Fill Failure,0,0,0,,2,,57,94,71,9,53,63,313,5,52,57,55,0,0
1253,LS_1253,-122.9298781,46.08801463,7/28/10 0:00,Fill Failure,0,0,0,,2,,57,94,71,9,53,63,313,5,52,57,55,0,0
1254,LS_1254,-122.9792176,46.09812013,7/29/10 0:00,Fill Failure,0,0,0,,1,,59,88,75,10,53,64,322,5,50,53,53,4,0
1255,LS_1255,-122.9829341,46.09828413,7/29/10 0:00,Fill Failure,0,0,0,,1,,59,88,75,10,53,64,322,5,50,53,53,4,0
1256,LS_1256,-122.9855529,46.09854246,7/29/10 0:00,Fill Failure,0,0,0,,1,,59,88,75,10,53,64,322,5,50,53,53,4,0
1257,LS_1257,-122.9871343,46.09876211,7/29/10 0:00,Fill Failure,0,0,0,,1,,59,88,75,10,53,64,322,5,50,53,53,4,0
1262,LS_1262,-123.1459628,46.09630197,7/29/10 0:00,Fill Failure,0,0,0,,1,,59,88,75,10,53,64,322,5,50,53,53,4,0
1263,LS_1263,-123.1470811,46.09648386,7/29/10 0:00,Fill Failure,0,0,0,,1,,59,88,75,10,53,64,322,5,50,53,53,4,0
1264,LS_1264,-123.1509678,46.09716342,7/29/10 0:00,Fill Failure,0,0,0,,1,,59,88,75,10,53,64,322,5,50,53,53,4,0
