X,Y,UNIQUE_ID,TYPE_MOVE,Annual_Cos,Repair_Cos
215412.7745,477867.4258,LS_1240, ,0,0
214615.3679,481446.0722,LS_1241, ,0,0
214633.397,481714.8634,LS_1242, ,0,0
214639.887,481753.9275,LS_1243, ,0,0
214639.5874,481596.594,LS_1244, ,0,0
213040.5767,484294.0938,LS_1245, ,0,0
212981.505,484335.8085,LS_1246, ,0,0
212333.8812,484707.2234,LS_1247, ,0,0
212495.5284,484618.882,LS_1248, ,0,0
212291.3494,484733.0903,LS_1249, ,0,0
212243.2319,484744.851,LS_1250, ,0,0
212165.3196,484755.1358,LS_1251, ,0,0
212142.7658,484760.0163,LS_1252, ,0,0
212047.3585,484789.2402,LS_1253, ,0,0
208265.9872,486026.3969,LS_1254, ,0,0
207979.2048,486053.3089,LS_1255, ,0,0
207777.6106,486088.146,LS_1256, ,0,0
207656.0884,486116.2599,LS_1257, ,0,0
207603.3514,486110.5985,LS_1258, ,0,0
207846.477,486058.24,LS_1259, ,0,0
208456.1295,485930.8674,LS_1260, ,0,0
208205.5648,486020.3588,LS_1261, ,0,0
195368.3065,486226.8358,LS_1262, ,0,0
195282.4987,486249.8363,LS_1263, ,0,0
194984.4593,486335.0523,LS_1264, ,0,0
193693.101,487047.4044,LS_1265, ,0,0
193693.5585,487048.3511,LS_1266, ,0,0
182288.2338,488538.0861,LS_1267, ,0,0
181976.4603,488651.8935,LS_1268, ,0,0
178722.9544,489906.1095,LS_1269, ,0,0
188353.595,489245.5196,LS_1270, ,0,0
190686.5071,487655.2225,LS_1271, ,0,0
192729.1039,487041.2861,LS_1272, ,0,0
187785.1144,489170.9301,LS_1273, ,0,0
187293.2501,489041.0225,LS_1274, ,0,0
185201.3647,488525.2814,LS_1275, ,0,0
179545.1561,489524.731,LS_1276, ,0,0
190481.2177,487420.3244,LS_1277, ,0,0
190599.1547,487476.1891,LS_1278, ,0,0
190095.6706,487770.2266,LS_1279, ,0,0
190032.7985,487810.0109,LS_1280, ,0,0
189949.7375,487840.1599,LS_1281, ,0,0
189891.7258,487857.8002,LS_1282, ,0,0
189859.605,487863.2912,LS_1283, ,0,0
189818.0367,487867.0713,LS_1284, ,0,0
189530.5845,487922.9485,LS_1285, ,0,0
189422.4417,487905.6916,LS_1286, ,0,0
189375.8606,487879.7266,LS_1287, ,0,0
189254.2409,487782.0437,LS_1288, ,0,0
188720.5455,487529.0707,LS_1289, ,0,0
188050.7813,486973.8589,LS_1290, ,0,0
188105.1346,487010.7765,LS_1291, ,0,0
188167.8706,487057.2253,LS_1292, ,0,0
187948.7382,486774.5605,LS_1293, ,0,0
187778.408,486548.2986,LS_1294, ,0,0
187456.5543,486408.8493,LS_1295, ,0,0
187490.8897,486385.6013,LS_1296, ,0,0
187291.2382,486506.6566,LS_1297, ,0,0
187364.857,486484.5851,LS_1298, ,0,0
187361.3674,486490.6299,LS_1299, ,0,0
187152.6093,486510.1916,LS_1300, ,0,0
186918.0712,486521.6326,LS_1301, ,0,0
186872.226,486521.9929,LS_1302, ,0,0
186839.562,486527.4531,LS_1303, ,0,0
186807.0007,486532.7197,LS_1304, ,0,0
186611.4866,486391.4546,LS_1305, ,0,0
186554.7514,486301.7352,LS_1306, ,0,0
186547.0156,486273.5614,LS_1307, ,0,0
186472.3821,485859.244,LS_1308, ,0,0
186479.1271,485972.931,LS_1309, ,0,0
186557.4368,486034.1583,LS_1310, ,0,0
186578.6223,486061.2066,LS_1311, ,0,0
186594.9616,486091.9429,LS_1312, ,0,0
186456.3716,485299.1575,LS_1313, ,0,0
186508.0557,485641.2998,LS_1314, ,0,0
186499.0942,485704.6077,LS_1315, ,0,0
186515.028,485768.6586,LS_1316, ,0,0
186427.8654,484547.3839,LS_1317, ,0,0
186346.942,484128.8865,LS_1318, ,0,0
186422.796,484175.6132,LS_1319, ,0,0
186439.1927,484228.3369,LS_1320, ,0,0
186473.0739,484340.5701,LS_1321, ,0,0
186079.5577,483882.783,LS_1322, ,0,0
186112.9756,483805.4129,LS_1323, ,0,0
186134.7046,483670.3054,LS_1324, ,0,0
186118.1536,482563.7762,LS_1325, ,0,0
186076.5304,482579.368,LS_1326, ,0,0
186062.0394,482638.7366,LS_1327, ,0,0
186190.7015,482452.4703,LS_1328, ,0,0
186164.1653,482121.1304,LS_1329, ,0,0
186122.6496,481987.6402,LS_1330, ,0,0
186145.5005,481780.098,LS_1331, ,0,0
186221.3499,481658.8644,LS_1332, ,0,0
186287.4163,481621.481,LS_1333, ,0,0
186877.1619,481075.9057,LS_1334, ,0,0
186907.6955,481041.7675,LS_1335, ,0,0
186935.6302,480931.019,LS_1336, ,0,0
186932.764,480903.7705,LS_1337, ,0,0
186932.7511,480868.4415,LS_1338, ,0,0
186982.9377,480838.3196,LS_1339, ,0,0
187045.4844,480765.9912,LS_1340, ,0,0
187096.553,480634.1984,LS_1341, ,0,0
187148.6446,480564.9737,LS_1342, ,0,0
187177.4706,480538.294,LS_1343, ,0,0
187225.7572,480458.9826,LS_1344, ,0,0
187269.9035,479973.7754,LS_1345, ,0,0
187340.1226,480119.39,LS_1346, ,0,0
125991.179,354012.1908,LS_1347, ,0,0
126001.8643,354016.9442,LS_1348, ,0,0
126053.8838,354063.3064,LS_1349, ,0,0
126390.4428,354175.6337,LS_1350, ,0,0
126803.5225,354193.317,LS_1351, ,0,0
126914.5212,354151.582,LS_1352, ,0,0
127160.9393,354039.8456,LS_1353, ,0,0
127159.5531,354040.6823,LS_1354, ,0,0
127493.8633,353949.0646,LS_1355, ,0,0
128377.4669,354017.0838,LS_1356, ,0,0
128553.1341,354064.7161,LS_1357, ,0,0
128561.8601,354062.3813,LS_1358, ,0,0
128664.7312,354059.4937,LS_1359, ,0,0
128784.5917,354038.8633,LS_1360, ,0,0
129595.1852,353506.4219,LS_1361, ,0,0
129907.5669,353386.2932,LS_1362, ,0,0
130145.562,353175.7514,LS_1363, ,0,0
130153.1019,353157.2985,LS_1364, ,0,0
129904.8326,352477.4046,LS_1365, ,0,0
129881.9755,352464.4551,LS_1366, ,0,0
129032.396,352786.3401,LS_1367, ,0,0
129145.5977,352712.9973,LS_1368, ,0,0
129186.3291,352678.9469,LS_1369, ,0,0
129371.5064,352570.5652,LS_1370, ,0,0
128916.7575,352830.185,LS_1371, ,0,0
128621.3697,352751.1558,LS_1372, ,0,0
128558.0915,352719.2603,LS_1373, ,0,0
128650.6619,352182.7587,LS_1374, ,0,0
128663.9732,352145.5584,LS_1375, ,0,0
128681.5684,352090.5289,LS_1376, ,0,0
128777.1868,351528.8767,LS_1377, ,0,0
128783.7241,351192.1989,LS_1378, ,0,0
123348.7677,355735.5761,LS_1379, ,0,0
124449.024,354524.4825,LS_1380, ,0,0
124597.565,354433.9798,LS_1381, ,0,0
124800.6769,354313.6051,LS_1382, ,0,0
124930.1482,354186.7736,LS_1383, ,0,0
125096.7224,353960.2907,LS_1384, ,0,0
125180.3996,353857.2482,LS_1385, ,0,0
125450.7018,353763.5243,LS_1386, ,0,0
125266.9734,353799.6928,LS_1387, ,0,0
125923.609,353763.282,LS_1388, ,0,0
125845.1989,353766.0106,LS_1389, ,0,0
125961.6859,353851.9182,LS_1390, ,0,0
125964.0208,353840.8728,LS_1391, ,0,0
125686.983,353798.8857,LS_1392, ,0,0
157008.1287,480387.4482,LS_1393, ,0,0
157048.48,480298.2603,LS_1394, ,0,0
152881.8642,495636.7403,LS_1395, ,0,0
151822.3988,495939.8069,LS_1396, ,0,0
148909.3136,497099.8486,LS_1397, ,0,0
148930.6669,497303.7756,LS_1398, ,0,0
146237.486,498921.1276,LS_1399, ,0,0
145621.1751,498869.397,LS_1400, ,0,0
144418.2753,492612.5269,LS_1401, ,0,0
144422.6128,492568.348,LS_1402, ,0,0
144421.183,492055.5153,LS_1403, ,0,0
145075.3312,491299.8179,LS_1404, ,0,0
146884.1886,488855.4947,LS_1405, ,0,0
149277.1664,487667.5477,LS_1406, ,0,0
149911.314,487709.0017,LS_1407, ,0,0
153162.7037,484189.9315,LS_1408, ,0,0
153390.1878,483943.3084,LS_1409, ,0,0
153372.9123,483939.339,LS_1410, ,0,0
153850.1033,483719.6955,LS_1411, ,0,0
173202.6248,495213.4145,LS_1412, ,0,0
173222.8703,495185.5964,LS_1413, ,0,0
173396.8764,494362.8701,LS_1414, ,0,0
173461.1119,494269.1521,LS_1415, ,0,0
172349.4862,495135.4531,LS_1416, ,0,0
172406.6638,495135.1834,LS_1417, ,0,0
163451.0133,495535.33,LS_1418, ,0,0
151071.5186,495958.9121,LS_1419, ,0,0
149756.7759,495979.6747,LS_1420, ,0,0
148806.5182,497968.261,LS_1421, ,0,0
148598.5916,498230.4764,LS_1422, ,0,0
148436.183,498559.9122,LS_1423, ,0,0
146898.3782,498883.6558,LS_1424, ,0,0
146745.0848,498883.369,LS_1425, ,0,0
269000.8765,295244.8121,LS_1426, ,0,0
269118.9201,295235.0017,LS_1427, ,0,0
269253.5863,295253.2313,LS_1428, ,0,0
271039.5706,295194.5178,LS_1429, ,0,0
271200.5633,295127.2725,LS_1430, ,0,0
271211.7055,295113.9606,LS_1431, ,0,0
280141.1459,297626.7203,LS_1432, ,0,0
129401.1639,140544.9158,LS_1433, ,0,0
129510.308,140540.952,LS_1434, ,0,0
129565.904,140564.4164,LS_1435, ,0,0
129599.3767,140578.4607,LS_1436, ,0,0
129660.359,140612.9266,LS_1437, ,0,0
129712.0067,140612.1557,LS_1438, ,0,0
129763.6156,140570.3677,LS_1439, ,0,0
129814.491,140556.0254,LS_1440, ,0,0
130266.2975,140331.6441,LS_1441, ,0,0
130449.7347,140355.8237,LS_1442, ,0,0
131164.3171,140324.6596,LS_1443, ,0,0
132712.8719,140531.2272,LS_1444, ,0,0
133546.2361,140597.6082,LS_1445, ,0,0
133623.9734,140625.7351,LS_1446, ,0,0
134272.6791,140890.6332,LS_1447, ,0,0
134454.8987,141019.7467,LS_1448, ,0,0
135132.8845,141227.4872,LS_1449, ,0,0
135114.2978,141228.2853,LS_1450, ,0,0
135306.8147,141421.9596,LS_1451, ,0,0
135559.2524,141685.3618,LS_1452, ,0,0
135710.0351,141844.4743,LS_1453, ,0,0
136255.9562,142582.5691,LS_1454, ,0,0
136467.3716,142643.8398,LS_1455, ,0,0
137652.9653,143813.7253,LS_1456, ,0,0
137974.7849,144254.4594,LS_1457, ,0,0
138165.3117,144274.5453,LS_1458, ,0,0
143342.9823,150803.816,LS_1459, ,0,0
143340.6342,150831.8924,LS_1460, ,0,0
143660.549,151046.2629,LS_1461, ,0,0
144051.34,150972.9136,LS_1462, ,0,0
144276.0242,151060.2806,LS_1463, ,0,0
144613.9197,151418.9498,LS_1464, ,0,0
144719.5375,151441.4837,LS_1465, ,0,0
145028.6641,151197.6643,LS_1466, ,0,0
145018.1483,151191.511,LS_1467, ,0,0
147666.6471,151505.8181,LS_1468, ,0,0
150090.0096,153376.8464,LS_1469, ,0,0
150405.8854,154046.1208,LS_1470, ,0,0
153484.8521,155432.9984,LS_1471, ,0,0
264443.8267,294452.8008,LS_1472, ,0,0
264524.7902,294451.4013,LS_1473, ,0,0
263549.867,296714.0273,LS_1474, ,0,0
263158.2082,295535.2731,LS_1475, ,0,0
263427.3611,295918.1704,LS_1476, ,0,0
262548.3031,295248.1346,LS_1477, ,0,0
264111.2747,294093.3995,LS_1478, ,0,0
264839.5469,294565.1845,LS_1479, ,0,0
265312.1418,294571.6159,LS_1480, ,0,0
265604.3136,294522.28,LS_1481, ,0,0
265659.9818,294545.3003,LS_1482, ,0,0
265929.1347,294501.8492,LS_1483, ,0,0
266213.6027,294928.0562,LS_1484, ,0,0
266188.3775,295028.0585,LS_1485, ,0,0
266296.4105,295108.0323,LS_1486, ,0,0
266639.0065,295117.1003,LS_1487, ,0,0
266994.0292,295202.3898,LS_1488, ,0,0
153847.2501,483723.5921,LS_1489, ,0,0
154088.1252,483703.3311,LS_1490, ,0,0
154135.9588,483685.9386,LS_1491, ,0,0
154249.4858,483663.2328,LS_1492, ,0,0
156517.001,480970.2684,LS_1493, ,0,0
156535.6454,480918.6503,LS_1494, ,0,0
156588.4449,480859.6193,LS_1495, ,0,0
156658.1154,480756.8124,LS_1496, ,0,0
156864.1421,480492.9126,LS_1497, ,0,0
156936.816,480430.1235,LS_1498, ,0,0
155994.2819,481718.7277,LS_1499, ,0,0
156083.7686,481432.7113,LS_1500, ,0,0
154707.7581,483004.5643,LS_1501, ,0,0
118273.2096,340077.0811,LS_1502, ,0,0
118406.2021,337592.6825,LS_1503, ,0,0
120796.5175,352667.1075,LS_1504, ,0,0
117770.1849,343539.6441,LS_1505, ,0,0
117673.8422,343521.6759,LS_1506, ,0,0
117438.1463,342179.5577,LS_1507, ,0,0
117512.1712,341920.0866,LS_1508, ,0,0
117472.1877,341998.629,LS_1509, ,0,0
117847.4113,341433.2545,LS_1510, ,0,0
118280.6322,336759.6879,LS_1511, ,0,0
118210.1883,336170.0849,LS_1512, ,0,0
118201.5967,335532.1193,LS_1513, ,0,0
118197.687,335476.5902,LS_1514, ,0,0
118032.5586,334857.5374,LS_1515, ,0,0
118005.0009,334719.4499,LS_1516, ,0,0
117998.6675,334651.8099,LS_1517, ,0,0
117907.6484,334112.8242,LS_1518, ,0,0
117891.6187,334026.6152,LS_1519, ,0,0
117857.8063,333808.6996,LS_1520, ,0,0
117819.6086,333613.6956,LS_1521, ,0,0
117750.4553,333244.8964,LS_1522, ,0,0
118336.7611,328998.7432,LS_1523, ,0,0
116010.5954,313860.7256,LS_1524, ,0,0
112173.0555,289196.7558,LS_1525, ,0,0
111872.219,288063.7329,LS_1526, ,0,0
112061.2226,287842.3261,LS_1527, ,0,0
111813.306,287165.2945,LS_1528, ,0,0
111767.0009,287092.074,LS_1529, ,0,0
111962.8634,288999.0349,LS_1530, ,0,0
111799.7554,288368.9882,LS_1531, ,0,0
127826.9286,326988.8959,LS_1532, ,0,0
134207.0236,330617.7399,LS_1533, ,0,0
134754.2812,328331.2537,LS_1534, ,0,0
134783.9433,328242.3856,LS_1535, ,0,0
134946.3045,328026.0102,LS_1536, ,0,0
135246.5119,328457.038,LS_1537, ,0,0
136753.1518,328128.3033,LS_1538, ,0,0
136849.5734,328092.8172,LS_1539, ,0,0
137578.4013,328070.7576,LS_1540, ,0,0
137789.6415,328325.1108,LS_1541, ,0,0
140136.0769,326118.6596,LS_1542, ,0,0
142685.9396,324367.2182,LS_1543, ,0,0
143610.4241,323622.0952,LS_1544, ,0,0
149792.2719,323662.7351,LS_1545, ,0,0
154146.0567,320691.6438,LS_1546, ,0,0
154166.2058,320671.1801,LS_1547, ,0,0
157156.2531,480133.4452,LS_1548, ,0,0
157202.9999,480082.743,LS_1549, ,0,0
157264.0282,480038.782,LS_1550, ,0,0
157565.2667,479580.0162,LS_1551, ,0,0
157645.0251,479504.9034,LS_1552, ,0,0
157738.6489,479458.6579,LS_1553, ,0,0
157794.7148,479448.9403,LS_1554, ,0,0
158201.8112,478509.6446,LS_1555, ,0,0
159660.879,475439.1643,LS_1556, ,0,0
159469.2607,475161.5708,LS_1557, ,0,0
159449.1249,474833.3628,LS_1558, ,0,0
160963.4235,472122.7032,LS_1559, ,0,0
161468.398,471810.7691,LS_1560, ,0,0
165348.9085,469646.2002,LS_1561, ,0,0
165918.3908,469156.4207,LS_1562, ,0,0
159257.0223,476595.9501,LS_1563, ,0,0
158252.3626,478344.5277,LS_1564, ,0,0
142009.2634,377710.2482,LS_1565, ,0,0
142176.6767,377615.7596,LS_1566, ,0,0
142989.0131,376939.1331,LS_1567, ,0,0
142968.9613,376900.0133,LS_1568, ,0,0
143053.5058,376702.4974,LS_1569, ,0,0
143718.0765,376176.0377,LS_1570, ,0,0
143230.8414,376121.7001,LS_1571, ,0,0
127854.3874,351088.1417,LS_1572, ,0,0
127844.1982,351082.4752,LS_1573, ,0,0
127407.1919,350984.8868,LS_1574, ,0,0
126690.0128,350826.3085,LS_1575, ,0,0
126682.3089,350814.1768,LS_1576, ,0,0
126480.2582,350737.2639,LS_1577, ,0,0
126442.7112,350752.0122,LS_1578, ,0,0
126404.7569,350781.6659,LS_1579, ,0,0
126122.4541,350840.9913,LS_1580, ,0,0
125960.5811,350799.9957,LS_1581, ,0,0
125872.1984,350914.8346,LS_1582, ,0,0
125771.2108,350968.0941,LS_1583, ,0,0
125836.526,350948.1245,LS_1584, ,0,0
125734.4674,350956.1267,LS_1585, ,0,0
111695.8699,286906.0119,LS_1586, ,0,0
111732.6993,286804.566,LS_1587, ,0,0
111887.9673,285397.206,LS_1588, ,0,0
111890.1586,285384.8328,LS_1589, ,0,0
111782.3811,284539.7359,LS_1590, ,0,0
111772.4533,284529.5862,LS_1591, ,0,0
111690.803,283033.4394,LS_1592, ,0,0
111675.398,282934.7904,LS_1593, ,0,0
111666.9284,282806.9556,LS_1594, ,0,0
111691.2688,282756.1849,LS_1595, ,0,0
111390.4396,280165.2415,LS_1596, ,0,0
111398.0864,280166.4658,LS_1597, ,0,0
111236.2823,279319.7344,LS_1598, ,0,0
111243.121,279087.2475,LS_1599, ,0,0
111267.1138,278958.8702,LS_1600, ,0,0
111317.202,278633.2858,LS_1601, ,0,0
111319.3651,278563.7952,LS_1602, ,0,0
111385.0152,278412.0666,LS_1603, ,0,0
111270.097,277942.7626,LS_1604, ,0,0
111236.6364,277642.3403,LS_1605, ,0,0
111205.9223,277551.3338,LS_1606, ,0,0
111209.3311,277474.5543,LS_1607, ,0,0
111269.5029,277951.6976,LS_1608, ,0,0
111115.0288,277026.9347,LS_1609, ,0,0
111091.4363,276985.6972,LS_1610, ,0,0
111092.9776,276582.7289,LS_1611, ,0,0
110715.5916,272156.7183,LS_1612, ,0,0
110718.7219,272091.9081,LS_1613, ,0,0
110519.9939,271683.2153,LS_1614, ,0,0
110446.8257,271667.4507,LS_1615, ,0,0
110214.2554,270641.4185,LS_1616, ,0,0
110057.1328,270368.7106,LS_1617, ,0,0
109954.0243,270209.4984,LS_1618, ,0,0
109929.7685,270094.9953,LS_1619, ,0,0
110713.669,271989.4824,LS_1620, ,0,0
110526.5552,269550.0263,LS_1621, ,0,0
110474.0855,269542.8534,LS_1622, ,0,0
110197.8046,269215.5639,LS_1623, ,0,0
110151.7094,269029.4417,LS_1624, ,0,0
110385.5994,269537.0076,LS_1625, ,0,0
110451.5268,269530.984,LS_1626, ,0,0
110591.2907,269415.353,LS_1627, ,0,0
110296.4489,269289.4873,LS_1628, ,0,0
110177.9367,269153.0809,LS_1629, ,0,0
110102.3547,268845.6248,LS_1630, ,0,0
110099.4725,268798.3856,LS_1631, ,0,0
110097.7373,268737.231,LS_1632, ,0,0
110163.3133,268310.6921,LS_1633, ,0,0
110163.3494,268305.8367,LS_1634, ,0,0
110208.9702,268132.9216,LS_1635, ,0,0
126021.989,345585.8022,LS_1636, ,0,0
126189.6917,345569.9005,LS_1637, ,0,0
126234.9552,345565.0599,LS_1638, ,0,0
126309.6534,345535.7821,LS_1639, ,0,0
128029.0994,344596.0977,LS_1640, ,0,0
131175.0177,344206.9327,LS_1641, ,0,0
130875.4952,342884.6625,LS_1642, ,0,0
125703.061,350943.8595,LS_1643, ,0,0
125616.4579,350874.391,LS_1644, ,0,0
125584.2308,350816.5981,LS_1645, ,0,0
125464.9368,350681.6839,LS_1646, ,0,0
125446.1032,350642.4162,LS_1647, ,0,0
125347.597,350476.6602,LS_1648, ,0,0
124891.4725,349578.723,LS_1649, ,0,0
124943.0894,349477.2521,LS_1650, ,0,0
124993.919,349442.3903,LS_1651, ,0,0
125217.7559,349208.7281,LS_1652, ,0,0
125273.1446,349064.9174,LS_1653, ,0,0
125348.3725,348929.9989,LS_1654, ,0,0
125384.5774,348896.1935,LS_1655, ,0,0
125613.1085,348751.4776,LS_1656, ,0,0
126331.3754,347874.1665,LS_1657, ,0,0
126405.1509,347678.9741,LS_1658, ,0,0
126398.538,347639.9786,LS_1659, ,0,0
125956.188,346870.5653,LS_1660, ,0,0
125866.7656,346773.0028,LS_1661, ,0,0
125845.408,346696.7939,LS_1662, ,0,0
125795.2259,346590.5379,LS_1663, ,0,0
125628.1565,346053.3267,LS_1664, ,0,0
125681.2601,345887.4256,LS_1665, ,0,0
125651.2395,345834.8314,LS_1666, ,0,0
187667.2551,478366.8238,LS_1667, ,0,0
187583.7324,478351.0215,LS_1668, ,0,0
187562.6556,478312.4487,LS_1669, ,0,0
187558.1308,478297.907,LS_1670, ,0,0
187509.1326,478254.8729,LS_1671, ,0,0
187484.1819,478230.5246,LS_1672, ,0,0
187494.2126,478134.8491,LS_1673, ,0,0
187510.5507,478089.8591,LS_1674, ,0,0
125827.8639,345576.6637,LS_1675, ,0,0
125849.1568,345577.8174,LS_1676, ,0,0
125929.5889,345597.6928,LS_1677, ,0,0
130637.8843,342755.9668,LS_1678, ,0,0
130584.346,342710.0444,LS_1679, ,0,0
129976.2965,341687.0124,LS_1680, ,0,0
129862.5941,341506.5059,LS_1681, ,0,0
231696.11,44333.61659,LS_1682, ,0,0
215086.1986,443620.3389,LS_1683, ,0,0
215135.4982,443203.8519,LS_1684, ,0,0
215323.2425,441860.2146,LS_1685, ,0,0
141335.1925,371771.6734,LS_1686, ,0,0
145643.5674,373116.6449,LS_1687, ,0,0
141335.1925,371771.6734,LS_1688, ,0,0
423955.6274,315574.3874,LS_1689, ,0,0
424241.7678,315465.6527,LS_1690, ,0,0
424258.2084,315468.1228,LS_1691, ,0,0
425215.8983,314640.6783,LS_1692, ,368.7449951,148343
426959.0589,313246.9062,LS_1693, ,996.1300049,226243
427445.6166,313082.2591,LS_1694, ,0,0
427824.195,313052.2344,LS_1695, ,272.3599854,91637.10156
427982.6645,312969.9183,LS_1696, ,0,0
428057.7632,312944.7626,LS_1697, ,272.3599854,78663
428214.236,312944.9022,LS_1698, ,0,0
428376.2814,312878.802,LS_1699, ,0,0
428513.0665,312802.4838,LS_1700, ,272.3599854,672580
429151.2134,312828.5493,LS_1701, ,1237.800049,377967
429399.1521,312806.5797,LS_1702, ,0,0
429788.1683,312770.6309,LS_1703, ,0,0
430581.5322,312990.5966,LS_1704, ,0,0
430851.7429,313130.811,LS_1705, ,0,0
430888.2915,313130.9521,LS_1706, ,0,0
431476.5381,312947.1985,LS_1707, ,272.3599854,90581.60156
431455.4999,312939.1997,LS_1708, ,137.9149933,18299.30078
431879.2024,313023.7149,LS_1709, ,0,0
432050.6405,313104.0529,LS_1710, ,0,0
432367.9147,313270.2774,LS_1711, ,0,0
432173.552,313170.079,LS_1712, ,0,0
432678.0999,313226.9781,LS_1713, ,0,0
432971.1847,313023.1184,LS_1714, ,1238.02002,244364
433229.2884,312836.2358,LS_1715, ,0,0
433583.4773,312720.1637,LS_1716, ,0,0
434481.4242,312492.2074,LS_1717, ,0,0
435171.9223,312275.1651,LS_1718, ,0,0
435312.3486,312200.4053,LS_1719, ,0,0
435488.1959,312091.3238,LS_1720, ,0,0
435829.6658,311887.928,LS_1721, ,0,0
422071.9301,316704.2191,LS_1722, ,0,0
433890.9046,312647.8941,LS_1723, ,0,0
337852.0716,281853.5085,LS_1724, ,0,24154.19922
337863.6509,281860.721,LS_1725, ,234.9100037,18299.30078
335437.7453,282406.3203,LS_1726, ,23.84000015,233860
335422.7263,282399.5937,LS_1727, ,23.84000015,237261
333113.3554,282825.9546,LS_1728, ,643.3499756,106808
328967.1159,283129.0256,LS_1729, ,0,80147.89844
328980.6124,283116.386,LS_1730, ,0,176246
327214.4528,282476.2689,LS_1731, ,1901.790039,761172
327119.0349,282477.5489,LS_1732, ,0,0
245347.18,407093.803,LS_1733, ,0,0
245528.6573,407106.4876,LS_1734, ,0,0
245669.4365,407115.3957,LS_1735, ,501.0700073,246052
245946.3041,407026.4825,LS_1736, ,0,0
246142.4857,406967.5704,LS_1737, ,0,0
246249.202,406910.2004,LS_1738, ,0,0
246609.164,406039.0253,LS_1739, ,207.2599945,114403
246688.2573,405983.4569,LS_1740, ,207.2599945,327912
247287.4874,405655.2583,LS_1741, ,2969.01001,2007810
247544.9354,405660.3558,LS_1742, ,0,0
247765.954,405729.1461,LS_1743, ,0,0
248135.4582,405905.0922,LS_1744, ,0,0
248226.9576,406016.4335,LS_1745, ,0,0
256826.9296,393886.9169,LS_1746, ,287.0299988,24991.69922
256846.2253,393872.0082,LS_1747, ,287.0299988,11130.59961
257060.4217,393579.4148,LS_1748, ,0,0
258030.8892,392517.9254,LS_1749, ,0,0
258508.7173,392200.8078,LS_1750, ,0,0
260032.1668,391145.8374,LS_1751, ,261.7550049,54691.10156
260031.6123,391147.0837,LS_1752, ,299.0750122,34893
260606.0867,390143.7031,LS_1753, ,0,0
261669.6705,389535.1157,LS_1754, ,229.3049927,139698
261927.9081,389369.6846,LS_1755, ,0,0
262060.3957,389012.54,LS_1756, ,334.125,1130710
262076.524,388899.7741,LS_1757, ,0,0
262465.9423,387892.5305,LS_1758, ,449.7950134,98920.79688
262504.7685,387836.2193,LS_1759, ,334.125,48001.30078
262681.6619,387602.2698,LS_1760, ,449.7950134,132494
262837.8717,387488.0182,LS_1761, ,0,0
261762.2887,389491.2077,LS_1762, ,0,896428
187514.7244,478061.1262,LS_1763, ,0,0
187464.6326,478001.6673,LS_1764, ,0,0
187452.1765,477962.3819,LS_1765, ,0,0
187434.2871,477897.9783,LS_1766, ,0,0
187386.9133,477832.881,LS_1767, ,0,0
173051.8061,472121.3987,LS_1768, ,0,0
173022.3347,472203.0677,LS_1769, ,0,0
173027.7073,472290.7983,LS_1770, ,0,0
173193.0324,472541.4704,LS_1771, ,0,0
187318.4638,477745.3305,LS_1772, ,0,0
187280.5962,477701.8279,LS_1773, ,0,0
187262.6049,477647.6732,LS_1774, ,0,0
187242.6679,477512.2003,LS_1775, ,0,0
187256.1837,477405.4697,LS_1776, ,0,0
187289.4335,477235.9125,LS_1777, ,0,0
187438.562,476966.4992,LS_1778, ,0,0
187461.7987,476858.3104,LS_1779, ,0,0
187555.5807,476785.0523,LS_1780, ,0,0
187607.2848,476603.5778,LS_1781, ,0,0
187595.344,476495.3546,LS_1782, ,0,0
173953.3698,473875.4163,LS_1783, ,0,0
174177.8514,474351.8973,LS_1784, ,0,0
174297.3118,474459.3604,LS_1785, ,0,0
174480.3271,474553.546,LS_1786, ,0,0
174601.6392,474580.8091,LS_1787, ,0,0
175598.4102,474647.7179,LS_1788, ,0,0
175664.8398,474654.1263,LS_1789, ,0,0
176093.7447,474623.5232,LS_1790, ,0,0
176197.1941,474643.0392,LS_1791, ,0,0
176531.1997,474520.3109,LS_1792, ,0,0
176554.6466,474458.1527,LS_1793, ,0,0
176605.8409,474331.7607,LS_1794, ,0,0
176631.041,474261.7731,LS_1795, ,0,0
177618.2765,473958.022,LS_1796, ,0,0
185270.7148,476261.1526,LS_1797, ,0,0
186439.6725,475183.649,LS_1798, ,0,0
188505.7177,473553.8681,LS_1799, ,0,0
188578.6191,473516.8313,LS_1800, ,0,0
190989.3797,472884.6008,LS_1801, ,0,0
191319.4417,473157.7098,LS_1802, ,0,0
191359.9167,473164.0372,LS_1803, ,0,0
191416.9358,473204.6585,LS_1804, ,0,0
191436.2925,473211.9932,LS_1805, ,0,0
191536.6596,473270.5218,LS_1806, ,0,0
191634.5059,473244.028,LS_1807, ,0,0
191736.0309,473195.8049,LS_1808, ,0,0
192590.7281,472403.2874,LS_1809, ,0,0
192697.0292,472256.0194,LS_1810, ,0,0
195121.2635,467003.5336,LS_1811, ,0,0
194970.1291,464877.6703,LS_1812, ,0,0
194939.5874,464739.1881,LS_1813, ,0,0
218389.4486,434360.7642,LS_1814, ,0,0
218194.715,434582.1999,LS_1815, ,0,0
218143.1299,434641.7611,LS_1816, ,0,0
218973.3509,433499.6951,LS_1817, ,0,0
219116.6842,433335.734,LS_1818, ,0,0
